abbreviation,addedBy,cog,csecoida,description,ecnumber,formula,keggId,keggorthology,lastModified,mcs,modifiedBy,notes,pdmapName,ref,reversible,rxn_id,subsystem,url
PGSAAI17,,COG0558,,anteisoheptadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,glyc3p[c] + cdpdaihpdecg[c] -> h[c] + cmp[c] + pgpai17[c] ,,K00995,2016-11-30T10:24:36Z,,,,,,0,8047,,http://vmh.uni.lu/_api/reactions/8047/?format=pcsv
PGSAI14,,COG0558,,isotetradecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,glyc3p[c] + cdpditdecg[c] -> h[c] + cmp[c] + pgpi14[c] ,,K00995,2016-11-30T10:24:36Z,,,,,,0,8048,,http://vmh.uni.lu/_api/reactions/8048/?format=pcsv
PGSAI15,,COG0558,,isopentadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,glyc3p[c] + cdpdipdecg[c] -> h[c] + cmp[c] + pgpi15[c] ,,K00995,2016-11-30T10:24:36Z,,,,,,0,8049,,http://vmh.uni.lu/_api/reactions/8049/?format=pcsv
PGSAI16,,COG0558,,isohexadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,glyc3p[c] + cdpdihdecg[c] -> h[c] + cmp[c] + pgpi16[c] ,,K00995,2016-11-30T10:24:36Z,,,,,,0,8050,,http://vmh.uni.lu/_api/reactions/8050/?format=pcsv
PGSAI17,,COG0558,,isoheptadecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,2.7.8.5,glyc3p[c] + cdpdihpdecg[c] -> h[c] + cmp[c] + pgpi17[c] ,,K00995,2016-11-30T10:24:36Z,,,,,,0,8051,,http://vmh.uni.lu/_api/reactions/8051/?format=pcsv
PHTHRDH,,COG1995,,NAD-dependent threonine 4-phosphate dehydrogenase,1.1.1.262,nad[c] + phthr[c] <=> h[c] + nadh[c] + amopbut_L[c] ,R05681,K00097,2016-11-30T10:24:36Z,,,,,,1,8052,,http://vmh.uni.lu/_api/reactions/8052/?format=pcsv
PHYQS,,COG0500,,"2-heptaprenyl-1,4-naphthoquinone methyltransferase (EC 2.1.1.163)",2.1.1.-,amet[c] + dmphqno[c] <=> h[c] + ahcys[c] + phyQ[c] ,R06859,K00599,2016-11-30T10:24:36Z,,,,,,1,8053,,http://vmh.uni.lu/_api/reactions/8053/?format=pcsv
PIabc,,,,phosphate transport via ABC system,"TC-3.A.1.7,3.A.1.7",h2o[c] + atp[c] + pi[e] -> h[c] + adp[c] + 2.0 pi[c] ,,,2016-11-30T10:24:36Z,,,,,,0,8054,,http://vmh.uni.lu/_api/reactions/8054/?format=pcsv
PIt6b,,,,PIt6b,"TC-2.A.20,2.A.20",h[e] + pi[e] <=> h[c] + pi[c] ,,,2016-11-30T10:24:36Z,,,,,,1,8055,,http://vmh.uni.lu/_api/reactions/8055/?format=pcsv
PMDPHT,,COG0637 COG2045,,pyrimidine phosphatase,3.1.3.-,h2o[c] + 5aprbu[c] -> pi[c] + 4r5au[c] ,R07280,K01112,2016-11-30T10:24:36Z,,,,,,0,8056,,http://vmh.uni.lu/_api/reactions/8056/?format=pcsv
PMTCOATA,,COG0332,,hexadecanoyl-ACP[acyl-carrier-protein] transferase,2.3.1.180,coa[c] + palmACP[c] <=> pmtcoa[c] + ACP[c] ,,K00648,2016-11-30T10:24:36Z,,,,,,1,8057,,http://vmh.uni.lu/_api/reactions/8057/?format=pcsv
POR4,,COG0674 COG1013 COG1014 COG1144,,Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-),1.2.7.1,co2[c] + accoa[c] + fdxrd[c] <=> h[c] + pyr[c] + coa[c] + fdxox[c] ,R01196,K00169 K00170 K00171 K00172 K03737,2016-11-30T10:24:36Z,,,,,,1,8058,,http://vmh.uni.lu/_api/reactions/8058/?format=pcsv
POX,,COG0028,,pyruvate oxidase,1.2.2.2,h2o[c] + pyr[c] + q8[c] -> co2[c] + ac[c] + q8h2[c] ,R03145,K00156,2016-11-30T10:24:36Z,,,,,,0,8059,,http://vmh.uni.lu/_api/reactions/8059/?format=pcsv
PPAKr,,COG0282,,Propionate kinase,2.7.2.1,adp[c] + ppap[c] <=> atp[c] + ppa[c] ,R01353,K00932 K00925,2016-11-30T10:24:36Z,,,,,,1,8060,,http://vmh.uni.lu/_api/reactions/8060/?format=pcsv
PPCKr,,COG1866,,phosphoenolpyruvate carboxykinase,4.1.1.49,atp[c] + oaa[c] <=> adp[c] + co2[c] + pep[c] ,R00341,K01610,2016-11-30T10:24:36Z,,,,,,1,8061,,http://vmh.uni.lu/_api/reactions/8061/?format=pcsv
PPDK,,COG0574,,"Pyruvate,phosphate dikinase.",2.7.9.1,atp[c] + pi[c] + pyr[c] -> h[c] + amp[c] + ppi[c] + pep[c] ,R00206,K01006,2016-11-30T10:24:36Z,,,,,,0,8062,,http://vmh.uni.lu/_api/reactions/8062/?format=pcsv
PPGPPDP,,COG0317,,"guanosine-3,5-bis(diphosphate) 3-diphosphatase",3.1.7.2,h2o[c] + ppgpp[c] -> ppi[c] + gdp[c] ,R00336,K01139,2016-11-30T10:24:36Z,,,,,,0,8063,,http://vmh.uni.lu/_api/reactions/8063/?format=pcsv
PPIt2e,,,,Diphosphate export via proton symport,,h[c] + ppi[c] -> h[e] + ppi[e] ,,,2016-11-30T10:24:36Z,,,,,,0,8064,,http://vmh.uni.lu/_api/reactions/8064/?format=pcsv
PPND,,COG1605 COG0287,,prephenate dehydrogenase,1.3.1.12,nad[c] + pphn[c] -> nadh[c] + co2[c] + 34hpp[c] ,R01728,K00210 K04517 K00220 K14187,2016-11-30T10:24:36Z,,,,,,0,8065,,http://vmh.uni.lu/_api/reactions/8065/?format=pcsv
PPND2,,COG0287,,PrephenateNADP+ oxidoreductase(decarboxylating),1.3.1.13,nadp[c] + pphn[c] -> nadph[c] + co2[c] + 34hpp[c] ,R01730,K00211,2016-11-30T10:24:36Z,,,,,,0,8066,,http://vmh.uni.lu/_api/reactions/8066/?format=pcsv
PPNDH,,COG1605 COG0077,,prephenate dehydratase,4.2.1.51,h[c] + pphn[c] -> h2o[c] + co2[c] + phpyr[c] ,R01373,K01713 K04518 K05359 K14170,2016-11-30T10:24:36Z,,,,,,0,8067,,http://vmh.uni.lu/_api/reactions/8067/?format=pcsv
PPTT,,COG0142,,trans-pentaprenyltranstransferase,2.5.1.90,ipdp[c] + pendp[c] -> ppi[c] + hexdp[c] ,R05613,K02523,2016-11-30T10:24:36Z,,,,,,0,8068,,http://vmh.uni.lu/_api/reactions/8068/?format=pcsv
PRAGS,,COG0152 COG0151,,phosphoribosylglycinamide synthetase,6.3.4.13,atp[c] + gly[c] + pram[c] -> h[c] + adp[c] + pi[c] + gar[c] ,R04144,K01945 K11787 K11788 K13713,2016-11-30T10:24:36Z,,,,,,0,8069,,http://vmh.uni.lu/_api/reactions/8069/?format=pcsv
PRAI,,COG0512 COG0134 COG0135,,phosphoribosylanthranilate isomerase,5.3.1.24,pran[c] <=> 2cpr5p[c] ,R03509,K01817 K13498 K13501,2016-11-30T10:24:36Z,,,,,,1,8070,,http://vmh.uni.lu/_api/reactions/8070/?format=pcsv
PRAIS,,COG0150,,phosphoribosylaminoimidazole synthase,6.3.3.1,atp[c] + fpram[c] -> 2.0 h[c] + adp[c] + pi[c] + air[c] ,R04208,K01933 K11787 K11788,2016-11-30T10:24:36Z,,,,,,0,8071,,http://vmh.uni.lu/_api/reactions/8071/?format=pcsv
PRAMPC,,COG0140 COG0139 COG0141,,phosphoribosyl-AMP cyclohydrolase,3.5.4.19,h2o[c] + prbamp[c] -> prfp[c] ,R04037,K01496 K11755 K14152,2016-11-30T10:24:36Z,,,,,,0,8072,,http://vmh.uni.lu/_api/reactions/8072/?format=pcsv
PRASCSi,,COG0152 COG0151,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,6.3.2.6,atp[c] + asp_L[c] + 5aizc[c] -> h[c] + adp[c] + pi[c] + 25aics[c] ,R04591,K01923 K01587 K13713,2016-11-30T10:24:36Z,,,,,,0,8073,,http://vmh.uni.lu/_api/reactions/8073/?format=pcsv
PRATPP,,COG0140,,phosphoribosyl-ATP pyrophosphatase,3.6.1.31,h2o[c] + prbatp[c] -> h[c] + ppi[c] + prbamp[c] ,R04035,K01523 K11755 K14152,2016-11-30T10:24:36Z,,,,,,0,8074,,http://vmh.uni.lu/_api/reactions/8074/?format=pcsv
PRMICI,,COG0106,, 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,5.3.1.16,prfp[c] <=> prlp[c] ,R04640,K01814,2016-11-30T10:24:36Z,,,,,,1,8075,,http://vmh.uni.lu/_api/reactions/8075/?format=pcsv
PROD3,,COG0506,,Proline dehydrogenase (trans-4-Hydroxy-L-proline),1.5.99.8,fad[c] + 4hpro_LT[c] <=> h[c] + fadh2[c] + 1p3h5c[c] ,R03295,K11394,2016-11-30T10:24:36Z,,,,,,1,8076,,http://vmh.uni.lu/_api/reactions/8076/?format=pcsv
PROt4r,,COG0591,,proline transporter,,na1[e] + pro_L[e] <=> na1[c] + pro_L[c] ,,,2016-11-30T10:24:36Z,,,,,,1,8077,,http://vmh.uni.lu/_api/reactions/8077/?format=pcsv
PSCVT,,COG0128,, 3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,pep[c] + skm5p[c] <=> pi[c] + 3psme[c] ,R03460,K00800 K13830,2016-11-30T10:24:36Z,,,,,,1,8078,,http://vmh.uni.lu/_api/reactions/8078/?format=pcsv
PSD120,,COG0688,,Phosphatidylserine decarboxylase (n-C12:0),4.1.1.65,h[c] + ps120[c] -> co2[c] + pe120[c] ,R02055,K01613,2016-11-30T10:24:36Z,,,,,,0,8079,,http://vmh.uni.lu/_api/reactions/8079/?format=pcsv
PSD140,,COG0688,,Phosphatidylserine decarboxylase (n-C14:0),4.1.1.65,h[c] + ps140[c] -> co2[c] + pe140[c] ,,K01613,2016-11-30T10:24:36Z,,,,,,0,8080,,http://vmh.uni.lu/_api/reactions/8080/?format=pcsv
PSD141,,COG0688,,Phosphatidylserine decarboxylase (n-C14:1),4.1.1.65,h[c] + ps141[c] -> co2[c] + pe141[c] ,,K01613,2016-11-30T10:24:36Z,,,,,,0,8081,,http://vmh.uni.lu/_api/reactions/8081/?format=pcsv
PSD160,,COG0688,,Phosphatidylserine decarboxylase (n-C16:0),4.1.1.65,h[c] + ps160[c] -> co2[c] + pe160[c] ,,K01613,2016-11-30T10:24:36Z,,,,,,0,8082,,http://vmh.uni.lu/_api/reactions/8082/?format=pcsv
PSD161,,COG0688,,Phosphatidylserine decarboxylase (n-C16:1),4.1.1.65,h[c] + ps161[c] -> co2[c] + pe161[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8083,,http://vmh.uni.lu/_api/reactions/8083/?format=pcsv
PSD180,,COG0688,,Phosphatidylserine decarboxylase (n-C18:0),4.1.1.65,h[c] + ps180[c] -> co2[c] + pe180[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8084,,http://vmh.uni.lu/_api/reactions/8084/?format=pcsv
PSD181,,COG0688,,Phosphatidylserine decarboxylase (n-C18:1),4.1.1.65,h[c] + ps181[c] -> co2[c] + pe181[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8085,,http://vmh.uni.lu/_api/reactions/8085/?format=pcsv
PSDAI15,,COG0688,,anteisopentadecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psai15[c] -> co2[c] + peai15[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8086,,http://vmh.uni.lu/_api/reactions/8086/?format=pcsv
PSDAI17,,COG0688,,anteisoheptadecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psai17[c] -> co2[c] + peai17[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8087,,http://vmh.uni.lu/_api/reactions/8087/?format=pcsv
PSDI14,,COG0688,,isotetradecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psi14[c] -> co2[c] + pei14[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8088,,http://vmh.uni.lu/_api/reactions/8088/?format=pcsv
PSDI15,,COG0688,,isopentadecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psi15[c] -> co2[c] + pei15[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8089,,http://vmh.uni.lu/_api/reactions/8089/?format=pcsv
PSDI16,,COG0688,,isohexadecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psi16[c] -> co2[c] + pei16[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8090,,http://vmh.uni.lu/_api/reactions/8090/?format=pcsv
PSDI17,,COG0688,,isoheptadecanoyl-phosphatidylserine decarboxylase,4.1.1.65,h[c] + psi17[c] -> co2[c] + pei17[c] ,,K01613,2016-11-30T10:24:37Z,,,,,,0,8091,,http://vmh.uni.lu/_api/reactions/8091/?format=pcsv
PSSA120,,COG1502,,Phosphatidylserine syntase (n-C12:0),2.7.8.8,ser_L[c] + cdpdddecg[c] -> h[c] + cmp[c] + ps120[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8092,,http://vmh.uni.lu/_api/reactions/8092/?format=pcsv
PSSA140,,COG1502,,Phosphatidylserine syntase (n-C14:0),2.7.8.8,ser_L[c] + cdpdtdecg[c] -> h[c] + cmp[c] + ps140[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8093,,http://vmh.uni.lu/_api/reactions/8093/?format=pcsv
PSSA141,,COG1502,,Phosphatidylserine syntase (n-C14:1),2.7.8.8,ser_L[c] + cdpdtdec7eg[c] -> h[c] + cmp[c] + ps141[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8094,,http://vmh.uni.lu/_api/reactions/8094/?format=pcsv
PSSA160,,COG1502,,Phosphatidylserine syntase (n-C16:0),2.7.8.8,ser_L[c] + cdpdhdecg[c] -> h[c] + cmp[c] + ps160[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8095,,http://vmh.uni.lu/_api/reactions/8095/?format=pcsv
PSSA161,,COG1502,,Phosphatidylserine syntase (n-C16:1),2.7.8.8,ser_L[c] + cdpdhdec9eg[c] -> h[c] + cmp[c] + ps161[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8096,,http://vmh.uni.lu/_api/reactions/8096/?format=pcsv
PSSA180,,COG1502,,Phosphatidylserine syntase (n-C18:0),2.7.8.8,ser_L[c] + cdpdodecg[c] -> h[c] + cmp[c] + ps180[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8097,,http://vmh.uni.lu/_api/reactions/8097/?format=pcsv
PSSA181,,COG1502,,Phosphatidylserine syntase (n-C18:1),2.7.8.8,ser_L[c] + cdpdodec11eg[c] -> h[c] + cmp[c] + ps181[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8098,,http://vmh.uni.lu/_api/reactions/8098/?format=pcsv
PSSAAI15,,COG1502,,anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpdaipdecg[c] -> h[c] + cmp[c] + psai15[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8099,,http://vmh.uni.lu/_api/reactions/8099/?format=pcsv
PSSAAI17,,COG1502,,anteisoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpdaihpdecg[c] -> h[c] + cmp[c] + psai17[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8100,,http://vmh.uni.lu/_api/reactions/8100/?format=pcsv
PSSAI14,,COG1502,,isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpditdecg[c] -> h[c] + cmp[c] + psi14[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8101,,http://vmh.uni.lu/_api/reactions/8101/?format=pcsv
PSSAI15,,COG1502,,isopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpdipdecg[c] -> h[c] + cmp[c] + psi15[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8102,,http://vmh.uni.lu/_api/reactions/8102/?format=pcsv
PSSAI16,,COG1502,,isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpdihdecg[c] -> h[c] + cmp[c] + psi16[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8103,,http://vmh.uni.lu/_api/reactions/8103/?format=pcsv
PSSAI17,,COG1502,,isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase,2.7.8.8,ser_L[c] + cdpdihpdecg[c] -> h[c] + cmp[c] + psi17[c] ,,K00998,2016-11-30T10:24:37Z,,,,,,0,8104,,http://vmh.uni.lu/_api/reactions/8104/?format=pcsv
PTA2,,COG0280 COG0857 COG4869,,Phosphate acetyltransferase,2.3.1.8,pi[c] + ppcoa[c] -> coa[c] + ppap[c] ,R00921,K13923 K00625 K13788 K15024,2016-11-30T10:24:37Z,,,,,,0,8105,,http://vmh.uni.lu/_api/reactions/8105/?format=pcsv
PTAr,,COG0280 COG0857 COG4869,,phosphotransacetylase,2.3.1.8,pi[c] + accoa[c] <=> coa[c] + actp[c] ,R00230,K00625 K04020 K13788 K15024,2016-11-30T10:24:37Z,,,,,,1,8106,,http://vmh.uni.lu/_api/reactions/8106/?format=pcsv
PTRCabc,,,,Putrescine-ABC transport,,h2o[c] + atp[c] + ptrc[e] -> h[c] + adp[c] + pi[c] + ptrc[c] ,,,2016-11-30T10:24:37Z,,,,,,0,8107,,http://vmh.uni.lu/_api/reactions/8107/?format=pcsv
PUTA3,,COG0506 COG1012 COG4230,,1-pyrroline-5-carboxylate dehydrogenase,1.5.1.12,h2o[c] + nad[c] + glu5sa[c] -> 2.0 h[c] + nadh[c] + glu_L[c] ,R00245,K00294 K13821,2016-11-30T10:24:37Z,,,,,,0,8108,,http://vmh.uni.lu/_api/reactions/8108/?format=pcsv
PYDXKr,,COG2240,,"pyridoxal kinase, reversible",2.7.1.35,atp[c] + pydx[c] <=> h[c] + adp[c] + pydx5p[c] ,R00174,K00868,2016-11-30T10:24:37Z,,,,,,1,8109,,http://vmh.uni.lu/_api/reactions/8109/?format=pcsv
QULNS,,COG0379,,quinolinate synthase,4.1.99.-,dhap[c] + iasp[c] -> 2.0 h2o[c] + pi[c] + quln[c] ,R04292,K03517,2016-11-30T10:24:37Z,,,,,,0,8110,,http://vmh.uni.lu/_api/reactions/8110/?format=pcsv
RAFGH,,COG1486 COG3345,,Raffinose galactohydrolase,3.2.1.22,h2o[c] + raffin[c] -> gal[c] + sucr[c] ,R01103,K01189 K07406 K07407,2016-11-30T10:24:37Z,,,,,,0,8111,,http://vmh.uni.lu/_api/reactions/8111/?format=pcsv
RBFSa,,COG0307,,riboflavin synthase,2.5.1.9,db4p[c] + 4r5au[c] -> 2.0 h2o[c] + pi[c] + dmlz[c] ,R04457,K00794,2016-11-30T10:24:37Z,,,,,,0,8112,,http://vmh.uni.lu/_api/reactions/8112/?format=pcsv
RBFSb,,COG0054,,riboflavin synthase,2.5.1.9,2.0 dmlz[c] -> ribflv[c] + 4r5au[c] ,R00066,K00793,2016-11-30T10:24:37Z,,,,,,0,8113,,http://vmh.uni.lu/_api/reactions/8113/?format=pcsv
RBK_Dr,,COG1069,,D-ribulokinase (reversible),2.7.1.47,atp[c] + rbl_D[c] <=> h[c] + adp[c] + ru5p_D[c] ,R01526,K00853 K00875,2016-11-30T10:24:37Z,,,,,,1,8114,,http://vmh.uni.lu/_api/reactions/8114/?format=pcsv
RBK_L1,,COG1069,,L-ribulokinase (L-ribulose),2.7.1.16,atp[c] + rbl_L[c] -> h[c] + adp[c] + ru5p_L[c] ,R02439,K00853,2016-11-30T10:24:37Z,,,,,,0,8115,,http://vmh.uni.lu/_api/reactions/8115/?format=pcsv
RBP4E,,COG0235,,L-ribulose-phosphate 4-epimerase,5.1.3.4,ru5p_L[c] <=> xu5p_D[c] ,R05850,K01786 K03077 K03080,2016-11-30T10:24:37Z,,,,,,1,8116,,http://vmh.uni.lu/_api/reactions/8116/?format=pcsv
RHAT1,,,,rhamnosyltransferase I (LPS core biosynthesis),2.4.1.-,dtdprmn[c] + kphphhlipa[c] -> h[c] + dtdp[c] + icolipa[c] ,,K12986,2016-11-30T10:24:37Z,,,,,,0,8117,,http://vmh.uni.lu/_api/reactions/8117/?format=pcsv
RMI,,COG4806,,L-rhamnose isomerase,5.3.1.14,rmn[c] <=> rml[c] ,R02437,K01813,2016-11-30T10:24:37Z,,,,,,1,8118,,http://vmh.uni.lu/_api/reactions/8118/?format=pcsv
RMK,,COG1070,,rhamnulokinase,2.7.1.5,atp[c] + rml[c] -> h[c] + adp[c] + rml1p[c] ,R03014,K00848,2016-11-30T10:24:37Z,,,,,,0,8119,,http://vmh.uni.lu/_api/reactions/8119/?format=pcsv
RMK2,,COG1070,,Rhamnulokinase,2.7.1.5,atp[c] + xylu_L[c] <=> h[c] + adp[c] + xu1p_L[c] ,R01902,K00848,2016-11-30T10:24:37Z,,,,,,1,8120,,http://vmh.uni.lu/_api/reactions/8120/?format=pcsv
RMNt2,,,,L-rhamnose transport via proton symport,,h[e] + rmn[e] <=> h[c] + rmn[c] ,,,2016-11-30T10:24:37Z,,,,,,1,8121,,http://vmh.uni.lu/_api/reactions/8121/?format=pcsv
RMPA,,COG0235,,Rhamnulose-1-phosphate aldolase,4.1.2.19,rml1p[c] <=> lald_L[c] + dhap[c] ,R02263,K01629,2016-11-30T10:24:37Z,,,,,,1,8122,,http://vmh.uni.lu/_api/reactions/8122/?format=pcsv
RNTR1,,COG1328,,ribonucleoside-triphosphate reductase (ATP),1.17.4.2,atp[c] + trdrd[c] -> h2o[c] + datp[c] + trdox[c] ,R02014,K00527,2016-11-30T10:24:37Z,,,,,,0,8123,,http://vmh.uni.lu/_api/reactions/8123/?format=pcsv
RNTR2,,COG1328,,ribonucleoside-triphosphate reductase (GTP),1.17.4.2,gtp[c] + trdrd[c] -> h2o[c] + dgtp[c] + trdox[c] ,R02020,K00527,2016-11-30T10:24:37Z,,,,,,0,8124,,http://vmh.uni.lu/_api/reactions/8124/?format=pcsv
RNTR3,,COG1328,,ribonucleoside-triphosphate reductase (CTP),1.17.4.2,ctp[c] + trdrd[c] -> h2o[c] + dctp[c] + trdox[c] ,R02022,K00527,2016-11-30T10:24:37Z,,,,,,0,8125,,http://vmh.uni.lu/_api/reactions/8125/?format=pcsv
RNTR4,,COG1328,,ribonucleoside-triphosphate reductase (UTP),1.17.4.2,utp[c] + trdrd[c] -> h2o[c] + dutp[c] + trdox[c] ,R02023,K00527,2016-11-30T10:24:37Z,,,,,,0,8126,,http://vmh.uni.lu/_api/reactions/8126/?format=pcsv
RZ5PP,,COG0406,,alpha-ribazole 5-phosphate phosphatase,3.1.3.-,h2o[c] + 5prdmbz[c] -> pi[c] + rdmbzi[c] ,R04594,K02226,2016-11-30T10:24:37Z,,,,,,0,8127,,http://vmh.uni.lu/_api/reactions/8127/?format=pcsv
S7PIr,,COG0279,,sedoheptulose 7-phosphate isomerase (reversible),5.3.1.-,s7p[c] <=> gmhep7p[c] ,R05645,K03271,2016-11-30T10:24:37Z,,,,,,1,8128,,http://vmh.uni.lu/_api/reactions/8128/?format=pcsv
SADT2,,COG2895,,Sulfate adenyltransferase,2.7.7.4,h2o[c] + atp[c] + gtp[c] + so4[c] -> pi[c] + ppi[c] + gdp[c] + aps[c] ,,K00956,2016-11-30T10:24:37Z,,,,,,0,8129,,http://vmh.uni.lu/_api/reactions/8129/?format=pcsv
SEPHCHS,,COG1165,,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,2.2.1.9,h[c] + akg[c] + ichor[c] -> co2[c] + 2s5epchc[c] ,R08165,K02551,2016-11-30T10:24:37Z,,,,,,0,8130,,http://vmh.uni.lu/_api/reactions/8130/?format=pcsv
SERATi,,COG1045,,Serine acetyltransferase (EC 2.3.1.30),2.3.1.30,accoa[c] + ser_L[c] -> coa[c] + acser[c] ,R00586,K00640,2016-11-30T10:24:37Z,,,,,,0,8131,,http://vmh.uni.lu/_api/reactions/8131/?format=pcsv
SHCHCS3,,COG0596 COG1165,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",4.2.99.20,2s5epchc[c] -> pyr[c] + 2shchc[c] ,R08166,K08680,2016-11-30T10:24:37Z,,,,,,0,8132,,http://vmh.uni.lu/_api/reactions/8132/?format=pcsv
SHCHD2,,COG1648,,sirohydrochlorin dehydrogenase (NAD),"1.3.1.76,2.1.1.107",nad[c] + dscl[c] -> h[c] + nadh[c] + scl[c] ,R03947,K02304,2016-11-30T10:24:37Z,,,,,,0,8133,,http://vmh.uni.lu/_api/reactions/8133/?format=pcsv
SHCHF,,COG0007 COG1648 COG2138,,sirohydrochlorin ferrochelatase,2.1.1.107 1.3.1.76 4.99.1.4,fe2[c] + scl[c] -> 3.0 h[c] + sheme[c] ,R02864,K02302 K02304 K03794,2016-11-30T10:24:37Z,,,,,,0,8134,,http://vmh.uni.lu/_api/reactions/8134/?format=pcsv
SHK3Dr,,COG0710 COG0169,,shikimate dehydrogenase,1.1.1.25,h[c] + nadph[c] + 3dhsk[c] <=> nadp[c] + skm[c] ,R02413,K00014 K13832 K05887 K13830,2016-11-30T10:24:37Z,,,,,,1,8135,,http://vmh.uni.lu/_api/reactions/8135/?format=pcsv
SHKK,,COG0703 COG0337,,shikimate kinase,2.7.1.71,atp[c] + skm[c] -> h[c] + adp[c] + skm5p[c] ,R02412,K00891 K13829 K13830,2016-11-30T10:24:37Z,,,,,,0,8136,,http://vmh.uni.lu/_api/reactions/8136/?format=pcsv
SHSL2,,COG0626,,"O-succinylhomoserine lyase (H2S), irreversible",4.2.99.9,h2s[c] + suchms[c] -> h[c] + hcys_L[c] + succ[c] ,R01288,K10764 K01739,2016-11-30T10:24:37Z,,,,,,0,8137,,http://vmh.uni.lu/_api/reactions/8137/?format=pcsv
SO4t2,,,,sulfate transport in via proton symport,"TC-2.A.53,2.A.53",h[e] + so4[e] <=> h[c] + so4[c] ,,,2016-11-30T10:24:37Z,,,,,,1,8138,,http://vmh.uni.lu/_api/reactions/8138/?format=pcsv
SPMDAT1,,COG1670,,Spermidine acetyltransferase,2.3.1.57,accoa[c] + spmd[c] -> h[c] + coa[c] + N1aspmd[c] ,,K00657,2016-11-30T10:24:37Z,,,,,,0,8139,,http://vmh.uni.lu/_api/reactions/8139/?format=pcsv
SPMDAT2,,COG1670,,Spermidine acetyltransferase (N8),2.3.1.57,accoa[c] + spmd[c] -> h[c] + coa[c] + n8aspmd[c] ,,K00657,2016-11-30T10:24:37Z,,,,,,0,8140,,http://vmh.uni.lu/_api/reactions/8140/?format=pcsv
SPMDabc,,,,spermidine transport via ABC system,,h2o[c] + atp[c] + spmd[e] -> h[c] + adp[c] + pi[c] + spmd[c] ,,,2016-11-30T10:24:37Z,,,,,,0,8141,,http://vmh.uni.lu/_api/reactions/8141/?format=pcsv
STCOATA,,COG0332,,stearyl-ACP[acyl-carrier-protein] transferase,2.3.1.180,coa[c] + ocdcaACP[c] <=> ACP[c] + stcoa[c] ,,K00648,2016-11-30T10:24:37Z,,,,,,1,8142,,http://vmh.uni.lu/_api/reactions/8142/?format=pcsv
