id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status	spont
|PWY-7033|	alkane biosynthesis II	alkane biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|Alkanes-Biosynthesis|	|TAX-4751|,|TAX-33090|	RXN-7904,RXN-13273,RXN-13281	6.2.1.3,1.2.1,4.1.99		long-chain-fatty-acid-CoA ligase;long-chain acyl-CoA reductase;aldehyde decarbonylase	3	3	False	True	
|PWY-7035|	(9Z)-tricosene biosynthesis	(9<i>Z</i>)-tricosene biosynthesis,(<i>Z</i>)-9-tricosene biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|Olefins-Biosynthesis|,|Alkenes-Biosynthesis|	|TAX-50557|	RXN-13288,RXN-13289,RXN-20378,RXN-20377,RXN-20376,RXN-20375,RXN-20379,RXN-20380,RXN-20381,RXN-20382,RXN-13322,RXN-14484,RXN-14485,RXN-14486	1.14.14,1.2.1,1.3.1.93,4.2.1.134,1.1.1.330,2.3.1.199,2.3.1.199,1.1.1.330,4.2.1.134,1.3.1.93,2.3.1.199,1.1.1.330,4.2.1.134,1.3.1.93	RXN-13288	15-tetracosanal carbonylase;(Z)-15-tetracosenoyl-CoA reductase;RXN-20378;RXN-20377;RXN-20376;3-oxotetracos-15-enoyl-CoA synthase;(13Z)-3-oxodocosenoyl-CoA synthase;RXN-20380;RXN-20381;RXN-20382;RXN-13322;3-oxo-(11Z)-eicos-11-enoyl-CoA reductase;3-hydroxy-(11Z)-eicos-11-enoyl-CoA dehydratase;trans-(11Z)-eicos-11-enoyl-CoA reductase	14	14	False	True	
|PWY-7036|	very long chain fatty acid biosynthesis II	very long chain fatty acid biosynthesis II,cerotate biosynthesis,hexacosanoate biosynthesis,arachidate biosynthsis,lignoceroate biosynthsis,behenate biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|	|TAX-2759|,|TAX-2|	RXN-13294,RXN-13295,RXN-13296,RXN-13297,RXN-13298,RXN-13299,RXN-13300,RXN-13301,RXN-13302,RXN-13303,RXN-13304,RXN-13305,RXN-13306,RXN-13307,RXN-13308,RXN-13309	2.3.1.199,2.3.1.199,2.3.1.199,2.3.1.199,1.1.1.330,1.1.1.330,1.1.1.330,1.1.1.330,4.2.1.134,4.2.1.134,4.2.1.134,4.2.1.134,1.3.1.93,1.3.1.93,1.3.1.93,1.3.1.93		3-oxo-arachidoyl-CoA synthase;3-oxodocosanoyl-CoA synthase;3-oxocerotoyl-CoA synthase;3-oxotetracosanoyl-CoA synthase;3-oxo-arachidoyl-CoA reductase;3-oxo-behenoyl-CoA reductase;3-oxo-lignoceroyl-CoA reductase;3-oxo-cerotoyl-CoA reductase;3-hydroxy-arachidoyl-CoA dehydratase;3-hydroxy-behenoyl-CoA dehydratase;3-hydroxy-lignoceroyl-CoA dehydratase;3-hydroxy-cerotoyl-CoA dehydratase;trans-arachidon-2-enoyl-CoA reductase;trans-docosan-2-enoyl-CoA reductase;trans-lignocero-2-enoyl-CoA reductase;trans-cerot-2-enoyl-CoA reductase	16	16	False	True	
|PWY-7037|	protein O-glycosylation (Neisseria)	protein <i>O</i>-glycosylation (Neisseria),bacterial <i>O</i>-linked protein glycosylation pathway,undecaprenyl-diphosphate-linked di- and trisaccharide biosynthesis	|Macromolecule-Modification|,|Protein-Modification|,|Glycan-Pathways|,|Glycan-Biosynthesis|,|Protein-Glycosylation|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Carbohydrates-Biosynthesis|,|Oligosaccharides-Biosynthesis|	|TAX-482|	RXN-13269,RXN-13314,RXN-13315,RXN-13316,RXN-13317,RXN-13318	2.7.8.36,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1		N,N'-diacetylbacilliosaminyl-1-phosphate transferase;galactosaminyl-alpha1,3-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase;(galactosaminyl)2-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase;glucosaminyl-alpha1,3-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase;a [protein]-O-trisaccharide-L-serine synthase;a [protein]-O-disaccharide-L-serine synthase	6	6	False	True	
|PWY-7039|	phosphatidate metabolism, as a signaling molecule	phosphatidate metabolism, as a signaling molecule,PA metabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Phospholipid-Biosynthesis|	|TAX-33090|	DIACYLGLYKIN-RXN,RXN-11277,PHOSCHOL-RXN,RXN-13336,3.1.4.11-RXN	2.7.1.107,3.1.3.81,3.1.4.4,2.7.4,3.1.4.11		diacylglycerol kinase;diacylglycerol diphosphate phosphatase;phospholipase D;phosphatidate kinase;phospholipase C	5	5	False	True	
|PWY-7040|	violacein biosynthesis	violacein biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|	|TAX-2|	RXN-10922,RXN-13340,RXN-13341,RXN-13342,RXN-13343,RXN-13344,RXN-13345,RXN-13346,RXN-13347,RXN-18167	1.4.3.23,,1.14.13.217,1.14.13.224,,1.14.13.224,,,,1.21.98.2		L-tryptophan oxidase;protodeoxyviolaceinate synthase;protoviolaceinate synthase;violaceinate synthase;RXN-13343;deoxyviolaceinate synthase;RXN-13345;RXN-13346;RXN-13347;N-[2-(carboxylatoamino)-1,2-bis(1H-indol-3-yl)ethyl]carbamate synthase	10	5	False	True	RXN-13343,RXN-13345,RXN-13346,RXN-13347
|PWY-7041|	the visual cycle II (molluscs)	the visual cycle II (molluscs),the visual cycle II (cephalopods)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Vitamin-Biosynthesis|,|Vitamin-A-Biosynthesis|,|Visual-Cycle|	|TAX-6447|	RXN-13351,RXN-13350,RXN-13349,RXN-12552,RXN-13353,RXN-13352	,,,,,		11-cis-retinal-[retinal-binding protein]:metarhodopsin retinal transferase;metaretinochrome:all-trans-retinal-[retinal-binding protein] retinal transferase;RXN-13349;RXN-12552;metaretonochrome:all-trans-retinal-[retinal-binding protein] retinal transferase;11-cis-retinal-[retinal-binding protein]:metarhodopsin retinal transferase	6	0	False	True	RXN-13349,RXN-12552
|PWY-7042|	the visual cycle (insects)	the visual cycle (insects)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Vitamin-Biosynthesis|,|Vitamin-A-Biosynthesis|,|Visual-Cycle|	|TAX-50557|	RXN-13354,RXN-13360,RXN-13362,RXN-13365,RXN-13367,RXN-13368,RXN-13369	,,,,1.1.1,5.3.3,1.1.1		RXN-13354;RXN-13360;RXN-13362;RXN-13365;all-trans-3-hydroxyretinal dehydrogenase;3-hydroxyretinol isomerase;11cis-3-hydroxyretinol dehydrogenase	7	3	False	True	RXN-13354,RXN-13362
|PWY-7043|	11-cis-3-hydroxyretinal biosynthesis	11-<i>cis</i>-3-hydroxyretinal biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Cofactor-Biosynthesis|,|Vitamin-Biosynthesis|,|Vitamin-A-Biosynthesis|,|Visual-Cycle|	|TAX-50557|	RXN-13361,RXN-13359,RXN-13358,RXN-13357,RXN-13356,RXN-13355,RXN-13366	1.1.1,5.3.3,1.1.1,,,1.13.11.65,5.1.2		(3S)-11cis-3-hydroxyretinol dehydrogenase;(3S)-3-hydroxyretinol isomerase;all-trans-3-hydroxyretinol dehydrogenase;RXN-13357;RXN-13356;zeaxanthin isomerooxygenase;all-trans-3-hydroxyretinol epimerase	7	5	False	True	RXN-13357,RXN-13356
|PWY-7044|	5-nitroanthranilate degradation	5-nitroanthranilate degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Nitroaromatic-Degradation|	|TAX-2|	RXN-13371,RXN-11730,MALEYLPYRUVATE-ISOMERASE-RXN,RXN-10445,RXN-14253,RXN-14254	3.1.1.91,3.5.99.8,5.2.1.4,3.7.1.20,1.13.11.64,1.13.11.64		2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase;5-nitroanthranilate aminohydrolase;MALEYLPYRUVATE-ISOMERASE-RXN;3-fumarylpyruvate hydrolase;5-nitrosalicylate 1,2-dioxygenase;RXN-14254	6	6	False	True	RXN-14254
|PWY-7045|	mithramycin biosynthesis	mithramycin biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Toxin-Biosynthesis|,|Antibiotic-Biosynthesis|	|TAX-2|	RXN-13375,RXN-13382,RXN-13381,RXN-13380,RXN-13378,RXN-13377,RXN-13376,RXN-13383,RXN-13384,RXN-13385,RXN-13386,RXN-13387,RXN-13388,RXN-13389,RXN-13390,RXN-17999,RXN-18000	2.4.1,1.14.13,2.4.1,2.4.1,2.1.1,2.4.1,2.4.1,2.3.1,,1.1.1,1.13.99,1.1.1,,,2.1.1,4.2.1,		premithracinone:dTDP-D-olivose D-olivosyltransferase;premithramycin B monooxygenase;3A-deolivosylpremithramycin B:dTDP-D-olivose D-olivosyltransferase;premithramycin A3:dTDP-D-olivose D-olivosyltransferase;premithramycin A3 methyltransferase;premithramycin A2:dTDP-D-mycarose D-mycarosyltransferase;premithramycin A1:dTDP-D-oliose D-oliosyltransferase;mithramycin polyketide synthase;RXN-13384;mithramycin dehydrogenase;2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetate monooxygenase;(2S)-2-hydroxy-2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetate dehydrogenase;RXN-13388;(4S)-2-acetyl-3,4,8,10,11,12-hexahydroxy-1,4-dihydrotetracen-1-one monooxygenase;demethylpremithracinone o-methyltransferase;3,5,7,9,11,13,15,17,19-nonaoxoicosanoate cyclase/dehydratase;6-[5-hydroxy-3-oxo-2-(3,5,7-trioxooctanoyl)phenyl]-3,5-dioxohexanoate cyclase/hydratase	17	13	False	True	RXN-13384
|PWY-7046|	4-coumarate degradation (anaerobic)	4-coumarate degradation (anaerobic),<i>p</i>-coumarate degradation (anaerobic)	|SECONDARY-METABOLITE-DEGRADATION|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|,|Phenolic-Compounds-Degradation|,|PHENYLPROPANOID-DERIVATIVE-DEG|	|TAX-2|	4-COUMARATE--COA-LIGASE-RXN,RXN-11244,RXN-13392,RXN-13394,4-HYDROXYBENZOATE--COA-LIGASE-RXN,OHBENZCOARED-RXN	6.2.1.12,4.1.2.61,4.1.2.61,1.2.1.67,6.2.1.27,1.1.7.1	RXN-13392	4-coumarate-CoA ligase;4-coumaroyl-CoA hydratase;3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA aldolase;4-hydroxybenzaldehyde dehydrogenase;4-hydroxybenzoate-CoA ligase;4-hydroxybenzoyl-CoA reductase	6	6	False	True	
|PWY-7049|	icosapentaenoate biosynthesis II (6-desaturase, mammals)	icosapentaenoate biosynthesis II (6-desaturase, mammals),eicosapentaenoic acid biosynthesis II,eicosapentaenoate biosynthesis II (metazoa),iicosapentaenoic acid biosynthesis II	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Unsaturated-Fatty-Acids-Biosynthesis|,|PUFA-Biosynthesis|,|Eicosapentaenoate-Biosynthesis|	|TAX-33208|,|TAX-4751|	RXN-13426,RXN-13429,LINOLENOYL-RXN,RXN-16022,RXN-16021,RXN-16020,RXN-16019	1.14.19.3,1.14.19.44,6.2.1.3,1.3.1.93,4.2.1.134,1.1.1.330,2.3.1		alpha-linolenoyl-CoA delta6-desaturase;eicosatetraenoyl-CoA delta5 desaturase;alpha-linolenate-CoA ligase;RXN-16022;RXN-16021;RXN-16020;3-oxo-icosatetraenoyl-CoA synthase	7	7	False	True	
|PWY-7050|	icosapentaenoate biosynthesis IV (bacteria)	icosapentaenoate biosynthesis IV (bacteria),eicosapentaenoate biosynthesis IV (bacteria)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Unsaturated-Fatty-Acids-Biosynthesis|,|PUFA-Biosynthesis|,|Eicosapentaenoate-Biosynthesis|	|TAX-33634|,|TAX-2|	RXN-13431	2.3.1		icosapentaenoate synthase	1	1	False	True	
|PWY-7052|	cyanophycin metabolism	cyanophycin metabolism	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Storage-Compounds-Biosynthesis|	|TAX-2|	6.3.2.29-RXN,6.3.2.30-RXN,3.4.15.6-RXN,RXN-13439,RXN-13440,RXN-21711	6.3.2.29,6.3.2.30,3.4.15.6,6.3.2.29,6.3.2.30,3.4.19.5	6.3.2.30-RXN,6.3.2.29-RXN	cyanophycin synthase (L-aspartate-adding);cyanophycin synthase (L-arginine-adding);cyanophycinase;cyanophycin primer:L-aspartate ligase;cyanophycin primer-L-aspartate:L-arginine ligase;isoaspartyl peptidase	6	6	False	True	
|PWY-7053|	docosahexaenoate biosynthesis I (lower eukaryotes)	docosahexaenoate biosynthesis I (lower eukaryotes)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Lipid-Biosynthesis|,|Fatty-acid-biosynthesis|,|Unsaturated-Fatty-Acids-Biosynthesis|,|PUFA-Biosynthesis|,|Docosahexaenoate-Biosynthesis|	|TAX-2759|,|TAX-3041|,|TAX-3208|	RXN-17688,RXN-13442,RXN-13443,RXN-13444,RXN-13445,RXN-12797,RXN-16102	2.3.1.23,2.3.1,1.1.1.330,4.2.1.134,1.3.1.93,1.14.19.31,2.3.1	RXN-12797	RXN-17688;3-oxo-icosatrienoyl-CoA synthase;3-oxodocosapentaenoyl-CoA reductase;RXN-13444;RXN-13445;docosapentaenoyl-lipid 4-desaturase;RXN-16102	7	7	False	True	
|PWY-7054|	N-acetylglutaminylglutamine amide biosynthesis	<i>N</i>-acetylglutaminylglutamine amide biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|Metabolic-Regulators|,|Organic-solutes-Biosynthesis|	|TAX-2|	RXN-13455,RXN-13456	,		N-acetylglutaminylglutamine synthase;N-acetylglutaminylglutamine amide synthase	2	0	False	True	
|PWY-7055|	daphnetin modification	daphnetin modification	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|COUMARIN-SYN|	|TAX-58024|	RXN-13454,RXN-13450,RXN-13448,RXN-13452	2.4.1,2.4.1.126,2.1.1,2.4.1.91		daphnin transglucosylase (8-O-glucosyltransferase activity);hydroxycinnamte 4-beta-glucosyltransferase;daphnetin-8-O-methyltransferase;daphnetin 3-O-glucosyltransferase	4	4	False	True	
|PWY-7056|	daphnin interconversion	daphnin interconversion	|Activation-Inactivation-Interconversion|,|Interconversion|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|COUMARIN-SYN|	|TAX-58024|	RXN-13453,2.4.1.104-RXN	3.2.1,2.4.1.104		daphnin transglucosylase (beta-glucosidase activity);daphnetin 7-O-glucosyltransferase	2	2	False	True	
|PWY-7057|	cichoriin interconversion	cichoriin interconversion	|Activation-Inactivation-Interconversion|,|Interconversion|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|COUMARIN-SYN|	|TAX-58024|	RXN-13464,RXN-13466	3.2.1,2.4.1.104		cichoriin transglucosylase (beta-glucosidase activity);UDPG:o-dihydroxycoumarin 7-O-glucosyltransferase	2	2	False	True	
|PWY-7058|	esculetin modification	esculetin modification	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|COUMARIN-SYN|	|TAX-58024|	RXN-13470,RXN-13471,RXN-13472,RXN-13473,RXN-13474,RXN-13475,RXN-14182	2.4.1,2.4.1.126,2.4.1,2.1.1,2.1.1,2.1.1,2.4.1		cichoriin transglucosylase (6-O-glucosyltransferase activity);hydroxycinnamte-4-beta-glucosyltransferase;flavonol-3-O-glucosyltransferase;esculetin-O-methyltransferase;esculetin-O-methyltransferase;esculetin-O-methyltransferase;esculetin glucosyltransferase	7	7	False	True	
|PWY-7059|	fumigaclavine biosynthesis	fumigaclavine biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|N-CONTAINING-SECONDARY-CMPD-SYN|,|ALKALOIDS-SYN|,|INDOLE-ALKALOIDS|	|TAX-5042|	RXN-13478,RXN-13477,RXN-13476,RXN-13479,RXN-11366,RXN-11367	1.5.1.44,,1.3.1.100,,2.3.1.205,2.5.1.100		festuclavine synthase;RXN-13477;chanoclavine-I aldehyde dehydrogenase;RXN-13479;fumigaclavine B acetylase;fumigaclavine A dimethylallyltransferase	6	4	False	True	RXN-13477
|PWY-7065|	2&alpha;,7&beta;-dihydroxylation of taxusin	2&alpha;,7&beta;-dihydroxylation of taxusin	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|DITERPENOID-SYN|	|TAX-3313|	RXN-12885,RXN-13486,RXN-13487,RXN-13488	1.14.13.147,1.14.14,1.14.14,1.14.13.147		taxoid 7beta-hydroxylase;taxoid 2alpha-hydroxylase;taxoid 7beta,2alpha-hydroxylase;taxoid 7beta-hydroxylase	4	4	False	True	
|PWY-7066|	glycyrrhetinate biosynthesis	glycyrrhetinate biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|TRITERPENOID-SYN|	|TAX-72025|	RXN-12681,RXN-12682,RXN-13492,RXN-13489,RXN-12683,RXN-13491,RXN-13493,RXN-13494,RXN-13496,RXN-19712,RXN-19713,RXN-7570	1.14.14.152,1.14.14.152,1.14.14.115,1.14.14.M32,1.14.14,1.14.19,1.14.14.115,1.14.14.115,,1.14.14.M32,1.14.14.M32,5.4.99.39		beta-amyrin monooxygenase;11alpha-hydroxy-beta-amyrin dehydrogenase;11-oxo-beta-amyrin 30-monooxygenase;beta-amyrin 30-monooxygenase;30-hydroxy-beta-amyrin 11-hydroxylase;11alpha-30-dihydroxy beta-amyrin dehydrogenase;30-hydroxy-11-oxo-beta-amyrin dehydrogenase;glycyrrhetaldehyde 30-monooxygenase;RXN-13496;RXN-19712;RXN-19713;RXN-7570	12	11	False	True	
|PWY-7067|	betulinate biosynthesis	betulinate biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|TRITERPENOID-SYN|	|TAX-58024|	RXN-13497,RXN-13498,RXN-13499	1.14.14.126,1.14.14.126,1.14.14.126		beta-amyrin 28-monooxygenase;beta-amyrin 28-monooxygenase;beta-amyrin 28-monooxygenase	3	3	False	True	
|PWY-7068|	ursolate biosynthesis	ursolate biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|TRITERPENOID-SYN|	|TAX-58024|	RXN-13500,RXN-13501,RXN-13502	1.14.14.126,1.14.14.126,1.14.14.126		beta-amyrin 28-monooxygenase;beta-amyrin 28-monooxygenase;beta-amyrin 28-monooxygenase	3	3	False	True	
|PWY-7069|	oleanolate biosynthesis	oleanolate biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|TRITERPENOID-SYN|	|TAX-58024|	RXN-7570,RXN-13503,RXN-13504,RXN-13505	5.4.99.39,1.14.14.126,1.14.14.126,1.14.14.126		beta-amyrin synthase;beta-amyrin 28-monooxygenase;erythrodiol dehydrogenase;oleanolic aldehyde 28-monooxygenase	4	4	False	True	
|PWY-7070|	steviol biosynthesis	steviol biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|DITERPENOID-SYN|	|TAX-58024|	RXN-13510	1.14.13		ent-kaurenoic acid NADPH:oxygen oxidoreductase	1	1	False	True	
|PWY-7071|	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|DITERPENOID-SYN|	|TAX-58024|	RXN-13511,RXN-13512,RXN-13513,RXN-13514,RXN-13515,RXN-13516,RXN-13517,RXN-13518,RXN-13520,RXN-13521	2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1		steviol UDP glucosyltransferase;steviolmonoside 19-O-UDP glucosyltransferase;steviolmonoside 2'-O-UDP glucosyltransferase;steviolbioside 19-O-UDP glucosyltransferase;rubusoside 2'-O-UDP glucosyltransferase;steviolbioside 3'-O-UDP glucosyltransferase;stevioside 3'-O-UDP glucosyltransferase;bebaudioside B 19-O-UDP glucosyltransferase;steviol 19-O-UDP glucosyltransferase;19-O-beta-glucopyranosyl steviol 13-O-glucosyltransferase	10	10	False	True	
|PWY-7072|	hopanoid biosynthesis (bacteria)	hopanoid biosynthesis (bacteria)	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Terpenoid-Biosynthesis|,|TRITERPENOID-SYN|	|TAX-2|	5.4.99.17-RXN,RXN-13528,RXN-13529,RXN-13530,RXN-13531,RXN-13532,RXN-13533,RXN-12337,RXN-13534,RXN-4961,RXN-13535,RXN-12263,RXN-17129,RXN-17128	5.4.99.17,,,,,2.1.1,,4.2.1.123,2.1.1,4.2.1.129,2.1.1,2.5.1.103,4.2.3.156,1.17.8.1	RXN-4961,5.4.99.17-RXN	squalene hopene cyclase;adenosyl hopane synthase;ribosyl hopane synthase;formyl hopane synthase;bacteriohopanetetrol synthase;2-methylbacteriohopanetetrol synthase;aminobacteriohopanetriol synthase;tetrahymanol synthase;2-methyltetrahymanol synthase;squalenehopanol cyclase;2-methyldiplopterol synthase;presqualene diphosphate synthase;hydroxysqualene synthase;hydroxysqualene dehydroxylase	14	9	False	True	RXN-13530
|PWY-7074|	phenylethanol glycoconjugate biosynthesis	phenylethanol glycoconjugate biosynthesis	|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Aroma-Compound-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|AROMATIC-COMPOUNDS-BIOSYN|	|TAX-58024|	RXN-13540,RXN-13541	2.4.1,3.2.1		phenylethanol glucosyltransferase;2-phenylethyl beta-D-glucopyranoside glucosidase	2	2	False	True	
|PWY-7075|	phenylethyl acetate biosynthesis	phenylethyl acetate biosynthesis	|Activation-Inactivation-Interconversion|,|Interconversion|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Aroma-Compound-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|AROMATIC-COMPOUNDS-BIOSYN|	|TAX-58024|	RXN-13542	2.3.1.224		phenylethanol acetyltransferase	1	1	False	True	
|PWY-7076|	3,5-dimethoxytoluene biosynthesis	3,5-dimethoxytoluene biosynthesis,DMT biosynthesis	|SECONDARY-METABOLITE-BIOSYNTHESIS|,|Aroma-Compound-Biosynthesis|,|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|AROMATIC-COMPOUNDS-BIOSYN|	|TAX-58024|	RXN-9017,RXN-9018	2.1.1.6,2.1.1		orcinol O-methyltransferase;3-methoxy-5-hydroxytoluene O-methyltransferase	2	2	False	True	
|PWY-7077|	N-acetyl-D-galactosamine degradation	<i>N</i>-acetyl-D-galactosamine degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|Carbohydrates-Degradation|,|Sugars-And-Polysaccharides-Degradation|	|TAX-1224|	RXN-13547,3.5.1.80-RXN,RXN-13548,TAGAKIN-RXN,TAGAALDOL-RXN	2.7.1,3.5.1.25,3.5.99,2.7.1.144,4.1.2.40	RXN-13547	N-acetylgalactosamine kinase;N-acetylgalactosamine-6-phosphate deacetylase;D-galactosamine-6-phosphate deaminase/isomerase;TAGAKIN-RXN;TAGAALDOL-RXN	5	5	False	True	
|PWY-7079|	geodin biosynthesis	geodin biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|QUINONE-SYN|	|TAX-2759|	RXN-13550,QUESTIN-MONOOXYGENASE-RXN,RXN-13551,RXN-13552,RXN-13553	2.1.1.283,1.14.13.43,2.1.1,1.14.19,1.10.3		emodin O-methyltransferase;questin monooxygenase;desmethylsulochrin O-methyltransferase;sulochrin halogenase;dihydrogeodin oxidase	5	5	False	True	
|PWY-7080|	asterrate biosynthesis	asterrate biosynthesis,asterric acid biosynthesis	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Biosynthesis|,|SECONDARY-METABOLITE-BIOSYNTHESIS|,|PHENYLPROPANOID-SYN|,|QUINONE-SYN|	|TAX-4751|	1.10.3.7-RXN,1.10.3.8-RXN,RXN-13554	1.21.3.4,1.21.3.5,		sulochrin oxidase;sulochrin oxidase;RXN-13554	3	2	False	True	
|PWY-7081|	4-aminophenol degradation	4-aminophenol degradation,4-hydroxyaniline degradation	|THINGS|,|FRAMES|,|Generalized-Reactions|,|Pathways|,|Degradation|,|AROMATIC-COMPOUNDS-DEGRADATION|	|TAX-1224|	RXN-13560,RXN-13561,MALEYLACETATE-REDUCTASE-RXN,RXN-10137	3.5.4,,1.3.1.32,1.13.11.37		benzene-1,4-diol synthase;1,2,4-benzenetriol synthase;MALEYLACETATE-REDUCTASE-RXN;1,2,4-trihydroxybenzene 1,2-dioxygenase	4	3	False	True	
