MS ID	Old MS ID	External ID	Source
rxn30059	rxn02927	2.6.1.69	Enzyme Class
rxn01435|rxn02912|rxn17658|rxn21079	rxn01435|rxn02912	2.6.1.7	Enzyme Class
rxn00494	rxn00494	2.6.1.70	Enzyme Class
rxn00315	rxn00315	2.6.1.71	Enzyme Class
rxn02956|rxn17659	rxn02956	2.6.1.72	Enzyme Class
rxn00454	rxn00454	2.6.1.73	Enzyme Class
rxn02197	rxn02197	2.6.1.74	Enzyme Class
rxn03013	rxn03013	2.6.1.75	Enzyme Class
rxn04786	rxn04786	2.6.1.76	Enzyme Class
rxn03924	rxn03924	2.6.1.77	Enzyme Class
rxn01270|rxn37694	rxn01270	2.6.1.78	Enzyme Class
rxn05036|rxn28083|rxn28084	rxn05036	2.6.1.79	Enzyme Class
rxn02325|rxn15393|rxn15394	rxn02325	2.6.1.8	Enzyme Class
rxn05037	rxn05037	2.6.1.80	Enzyme Class
rxn02944|rxn32497|rxn33174	rxn02944	2.6.1.81	Enzyme Class
rxn00856|rxn05118|rxn17660	rxn00856|rxn05118	2.6.1.82	Enzyme Class
rxn07441|rxn24414	rxn07441	2.6.1.83	Enzyme Class
rxn11731	rxn11731	2.6.1.84	Enzyme Class
rxn01257|rxn20498|rxn20499	rxn01257	2.6.1.85	Enzyme Class
rxn13801	rxn13982	2.6.1.86	Enzyme Class
rxn07474		2.6.1.87	Enzyme Class
rxn14382|rxn20668|rxn37695		2.6.1.88	Enzyme Class
rxn04285|rxn23191		2.6.1.89	Enzyme Class
rxn00493|rxn00527|rxn02320|rxn27926|rxn33284|rxn33999|rxn38148	rxn00493|rxn00527|rxn02320	2.6.1.9	Enzyme Class
rxn16665		2.6.1.90	Enzyme Class
rxn03122|rxn23192		2.6.1.91	Enzyme Class
rxn16666		2.6.1.92	Enzyme Class
rxn02691|rxn20497	rxn02691	2.6.3.1	Enzyme Class
rxn06519|rxn07226|rxn11580|rxn11679|rxn19446|rxn24517	rxn06519|rxn07226|rxn11580|rxn11679	2.6.99.1	Enzyme Class
rxn04070	rxn04070	2.6.99.2	Enzyme Class
rxn06999	rxn03916|rxn03918|rxn06999|rxn07493|rxn08708	2.7.-.-	Enzyme Class
rxn00365|rxn00369|rxn01396|rxn04386|rxn06946|rxn08380|rxn10475|rxn11510|rxn14189|rxn16690|rxn19205|rxn19206|rxn19207|rxn22004|rxn22068|rxn22306|rxn22308|rxn22309|rxn22765|rxn22767|rxn22779|rxn24252|rxn24254|rxn24376|rxn24377|rxn26106|rxn26107|rxn26110|rxn26111|rxn26436|rxn27876	rxn02401|rxn03519|rxn03918|rxn06946|rxn11510|rxn11751|rxn14189	2.7.1.-	Enzyme Class
rxn00216|rxn00518|rxn00547|rxn00635|rxn00841|rxn00842|rxn00975|rxn00976|rxn00978|rxn01169|rxn01439|rxn01442|rxn01443|rxn02042|rxn02043|rxn02044|rxn02057|rxn02059|rxn02060|rxn15058|rxn15059|rxn15081|rxn15084|rxn15148|rxn15149|rxn15150|rxn15173|rxn15174|rxn15175|rxn15176|rxn15180|rxn15181|rxn15249|rxn15284|rxn15287|rxn15288|rxn15435|rxn19890|rxn19891|rxn23720|rxn31650|rxn31654|rxn31934|rxn31936|rxn32062|rxn32065|rxn32484|rxn32488|rxn32657|rxn32658|rxn33267|rxn36734|rxn36735|rxn36736|rxn36737|rxn36738|rxn36739|rxn36740|rxn36741|rxn36742|rxn36743|rxn36744|rxn36745|rxn36746|rxn36747|rxn38144|rxn38145|rxn38146|rxn38147|rxn38343|rxn38344|rxn38359|rxn38879|rxn38880|rxn38881|rxn38882|rxn38883|rxn38884	rxn00216|rxn00518|rxn00547|rxn00635|rxn00841|rxn00842|rxn00975|rxn00976|rxn00978|rxn01169|rxn01439|rxn01442|rxn01443|rxn02042|rxn02043|rxn02044|rxn02057|rxn02059|rxn02060	2.7.1.1	Enzyme Class
rxn00696	rxn00696	2.7.1.10	Enzyme Class
rxn02894|rxn30038	rxn02894	2.7.1.100	Enzyme Class
rxn02094	rxn02094	2.7.1.101	Enzyme Class
rxn02673|rxn19883	rxn02673	2.7.1.102	Enzyme Class
rxn02576	rxn02576	2.7.1.103	Enzyme Class
rxn01971	rxn01971	2.7.1.105	Enzyme Class
rxn01215	rxn01215	2.7.1.106	Enzyme Class
rxn06139|rxn08294|rxn08295|rxn08296|rxn08297|rxn08298|rxn08299|rxn08300|rxn10018|rxn10253|rxn10254|rxn10255|rxn10256|rxn10257|rxn10258|rxn19470|rxn19471|rxn33651|rxn33656|rxn36694|rxn36695	rxn06139|rxn08294|rxn08295|rxn08296|rxn08297|rxn08298|rxn08299|rxn08300|rxn10018|rxn10253|rxn10254|rxn10255|rxn10256|rxn10257|rxn10258	2.7.1.107	Enzyme Class
rxn05920|rxn19636|rxn19637	rxn05920	2.7.1.108	Enzyme Class
rxn00545|rxn00554|rxn00556|rxn00557|rxn01343|rxn01346|rxn01347|rxn01348|rxn02314|rxn02315|rxn02316|rxn02317|rxn15063|rxn15065|rxn15066|rxn15493|rxn19015|rxn30050|rxn31649|rxn31652|rxn31653|rxn31658|rxn32492|rxn32571|rxn32803|rxn33087|rxn33754|rxn33839|rxn38002|rxn38003|rxn38004	rxn00545|rxn00554|rxn00556|rxn00557|rxn01343|rxn01346|rxn01347|rxn01348|rxn02314|rxn02315|rxn02316|rxn02317	2.7.1.11	Enzyme Class
rxn01444	rxn01444	2.7.1.113	Enzyme Class
rxn01147	rxn01147	2.7.1.114	Enzyme Class
rxn01144	rxn01144	2.7.1.118	Enzyme Class
rxn02674|rxn19920	rxn02674	2.7.1.119	Enzyme Class
rxn01275	rxn01275	2.7.1.12	Enzyme Class
rxn00745	rxn00745	2.7.1.121	Enzyme Class
rxn01540	rxn01540	2.7.1.122	Enzyme Class
rxn02460|rxn17662	rxn02460	2.7.1.127	Enzyme Class
rxn01921	rxn01921|rxn05781|rxn14220	2.7.1.13	Enzyme Class
rxn03181|rxn27286	rxn03181|rxn06117	2.7.1.130	Enzyme Class
rxn02490|rxn33617	rxn02456|rxn02457|rxn02490	2.7.1.134	Enzyme Class
rxn02682	rxn02682	2.7.1.136	Enzyme Class
rxn06366|rxn16849|rxn27452	rxn06366|rxn09538	2.7.1.137	Enzyme Class
rxn01087|rxn19285|rxn24451	rxn01087	2.7.1.138	Enzyme Class
rxn01344|rxn15272	rxn01344|rxn02703	2.7.1.14	Enzyme Class
rxn02489|rxn17663|rxn24255	rxn02489	2.7.1.140	Enzyme Class
rxn00617|rxn15079|rxn15080	rxn00617	2.7.1.142	Enzyme Class
rxn06458|rxn17664	rxn06458	2.7.1.143	Enzyme Class
rxn02314	rxn02314	2.7.1.144	Enzyme Class
rxn04044|rxn17665	rxn02314|rxn04044|rxn14218	2.7.1.145	Enzyme Class
rxn04043|rxn15952	rxn04043	2.7.1.146	Enzyme Class
rxn04042|rxn15953|rxn15954|rxn22988	rxn04042	2.7.1.147	Enzyme Class
rxn03908|rxn27525|rxn34019	rxn03908	2.7.1.148	Enzyme Class
rxn06977|rxn17666|rxn17667|rxn21258|rxn21259	rxn06977	2.7.1.149	Enzyme Class
rxn00772|rxn01987|rxn20780|rxn28142|rxn28143|rxn30058|rxn33469|rxn33869|rxn33870|rxn37018|rxn38285	rxn00772|rxn01987	2.7.1.15	Enzyme Class
rxn06976|rxn17668	rxn06976	2.7.1.150	Enzyme Class
rxn04040|rxn04041|rxn21251|rxn23463|rxn24251|rxn24253	rxn04040|rxn04041	2.7.1.151	Enzyme Class
rxn06721|rxn17670|rxn33105|rxn33106	rxn06721	2.7.1.153	Enzyme Class
rxn06972|rxn17671	rxn06972	2.7.1.154	Enzyme Class
rxn03536|rxn04413|rxn17672	rxn03536|rxn04413	2.7.1.156	Enzyme Class
rxn14056|rxn15881	rxn14056	2.7.1.157	Enzyme Class
rxn03519	rxn03519	2.7.1.158	Enzyme Class
rxn02456|rxn02457	rxn02456|rxn02457	2.7.1.159	Enzyme Class
rxn01114|rxn01763|rxn15219|rxn20787	rxn01114|rxn01763	2.7.1.16	Enzyme Class
rxn17673		2.7.1.160	Enzyme Class
rxn14039	rxn14039	2.7.1.161	Enzyme Class
rxn13990|rxn14056|rxn14093|rxn15880|rxn15882|rxn25488	rxn13990|rxn14056|rxn14093	2.7.1.162	Enzyme Class
rxn16577|rxn20817		2.7.1.163	Enzyme Class
rxn11751|rxn20823		2.7.1.164	Enzyme Class
rxn08647		2.7.1.165	Enzyme Class
rxn16609|rxn21639		2.7.1.166	Enzyme Class
rxn03918|rxn26080		2.7.1.167	Enzyme Class
rxn16612		2.7.1.168	Enzyme Class
rxn16217		2.7.1.169	Enzyme Class
rxn01199|rxn32114|rxn32122	rxn01199	2.7.1.17	Enzyme Class
rxn16484		2.7.1.170	Enzyme Class
rxn22307		2.7.1.171	Enzyme Class
rxn22305		2.7.1.172	Enzyme Class
rxn02401		2.7.1.173	Enzyme Class
rxn16789|rxn23276		2.7.1.174	Enzyme Class
rxn16790|rxn16791|rxn16792		2.7.1.175	Enzyme Class
rxn16793		2.7.1.176	Enzyme Class
rxn00771|rxn15109	rxn00771	2.7.1.18	Enzyme Class
rxn01111|rxn28078|rxn33877|rxn38263	rxn01111	2.7.1.19	Enzyme Class
rxn00216|rxn01169|rxn15249|rxn33401|rxn33404	rxn00216|rxn01169|rxn09502	2.7.1.2	Enzyme Class
rxn00134|rxn27678|rxn38020	rxn00134	2.7.1.20	Enzyme Class
rxn01143|rxn01518|rxn11761	rxn01143|rxn01518|rxn11761	2.7.1.21	Enzyme Class
rxn01671|rxn02401	rxn01671	2.7.1.22	Enzyme Class
rxn00077|rxn10056|rxn10057|rxn10058|rxn10059|rxn10060|rxn28003|rxn38696	rxn00077|rxn10056|rxn10057|rxn10058|rxn10059|rxn10060	2.7.1.23	Enzyme Class
rxn00100|rxn33067	rxn00100	2.7.1.24	Enzyme Class
rxn00361|rxn03372|rxn19075|rxn27688|rxn34004	rxn00361|rxn03372	2.7.1.25	Enzyme Class
rxn00392|rxn20779|rxn32424	rxn00392	2.7.1.26	Enzyme Class
rxn01754	rxn01754	2.7.1.27	Enzyme Class
rxn00780|rxn33975	rxn00780	2.7.1.28	Enzyme Class
rxn00744	rxn00744	2.7.1.29	Enzyme Class
rxn00627|rxn02703|rxn15430|rxn19991	rxn00627	2.7.1.3	Enzyme Class
rxn00615	rxn00615	2.7.1.30	Enzyme Class
rxn01102|rxn08647|rxn27895|rxn38124	rxn01102|rxn08647	2.7.1.31	Enzyme Class
rxn00751|rxn38064	rxn00751	2.7.1.32	Enzyme Class
rxn02128|rxn02162|rxn03047|rxn12510	rxn02128|rxn02162|rxn03047|rxn12510	2.7.1.33	Enzyme Class
rxn02128	rxn02128	2.7.1.34	Enzyme Class
rxn00124|rxn01396|rxn01807|rxn38691|rxn38692|rxn38694	rxn00124|rxn01396|rxn01807	2.7.1.35	Enzyme Class
rxn01607|rxn20204	rxn01607|rxn09614|rxn09615|rxn09616	2.7.1.36	Enzyme Class
rxn28079		2.7.1.38	Enzyme Class
rxn01300|rxn19905|rxn38151|rxn38152|rxn38153	rxn01300	2.7.1.39	Enzyme Class
rxn00547|rxn15081|rxn15435|rxn19731|rxn21891|rxn31650|rxn33495|rxn33497	rxn00547	2.7.1.4	Enzyme Class
rxn00148|rxn00304|rxn00411|rxn00460|rxn00517|rxn00840|rxn01354|rxn01667|rxn20509|rxn32700|rxn32775|rxn32979	rxn00148|rxn00304|rxn00411|rxn00460|rxn00517|rxn00840|rxn01354|rxn01667	2.7.1.40	Enzyme Class
rxn00013|rxn00705|rxn19813	rxn00013|rxn00705	2.7.1.41	Enzyme Class
rxn00393|rxn15051|rxn15052	rxn00393	2.7.1.42	Enzyme Class
rxn01076|rxn15209|rxn19822|rxn32311	rxn01076|rxn01077	2.7.1.43	Enzyme Class
rxn01455|rxn15290|rxn33708|rxn33833|rxn33836|rxn33837	rxn01455	2.7.1.44	Enzyme Class
rxn01123|rxn15220	rxn01123	2.7.1.45	Enzyme Class
rxn01287|rxn15234|rxn15235|rxn20000|rxn36751	rxn01287	2.7.1.46	Enzyme Class
rxn01114|rxn33868	rxn01114	2.7.1.47	Enzyme Class
rxn00365|rxn00368|rxn00369|rxn00707|rxn00709|rxn00712|rxn00713|rxn00715|rxn01128|rxn01129|rxn01370|rxn01510|rxn01515|rxn01516|rxn01674|rxn01679|rxn01705|rxn01706|rxn11760|rxn33181|rxn33201|rxn38830|rxn38831|rxn38832|rxn38833	rxn00365|rxn00368|rxn00369|rxn00707|rxn00709|rxn00712|rxn00713|rxn00715|rxn01128|rxn01129|rxn01370|rxn01510|rxn01515|rxn01516|rxn01674|rxn01679|rxn01705|rxn01706|rxn11760	2.7.1.48	Enzyme Class
rxn02484|rxn28046|rxn33503	rxn02484	2.7.1.49	Enzyme Class
rxn01390|rxn02161	rxn01390|rxn02161	2.7.1.5	Enzyme Class
rxn03075|rxn31983	rxn03075	2.7.1.50	Enzyme Class
rxn02319	rxn02319	2.7.1.51	Enzyme Class
rxn02262|rxn19739	rxn02262	2.7.1.52	Enzyme Class
rxn01389|rxn04930	rxn01389|rxn04930	2.7.1.53	Enzyme Class
rxn01148|rxn19366|rxn31950|rxn31951|rxn31955	rxn01148	2.7.1.54	Enzyme Class
rxn02552	rxn02552	2.7.1.55	Enzyme Class
rxn01492|rxn02314|rxn30019|rxn33698|rxn33699	rxn01492|rxn02314	2.7.1.56	Enzyme Class
rxn02429	rxn02429	2.7.1.58	Enzyme Class
rxn00892|rxn15155	rxn00892	2.7.1.59	Enzyme Class
rxn00808|rxn15120|rxn15121|rxn32406|rxn32409	rxn00808	2.7.1.6	Enzyme Class
rxn01951|rxn06206|rxn20233|rxn20272	rxn01951|rxn06206	2.7.1.60	Enzyme Class
rxn06504|rxn11576|rxn11913|rxn11914|rxn11915|rxn11916|rxn15729|rxn15730|rxn15731|rxn15732|rxn15733|rxn17674	rxn06504|rxn11576|rxn11913|rxn11914|rxn11915|rxn11916	2.7.1.61	Enzyme Class
rxn02255|rxn12157|rxn15740|rxn15741|rxn17675	rxn02255|rxn12157|rxn14306	2.7.1.62	Enzyme Class
rxn06118|rxn06120|rxn15314	rxn06118|rxn06120	2.7.1.63	Enzyme Class
rxn00878|rxn05038|rxn32776	rxn00878|rxn05038	2.7.1.64	Enzyme Class
rxn02426	rxn02426	2.7.1.65	Enzyme Class
rxn03900	rxn03900	2.7.1.66	Enzyme Class
rxn06365|rxn16850|rxn16851|rxn16852|rxn16853|rxn27453	rxn06365|rxn09537	2.7.1.67	Enzyme Class
rxn06389|rxn17676|rxn32723|rxn32724	rxn06389|rxn09539	2.7.1.68	Enzyme Class
rxn05899|rxn06201|rxn06202|rxn06224|rxn06231|rxn06241|rxn06305|rxn06348|rxn06578|rxn06592|rxn06677|rxn06678|rxn06860|rxn06883|rxn06934|rxn06983|rxn07075|rxn07486|rxn11878|rxn11879|rxn11965|rxn14191|rxn15350|rxn15351|rxn15352|rxn15363|rxn15448|rxn15449|rxn15459|rxn15535|rxn15604|rxn15728|rxn15746|rxn15825|rxn17677|rxn19734|rxn20022|rxn27257	rxn02005|rxn05899|rxn06201|rxn06202|rxn06224|rxn06231|rxn06241|rxn06305|rxn06348|rxn06578|rxn06592|rxn06677|rxn06678|rxn06860|rxn06883|rxn06934|rxn06983|rxn07075|rxn07486|rxn11878|rxn11879|rxn11965|rxn14191	2.7.1.69	Enzyme Class
rxn00975|rxn20176|rxn20177	rxn00975	2.7.1.7	Enzyme Class
rxn01739|rxn32794|rxn38708|rxn38709|rxn38710	rxn01739	2.7.1.71	Enzyme Class
rxn01593	rxn01593	2.7.1.72	Enzyme Class
rxn00835|rxn00914|rxn19878|rxn19933|rxn32620|rxn32622|rxn32633	rxn00835|rxn00914	2.7.1.73	Enzyme Class
rxn00134|rxn01220|rxn01668|rxn19454|rxn36681|rxn36682|rxn36683|rxn36684|rxn36685|rxn36686|rxn36687|rxn36688|rxn36689|rxn38867|rxn38868	rxn00134|rxn01220|rxn01668	2.7.1.74	Enzyme Class
rxn01508	rxn01508	2.7.1.76	Enzyme Class
rxn02101|rxn03616|rxn07242|rxn20464	rxn02101|rxn03616|rxn07242|rxn14234|rxn14373	2.7.1.77	Enzyme Class
rxn06503|rxn20602|rxn28080	rxn06503	2.7.1.78	Enzyme Class
rxn00767|rxn17678	rxn00767	2.7.1.79	Enzyme Class
rxn01439|rxn19800	rxn01439	2.7.1.8	Enzyme Class
rxn00421	rxn00421	2.7.1.80	Enzyme Class
rxn02422|rxn19916	rxn02422	2.7.1.81	Enzyme Class
rxn01071|rxn32358|rxn38094	rxn01071	2.7.1.82	Enzyme Class
rxn02375	rxn02375	2.7.1.83	Enzyme Class
rxn06539	rxn06539	2.7.1.84	Enzyme Class
rxn01049|rxn15195|rxn15196	rxn01049	2.7.1.85	Enzyme Class
rxn00078|rxn33597	rxn00078	2.7.1.86	Enzyme Class
rxn01595	rxn01595	2.7.1.87	Enzyme Class
rxn02436	rxn02436	2.7.1.88	Enzyme Class
rxn01538	rxn01538	2.7.1.89	Enzyme Class
rxn00551|rxn15298|rxn31651|rxn32338	rxn00551	2.7.1.90	Enzyme Class
rxn01411|rxn02133|rxn21744|rxn32395|rxn33264|rxn38671|rxn38711	rxn01411|rxn02133	2.7.1.91	Enzyme Class
rxn03023	rxn03023|rxn03932	2.7.1.92	Enzyme Class
rxn06601|rxn19137	rxn06601	2.7.1.93	Enzyme Class
rxn01992|rxn06234|rxn06473|rxn19065	rxn01992|rxn06234|rxn06473	2.7.1.94	Enzyme Class
rxn01378|rxn19959	rxn01378	2.7.1.95	Enzyme Class
rxn06181|rxn17679|rxn17680|rxn37939|rxn37940	rxn06181	2.7.10.1	Enzyme Class
rxn06181	rxn06181	2.7.10.2	Enzyme Class
rxn28672		2.7.11.-	Enzyme Class
rxn05781|rxn06428|rxn28094|rxn28095|rxn38271	rxn05781|rxn06428	2.7.11.1	Enzyme Class
rxn05781|rxn17681|rxn37941	rxn05781	2.7.11.10	Enzyme Class
rxn05781	rxn05781	2.7.11.11	Enzyme Class
rxn05781	rxn05781	2.7.11.12	Enzyme Class
rxn05781|rxn37942	rxn05781	2.7.11.13	Enzyme Class
rxn06274|rxn17683	rxn06274	2.7.11.14	Enzyme Class
rxn06357|rxn17684	rxn06357	2.7.11.15	Enzyme Class
rxn17685		2.7.11.16	Enzyme Class
rxn05781|rxn06269	rxn05781|rxn06269	2.7.11.17	Enzyme Class
rxn06325	rxn06325	2.7.11.18	Enzyme Class
rxn05769|rxn14392|rxn17686	rxn05769|rxn14392	2.7.11.19	Enzyme Class
rxn06383|rxn17687|rxn27527	rxn06383	2.7.11.2	Enzyme Class
rxn17688		2.7.11.20	Enzyme Class
rxn05781	rxn05781	2.7.11.21	Enzyme Class
rxn05781|rxn17682	rxn05781	2.7.11.22	Enzyme Class
rxn06662|rxn20791	rxn06662	2.7.11.23	Enzyme Class
rxn05781	rxn05781	2.7.11.24	Enzyme Class
rxn05781|rxn17689|rxn37943	rxn05781	2.7.11.25	Enzyme Class
rxn06470|rxn27273	rxn06470	2.7.11.26	Enzyme Class
rxn06355	rxn06355	2.7.11.27	Enzyme Class
rxn06290|rxn27393	rxn06290	2.7.11.28	Enzyme Class
rxn06681|rxn17690	rxn06681	2.7.11.29	Enzyme Class
rxn06739|rxn19464	rxn06739	2.7.11.3	Enzyme Class
rxn05781|rxn17691|rxn37944	rxn05781	2.7.11.30	Enzyme Class
rxn06725|rxn17661	rxn06725	2.7.11.31	Enzyme Class
rxn06399|rxn17692	rxn06399	2.7.11.4	Enzyme Class
rxn06680|rxn20545	rxn06680	2.7.11.5	Enzyme Class
rxn06635|rxn17693	rxn06635	2.7.11.6	Enzyme Class
rxn06560|rxn17694|rxn27528	rxn06560	2.7.11.7	Enzyme Class
rxn05781|rxn17695|rxn37945	rxn05781	2.7.11.8	Enzyme Class
rxn05781|rxn17696|rxn37946	rxn05781	2.7.11.9	Enzyme Class
rxn05781|rxn06181	rxn05781|rxn06181	2.7.12.1	Enzyme Class
rxn05781|rxn06181|rxn27526	rxn05781|rxn06181	2.7.12.2	Enzyme Class
rxn06197|rxn17697	rxn06197	2.7.13.1	Enzyme Class
rxn06198|rxn17698	rxn06198	2.7.13.2	Enzyme Class
rxn17699|rxn37947|rxn37948		2.7.13.3	Enzyme Class
rxn01926|rxn04657|rxn16618	rxn01926|rxn04657	2.7.2.-	Enzyme Class
rxn00225|rxn00985|rxn27661|rxn27662|rxn28090|rxn34299	rxn00225|rxn00985	2.7.2.1	Enzyme Class
rxn01105	rxn01105	2.7.2.10	Enzyme Class
rxn00179|rxn31391|rxn33944|rxn38122|rxn38123	rxn00179	2.7.2.11	Enzyme Class
rxn00230	rxn00230	2.7.2.12	Enzyme Class
rxn00181	rxn00180|rxn00181	2.7.2.13	Enzyme Class
rxn02812	rxn02812	2.7.2.14	Enzyme Class
rxn00225|rxn00985|rxn28091	rxn00225|rxn00985	2.7.2.15	Enzyme Class
rxn00114|rxn01016|rxn29996|rxn37674	rxn00114|rxn01016	2.7.2.2	Enzyme Class
rxn01100|rxn20544|rxn32521|rxn32523|rxn32524|rxn33845|rxn33846|rxn38256|rxn38257	rxn01100	2.7.2.3	Enzyme Class
rxn00337|rxn27724|rxn33955	rxn00337	2.7.2.4	Enzyme Class
rxn00370	rxn00370	2.7.2.6	Enzyme Class
rxn01236	rxn01236	2.7.2.7	Enzyme Class
rxn01917|rxn27669|rxn33986|rxn33990	rxn01917	2.7.2.8	Enzyme Class
rxn01877	rxn01877	2.7.3.1	Enzyme Class
rxn01030	rxn01030	2.7.3.10	Enzyme Class
rxn01371|rxn19327	rxn01371	2.7.3.2	Enzyme Class
rxn00396	rxn00396	2.7.3.3	Enzyme Class
rxn02685	rxn02685	2.7.3.4	Enzyme Class
rxn02620|rxn04785|rxn20049	rxn02620|rxn04785	2.7.3.5	Enzyme Class
rxn02769	rxn02769	2.7.3.6	Enzyme Class
rxn03046	rxn03046	2.7.3.7	Enzyme Class
rxn05777|rxn14341	rxn05777|rxn14341	2.7.3.8	Enzyme Class
rxn06200|rxn17700	rxn06200	2.7.3.9	Enzyme Class
rxn11769|rxn11770|rxn12025|rxn12026|rxn16691|rxn20839|rxn22003|rxn23596|rxn23597|rxn24429|rxn24430|rxn24431|rxn34030|rxn34031|rxn37293|rxn37294|rxn37295|rxn37296|rxn37297|rxn37298|rxn37299|rxn37300|rxn37301|rxn37302|rxn37303|rxn37304|rxn37305|rxn37306|rxn37307|rxn37308|rxn37309|rxn37310|rxn37311|rxn37312|rxn37313|rxn37314|rxn37315|rxn37316|rxn37317|rxn37318|rxn37319|rxn37320|rxn37321|rxn37322|rxn38973|rxn38974	rxn00119|rxn11769|rxn11770|rxn12025|rxn12026	2.7.4.-	Enzyme Class
rxn00104|rxn06117|rxn09176	rxn00104|rxn06117|rxn09176	2.7.4.1	Enzyme Class
rxn00118|rxn00240|rxn17701	rxn00118|rxn00240	2.7.4.10	Enzyme Class
rxn01127	rxn01127	2.7.4.11	Enzyme Class
rxn00108|rxn01509|rxn01513|rxn27917|rxn32936|rxn32939	rxn01509|rxn01513	2.7.4.12	Enzyme Class
rxn06630|rxn19458	rxn06630	2.7.4.13	Enzyme Class
rxn00119|rxn00364|rxn01219|rxn27766|rxn28376	rxn00119|rxn00364|rxn01219	2.7.4.14	Enzyme Class
rxn00437	rxn00437	2.7.4.15	Enzyme Class
rxn00438|rxn38718	rxn00438	2.7.4.16	Enzyme Class
rxn06121	rxn06121	2.7.4.17	Enzyme Class
rxn01655	rxn01655	2.7.4.18	Enzyme Class
rxn02957	rxn02957	2.7.4.19	Enzyme Class
rxn02322|rxn20592	rxn02322	2.7.4.2	Enzyme Class
rxn06119|rxn17702	rxn06119	2.7.4.20	Enzyme Class
rxn04039|rxn13385|rxn17669|rxn21270|rxn24025|rxn24027	rxn04039	2.7.4.21	Enzyme Class
rxn00119|rxn32095	rxn00119	2.7.4.22	Enzyme Class
rxn04651	rxn04651	2.7.4.23	Enzyme Class
rxn14185|rxn17703|rxn21271|rxn21272|rxn21273|rxn21274|rxn21279|rxn38852	rxn14185	2.7.4.24	Enzyme Class
rxn00364|rxn01219		2.7.4.25	Enzyme Class
rxn00097|rxn01127|rxn27684|rxn27685|rxn32470|rxn32473	rxn00097|rxn01127|rxn08067|rxn10052	2.7.4.3	Enzyme Class
rxn00119|rxn01517|rxn05814|rxn20463	rxn00119|rxn01517|rxn05814|rxn14391	2.7.4.4	Enzyme Class
rxn00107|rxn00117|rxn00237|rxn00238|rxn00409|rxn00515|rxn00839|rxn01353|rxn01512|rxn01673|rxn01678|rxn02517|rxn14003|rxn19276|rxn19384|rxn19449|rxn19465|rxn19643|rxn19645|rxn19769|rxn20458|rxn20459|rxn20461|rxn27747|rxn27748|rxn27777|rxn27778|rxn27780|rxn27781|rxn27786|rxn27787|rxn27839|rxn27840|rxn27842|rxn27843|rxn27873|rxn27874|rxn28041|rxn28042|rxn28043|rxn28044|rxn31847|rxn32308|rxn32898|rxn32981|rxn33024|rxn33340|rxn33383|rxn33550|rxn33570|rxn33573|rxn34032|rxn34033|rxn34034|rxn34036|rxn34038|rxn34039|rxn34040|rxn34044|rxn34045|rxn34046|rxn34048|rxn34049|rxn34050|rxn34061|rxn34062|rxn34063|rxn34066|rxn34067|rxn34068	rxn00117|rxn00237|rxn00238|rxn00409|rxn00515|rxn00839|rxn01353|rxn01512|rxn01673|rxn01678|rxn02517|rxn14111	2.7.4.6	Enzyme Class
rxn03108|rxn28109|rxn32320	rxn03108	2.7.4.7	Enzyme Class
rxn00239|rxn01509|rxn27924|rxn32165|rxn32168|rxn32175|rxn32176	rxn00239|rxn01509|rxn09562	2.7.4.8	Enzyme Class
rxn01513|rxn01517|rxn27841|rxn33672|rxn34043	rxn01513|rxn01517	2.7.4.9	Enzyme Class
rxn00770|rxn15108|rxn33995|rxn38273	rxn00770	2.7.6.1	Enzyme Class
rxn00437|rxn00440|rxn32226|rxn38700	rxn00437|rxn00440	2.7.6.2	Enzyme Class
rxn02503|rxn30396|rxn33972	rxn02503	2.7.6.3	Enzyme Class
rxn02333|rxn20468	rxn02333	2.7.6.4	Enzyme Class
rxn00303|rxn08598|rxn33193|rxn33758	rxn00303	2.7.6.5	Enzyme Class
rxn00418|rxn01909|rxn22069|rxn22294|rxn23390|rxn26088|rxn26122|rxn26140|rxn26141|rxn26142|rxn26301|rxn26772|rxn32841	rxn00418|rxn03916	2.7.7.-	Enzyme Class
rxn00105|rxn02155|rxn31803|rxn31815|rxn31816	rxn00105|rxn02155	2.7.7.1	Enzyme Class
rxn00355|rxn29945	rxn00355	2.7.7.10	Enzyme Class
rxn01074	rxn01074	2.7.7.11	Enzyme Class
rxn00701|rxn19753|rxn27869|rxn37681	rxn00701	2.7.7.12	Enzyme Class
rxn00641|rxn33633	rxn00641	2.7.7.13	Enzyme Class
rxn01479|rxn02961|rxn17704|rxn17705	rxn01479|rxn02961	2.7.7.14	Enzyme Class
rxn01380|rxn01885|rxn31777	rxn01380|rxn01885	2.7.7.15	Enzyme Class
rxn00105|rxn02155|rxn31945	rxn00105|rxn02155	2.7.7.18	Enzyme Class
rxn05840|rxn38266	rxn05840	2.7.7.19	Enzyme Class
rxn00122|rxn33129	rxn00122	2.7.7.2	Enzyme Class
rxn29929	rxn05847	2.7.7.21	Enzyme Class
rxn00640	rxn00640	2.7.7.22	Enzyme Class
rxn00293|rxn28025|rxn30068|rxn32390	rxn00293|rxn09486	2.7.7.23	Enzyme Class
rxn01675|rxn33709|rxn33710|rxn33714|rxn33715	rxn01675	2.7.7.24	Enzyme Class
rxn29928|rxn39021	rxn05840	2.7.7.25	Enzyme Class
rxn00695|rxn19776|rxn33894	rxn00695	2.7.7.27	Enzyme Class
