tr	exid	exmet	name	rea	mets	transporter	type	tc
rxn18519	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23848_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23848_c0	6	atp	3.Primary active transporters	
rxn18519	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23848_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23848_c0	6	atp	3.Primary active transporters	
rxn18519	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23848_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23848_c0	6	atp	3.Primary active transporters	
rxn18519	EX_cpd23848_e0	cpd23848[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23848_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23848_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18520	EX_cpd23849_e0	cpd23849[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23849_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23849_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18521	EX_cpd23850_e0	cpd23850[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23850_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23850_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18522	EX_cpd23851_e0	cpd23851[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23851_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23851_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18523	EX_cpd20885_e0	cpd20885[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd20885_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd20885_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18524	EX_cpd05161_e0	cpd05161[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd05161_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd05161_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18525	EX_cpd23863_e0	cpd23863[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23863_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23863_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18526	EX_cpd23864_e0	cpd23864[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23864_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23864_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18527	EX_cpd23865_e0	cpd23865[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23865_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23865_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18528	EX_cpd23868_e0	cpd23868[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23868_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23868_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18529	EX_cpd23869_e0	cpd23869[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23869_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23869_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18530	EX_cpd23870_e0	cpd23870[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23870_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23870_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18531	EX_cpd23871_e0	cpd23871[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23871_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23871_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18532	EX_cpd23872_e0	cpd23872[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23872_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23872_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd00002_e0	cpd00002[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd00008_e0	cpd00008[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd00009_e0	cpd00009[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd00067_e0	cpd00067[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18533	EX_cpd23873_e0	cpd23873[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23873_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23873_c0	6	atp	3.Primary active transporters	
rxn18534	EX_cpd00001_e0	cpd00001[e0]	ATP phosphohydrolase (disaccharide-importing)	(1) cpd00001_c0 + (1) cpd00002_c0 + (1) cpd23874_e0 => (1) cpd00008_c0 + (1) cpd00009_c0 + (1) cpd00067_c0 + (1) cpd23874_c0	6	atp	3.Primary active transporters	
