id	name	type	exmet	exmetnames
rxn29379	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10224_CPD-10224	Diffusion	cpd08991[e0]	Kanosamine
rxn29380	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10235_CPD-10235	Diffusion	cpd28726[e0]	xylogalacturonan
rxn29381	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10299_CPD-10299	Diffusion	cpd22631[e0]	(1,6)-beta-galactobiose
rxn29382	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10309_CPD-10309	Diffusion	cpd22633[e0]	trigalacturonate
rxn29383	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10313_CPD-10313	Diffusion	cpd20972[e0]	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate
rxn29384	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10314_CPD-10314	Diffusion	cpd20992[e0]	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate
rxn29385	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10329_CPD-10329	Diffusion	cpd22637[e0]	alpha-L-fucopyranose
rxn29386	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10463_CPD-10463	Diffusion	cpd02593[e0]	alpha-D-Aldosyl beta-D-fructoside
rxn29387	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10543_CPD-10543	Diffusion	cpd05266[e0]	Quinovose
rxn29388	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10682_CPD-10682	Diffusion	cpd22774[e0]	alpha-D-Gal-(1->3)-alpha-D-Gal-(1->2)-beta-D-Fru
rxn29389	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10683_CPD-10683	Diffusion	cpd18033[e0]	Mannosylfructose 6-phosphate
rxn29390	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10684_CPD-10684	Diffusion	cpd18050[e0]	Mannosylfructose
rxn29391	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10723_CPD-10723	Diffusion	cpd22786[e0]	alpha-D-fructofuranose
rxn29392	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10725_CPD-10725	Diffusion	cpd03014[e0]	Fructose(pyranose)
rxn29393	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10726_CPD-10726	Diffusion	cpd22787[e0]	beta-D-fructopyranose
rxn29394	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10727_CPD-10727	Diffusion	cpd22788[e0]	alpha-L-fructopyranose
rxn29395	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10728_CPD-10728	Diffusion	cpd22789[e0]	beta-L-fructopyranose
rxn29396	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10729_CPD-10729	Diffusion	cpd22790[e0]	alpha-L-fructofuranose
rxn29397	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10730_CPD-10730	Diffusion	cpd22791[e0]	beta-L-fructofuranose
rxn29398	TRANS-RXNAVI-26433.ce.brachyexp.CPD-10760_CPD-10760	Diffusion	cpd03885[e0]	Neuraminic acid
rxn29399	TRANS-RXNAVI-26433.ce.brachyexp.CPD-11607_CPD-11607	Diffusion	cpd21004[e0]	beta-D-Galactosyl-(1->4)-L-rhamnose
rxn29400	TRANS-RXNAVI-26433.ce.brachyexp.CPD-11611_CPD-11611	Diffusion	cpd23021[e0]	beta-L-mannose
rxn29401	TRANS-RXNAVI-26433.ce.brachyexp.CPD-11613_CPD-11613	Diffusion	cpd23023[e0]	alpha-L-mannose
rxn29402	TRANS-RXNAVI-26433.ce.brachyexp.CPD-1243_CPD-1243	Diffusion	cpd00217[e0]	Brachiose
rxn29403	TRANS-RXNAVI-26433.ce.brachyexp.CPD-1244_CPD-1244	Diffusion	cpd01919[e0]	maltose-6-phosphate
rxn29404	TRANS-RXNAVI-26433.ce.brachyexp.CPD-221_CPD-221	Diffusion	cpd01902[e0]	D-Glucosyl-D-mannose
rxn29405	TRANS-RXNAVI-26433.ce.brachyexp.CPD-227_CPD-227	Diffusion	cpd01486[e0]	alpha-D-Lyxose
rxn29406	TRANS-RXNAVI-26433.ce.brachyexp.CPD-355_CPD-355	Diffusion	cpd01307[e0]	D-Lyxitol
rxn29407	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3561_CPD-3561	Diffusion	cpd04349[e0]	Lactulose
rxn29408	TRANS-RXNAVI-26433.ce.brachyexp.CPD-357_CPD-357	Diffusion	cpd01057[e0]	D-Iditol
rxn29410	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3605_CPD-3605	Diffusion	cpd05158[e0]	Gentiobiose
rxn29411	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3607_CPD-3607	Diffusion	cpd24421[e0]	L-Glucose
rxn29413	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3683_CPD-3683	Diffusion	cpd02241[e0]	D-Mannosamine
rxn29414	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3781_CPD-3781	Diffusion	cpd09394[e0]	Betadex
rxn29415	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3782_CPD-3782	Diffusion	cpd24451[e0]	a-cyclodextrin
rxn29416	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3783_CPD-3783	Diffusion	cpd24452[e0]	cyclooctaamylose
rxn29417	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3785_CPD-3785	Diffusion	cpd24453[e0]	3-O-b-D-galactopyranosyl-D-arabinose
rxn29418	TRANS-RXNAVI-26433.ce.brachyexp.CPD-3801_CPD-3801	Diffusion	cpd24454[e0]	6-O-alpha-D-galactopyranosyl-D-gluconic acid
rxn29419	TRANS-RXNAVI-26433.ce.brachyexp.CPD-5582_CPD-5582	Diffusion	cpd09058[e0]	Sucralose
rxn29420	TRANS-RXNAVI-26433.ce.brachyexp.CPD-5861_CPD-5861	Diffusion	cpd01794[e0]	2-Deoxy-D-galactose
rxn29421	TRANS-RXNAVI-26433.ce.brachyexp.CPD-6001_CPD-6001	Diffusion	cpd24606[e0]	L-ribose
rxn29422	TRANS-RXNAVI-26433.ce.brachyexp.CPD-6021_CPD-6021	Diffusion	cpd24607[e0]	1-O-beta-D-glucopyranosyl-D-mannitol
rxn29423	TRANS-RXNAVI-26433.ce.brachyexp.CPD-7043_CPD-7043	Diffusion	cpd00265[e0]	Amylopectin
rxn29424	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8049_CPD-8049	Diffusion	cpd25013[e0]	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->2)-4-O-methyl-chiro-inositol
rxn29425	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8065_CPD-8065	Diffusion	cpd05170[e0]	Verbascose
rxn29426	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8066_CPD-8066	Diffusion	cpd05156[e0]	Ajugose
rxn29427	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8249_CPD-8249	Diffusion	cpd03200[e0]	Manninotriose
rxn29428	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8254_CPD-8254	Diffusion	cpd25112[e0]	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->2)-1D-chiro-inositol
rxn29429	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8255_CPD-8255	Diffusion	cpd25113[e0]	fagopyritol B3
rxn29430	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8256_CPD-8256	Diffusion	cpd25114[e0]	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->3)-1D-chiro-inositol
rxn29431	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8258_CPD-8258	Diffusion	cpd25116[e0]	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->3)-1D-chiro-inositol
rxn29432	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8938_CPD-8938	Diffusion	cpd25499[e0]	3,6-anhydrogalactofuranose
rxn29433	TRANS-RXNAVI-26433.ce.brachyexp.CPD-8939_CPD-8939	Diffusion	cpd25500[e0]	agarotetraose
rxn29434	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9004_CPD-9004	Diffusion	cpd25522[e0]	beta-D-apiofuranosyl-(1->6)-D-glucose
rxn29435	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9055_CPD-9055	Diffusion	cpd25544[e0]	L-sorbosone 1,4-lactone
rxn29436	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9056_CPD-9056	Diffusion	cpd25545[e0]	L-sorbosone 2,6-lactone
rxn29437	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9386_CPD-9386	Diffusion	cpd25665[e0]	D-perosamine
rxn29438	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9388_CPD-9388	Diffusion	cpd02127[e0]	Colitose
rxn29439	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9394_CPD-9394	Diffusion	cpd03887[e0]	Abequose
rxn29440	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9395_CPD-9395	Diffusion	cpd25669[e0]	tyvelose
rxn29441	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9396_CPD-9396	Diffusion	cpd25670[e0]	3,6-dideoxy-L-arabino-hexose
rxn29442	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9397_CPD-9397	Diffusion	cpd25671[e0]	(3,6-dideoxy-4-C-(1-hydroxyethyl)-D-xylo-hexose
rxn29443	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9398_CPD-9398	Diffusion	cpd25672[e0]	yersiniose B
rxn29444	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9399_CPD-9399	Diffusion	cpd25673[e0]	3,6-dideoxy-D-ribo-hexose
rxn29445	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9439_CPD-9439	Diffusion	cpd25687[e0]	alpha-D-Galp2,6S2-(1->3)-beta-D-Galp2S-(1->4)-alpha-D-Galp2,6S2-(1->3)-D-Galp2S
rxn29446	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9446_CPD-9446	Diffusion	cpd16352[e0]	1,5-Anhydro-D-mannitol
rxn29447	TRANS-RXNAVI-26433.ce.brachyexp.CPD-9550_CPD-9550	Diffusion	cpd25730[e0]	6,6-kestotetraose
rxn29448	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1048_CPD0-1048	Diffusion	cpd25949[e0]	Glcp-alpha-octyl
rxn29449	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1049_CPD0-1049	Diffusion	cpd25950[e0]	Galf-beta-1,6-Glcp-alpha-octyl
rxn29450	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1050_CPD0-1050	Diffusion	cpd25951[e0]	Manp-alpha-octyl
rxn29451	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1051_CPD0-1051	Diffusion	cpd25952[e0]	Galp-alpha-octyl
rxn29452	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1052_CPD0-1052	Diffusion	cpd25953[e0]	GlcNAcp-alpha-octyl
rxn29453	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1107_CPD0-1107	Diffusion	cpd25981[e0]	beta-L-fucopyranose
rxn29454	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1112_CPD0-1112	Diffusion	cpd01562[e0]	beta-L-Rhamnose
rxn29455	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1114_CPD0-1114	Diffusion	cpd25982[e0]	L-rhamnitol
rxn29456	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1133_CPD0-1133	Diffusion	cpd03718[e0]	Celloheptaose
rxn29457	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1280_CPD0-1280	Diffusion	cpd26060[e0]	tetraacyldisaccharide-4-phosphate
rxn29458	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1293_CPD0-1293	Diffusion	cpd26065[e0]	beta-D-galactopyranoside, 1-methylethyl
rxn29459	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1297_CPD0-1297	Diffusion	cpd26068[e0]	2-deoxy-2-fluoro-beta-D-galactopyranosyl fluoride
rxn29460	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1299_CPD0-1299	Diffusion	cpd26069[e0]	2-aminogalactopyranose
rxn29461	TRANS-RXNAVI-26433.ce.brachyexp.CPD0-1300_CPD0-1300	Diffusion	cpd26070[e0]	1,5-anhydro-2-deoxy-D-lyxo-hex-1-enitol
rxn29462	TRANS-RXNAVI-26433.ce.brachyexp.CPD4FS-6_CPD4FS-6	Diffusion	cpd14652[e0]	L-Gulose
rxn29463	TRANS-RXNAVI-26433.ce.brachyexp.D-ERYTHRULOSE_D-ERYTHRULOSE	Diffusion	cpd01383[e0]	D-Erythrulose
rxn29464	TRANS-RXNAVI-26433.ce.brachyexp.D-TALOSE_D-TALOSE	Diffusion	cpd26829[e0]	alpha-D-talose
rxn29465	TRANS-RXNAVI-26433.ce.brachyexp.ERYTHRITOL_ERYTHRITOL	Diffusion	cpd00392[e0]	Phycite
rxn29466	TRANS-RXNAVI-26433.ce.brachyexp.ERYTHROSE_ERYTHROSE	Diffusion	cpd01239[e0]	D-Erythrose
rxn29467	TRANS-RXNAVI-26433.ce.brachyexp.ERYTHRULOSE_ERYTHRULOSE	Diffusion	cpd01395[e0]	L-Erythrulose
rxn29469	TRANS-RXNAVI-26433.ce.brachyexp.GALACTOSAMINE_GALACTOSAMINE	Diffusion	cpd01524[e0]	D-Chondrosamine
rxn29470	TRANS-RXNAVI-26433.ce.brachyexp.GULOSE_GULOSE	Diffusion	cpd03881[e0]	D-Gulose
rxn29471	TRANS-RXNAVI-26433.ce.brachyexp.IDOSE_IDOSE	Diffusion	cpd03882[e0]	D-Idose
rxn29472	TRANS-RXNAVI-26433.ce.brachyexp.IDURONATE_IDURONATE	Diffusion	cpd29309[e0]	iduronate
rxn29474	TRANS-RXNAVI-26433.ce.brachyexp.L-FUCULOSE_L-FUCULOSE	Diffusion	cpd01186[e0]	L-Fuculose
rxn29475	TRANS-RXNAVI-26433.ce.brachyexp.L-LYXOSE_L-LYXOSE	Diffusion	cpd27365[e0]	beta-L-lyxopyranose
rxn29476	TRANS-RXNAVI-26433.ce.brachyexp.L-RIBULOSE_L-RIBULOSE	Diffusion	cpd00397[e0]	L-Ribulose
rxn29477	TRANS-RXNAVI-26433.ce.brachyexp.L-SORBOSONE_L-SORBOSONE	Diffusion	cpd20927[e0]	L-Sorbosone
rxn29478	TRANS-RXNAVI-26433.ce.brachyexp.L-XYLOSE_L-XYLOSE	Diffusion	cpd19109[e0]	C11476
rxn29480	TRANS-RXNAVI-26433.ce.brachyexp.LINEAR-ALPHA-GLUCAN_LINEAR-ALPHA-GLUCAN	Diffusion	cpd29323[e0]	linear alpha-glucan
rxn29481	TRANS-RXNAVI-26433.ce.brachyexp.LYXOSE_LYXOSE	Diffusion	cpd00368[e0]	D-Lyxose
rxn29482	TRANS-RXNAVI-26433.ce.brachyexp.N-ACETYL-D-MANNOSAMINE_N-ACETYL-D-MANNOSAMINE	Diffusion	cpd27563[e0]	N-acetyl-beta-D-mannosamine
rxn29484	TRANS-RXNAVI-26433.ce.brachyexp.PSICOSE_PSICOSE	Diffusion	cpd03884[e0]	D-Psicose
rxn29485	TRANS-RXNAVI-26433.ce.brachyexp.RHAMNOSE_RHAMNOSE	Diffusion	cpd01627[e0]	alpha-L-Rhamnose
rxn29486	TRANS-RXNAVI-26433.ce.brachyexp.RHAMNULOSE_RHAMNULOSE	Diffusion	cpd00642[e0]	L-Rhamnulose
rxn29487	TRANS-RXNAVI-26433.ce.brachyexp.RIBITOL_RIBITOL	Diffusion	cpd00366[e0]	Ribitol
rxn29488	TRANS-RXNAVI-26433.ce.brachyexp.RIBULOSE_RIBULOSE	Diffusion	cpd29557[e0]	D-erythro-pentulose
rxn29489	TRANS-RXNAVI-26433.ce.brachyexp.SEDOHEPTULOSE_SEDOHEPTULOSE	Diffusion	cpd01407[e0]	Volemulose
rxn29490	TRANS-RXNAVI-26433.ce.brachyexp.TAGATOSE_TAGATOSE	Diffusion	cpd00589[e0]	D-Tagatose
rxn29491	TRANS-RXNAVI-26433.ce.brachyexp.THREOSE_THREOSE	Diffusion	cpd28226[e0]	butane, 2,3,4-trihydroxy-, (R*,S*)-
rxn29492	TRANS-RXNAVI-26444.ce	2.Electrochemical potential-driven transporters	cpd28698[e0]	Antibiotics
rxn29495	TRANS-RXNAVI-26449.ce	2.Electrochemical potential-driven transporters	cpd22250[e0]	an alcohol group
rxn29496	TRANS-RXNAVI-26452.ce	3.Primary active transporters	cpd00067[e0]	H+
rxn29497	TRANS-RXNAVI-26455.ce	Diffusion	cpd29299[e0]	Groups
rxn29530	TRANS-RXNAVI-26482.ce	3.Primary active transporters	cpd22250[e0]	an alcohol group
rxn29531	TRANS-RXNAVI-26497.ce	Diffusion	cpd28735[e0]	Cu
rxn29532	TRANS-RXNAVI-26524.ce	2.Electrochemical potential-driven transporters	cpd28198[e0]	Sugar
rxn29533	TRANS-RXNAVI-26524.ce.brachyexp.1-DEOXYNOJIRIMYCIN_1-DEOXYNOJIRIMYCIN	2.Electrochemical potential-driven transporters	cpd16592[e0]	Deoxynojirimycin
rxn29534	TRANS-RXNAVI-26524.ce.brachyexp.1-DEOXYXYLONOJIRIMYCIN_1-DEOXYXYLONOJIRIMYCIN	2.Electrochemical potential-driven transporters	cpd21776[e0]	1-deoxyxylonojirimycin
rxn29535	TRANS-RXNAVI-26524.ce.brachyexp.1-KESTOTRIOSE_1-KESTOTRIOSE	2.Electrochemical potential-driven transporters	cpd02298[e0]	1F-beta-D-Fructosylsucrose
rxn29536	TRANS-RXNAVI-26524.ce.brachyexp.4-AMINO-4-DEOXY-L-ARABINOSE_4-AMINO-4-DEOXY-L-ARABINOSE	2.Electrochemical potential-driven transporters	cpd22105[e0]	4-amino-4-deoxy-L-arabinose
rxn29537	TRANS-RXNAVI-26524.ce.brachyexp.6-KESTOSE_6-KESTOSE	2.Electrochemical potential-driven transporters	cpd12840[e0]	Levan n
rxn29538	TRANS-RXNAVI-26524.ce.brachyexp.6G-KESTOTETRAOSE_6G-KESTOTETRAOSE	2.Electrochemical potential-driven transporters	cpd22200[e0]	6G-kestotriose
rxn29539	TRANS-RXNAVI-26524.ce.brachyexp.ALLOLACTOSE_ALLOLACTOSE	2.Electrochemical potential-driven transporters	cpd22252[e0]	allolactose
rxn29540	TRANS-RXNAVI-26524.ce.brachyexp.ALPHA-D-GALACTOSE_ALPHA-D-GALACTOSE	2.Electrochemical potential-driven transporters	cpd00724[e0]	alpha-D-Galactose
rxn29541	TRANS-RXNBWI-115575.ce.maizeexp.ALPHA-GLUCOSE_ALPHA-GLUCOSE	2.Electrochemical potential-driven transporters	cpd19001[e0]	alpha-D-Glucose
rxn29542	TRANS-RXNAVI-26524.ce.brachyexp.ALPHA-MALTOSE_ALPHA-MALTOSE	2.Electrochemical potential-driven transporters	cpd00665[e0]	alpha-Maltose
rxn29543	TRANS-RXNAVI-26524.ce.brachyexp.ALTROSE_ALTROSE	2.Electrochemical potential-driven transporters	cpd03880[e0]	D-Altrose
rxn29544	TRANS-RXNAVI-26524.ce.brachyexp.APIOSE_APIOSE	2.Electrochemical potential-driven transporters	cpd01056[e0]	D-Apiose
rxn29546	TRANS-RXNAVI-26524.ce.brachyexp.BETA-D-FRUCTOSE_BETA-D-FRUCTOSE	2.Electrochemical potential-driven transporters	cpd30321[e0]	beta-D-Fructose
rxn29547	TRANS-RXNAVI-26524.ce.brachyexp.BETA-L-ARABINOSE_BETA-L-ARABINOSE	2.Electrochemical potential-driven transporters	cpd22429[e0]	beta-L-arabinopyranose
rxn29548	TRANS-RXNAVI-26524.ce.brachyexp.BIFURCOSE_BIFURCOSE	2.Electrochemical potential-driven transporters	cpd22431[e0]	1,6-kestotetraose
rxn29549	TRANS-RXNAVI-26524.ce.brachyexp.CELLOBIOSE_CELLOBIOSE	2.Electrochemical potential-driven transporters	cpd03845[e0]	beta-Cellobiose
rxn29550	TRANS-RXNAVI-26524.ce.brachyexp.CELLOTRIOSE_CELLOTRIOSE	2.Electrochemical potential-driven transporters	cpd03721[e0]	Cellotriose
rxn29551	TRANS-RXNAVI-26524.ce.brachyexp.CHITOBIOSE_CHITOBIOSE	2.Electrochemical potential-driven transporters	cpd01157[e0]	Chitobiose
rxn29552	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10224_CPD-10224	2.Electrochemical potential-driven transporters	cpd08991[e0]	Kanosamine
rxn29553	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10235_CPD-10235	2.Electrochemical potential-driven transporters	cpd28726[e0]	xylogalacturonan
rxn29554	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10299_CPD-10299	2.Electrochemical potential-driven transporters	cpd22631[e0]	(1,6)-beta-galactobiose
rxn29555	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10309_CPD-10309	2.Electrochemical potential-driven transporters	cpd22633[e0]	trigalacturonate
rxn29556	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10313_CPD-10313	2.Electrochemical potential-driven transporters	cpd20972[e0]	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate
rxn29557	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10314_CPD-10314	2.Electrochemical potential-driven transporters	cpd20992[e0]	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate
rxn29558	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10329_CPD-10329	2.Electrochemical potential-driven transporters	cpd22637[e0]	alpha-L-fucopyranose
rxn29559	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10463_CPD-10463	2.Electrochemical potential-driven transporters	cpd02593[e0]	alpha-D-Aldosyl beta-D-fructoside
rxn29560	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10543_CPD-10543	2.Electrochemical potential-driven transporters	cpd05266[e0]	Quinovose
rxn29561	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10682_CPD-10682	2.Electrochemical potential-driven transporters	cpd22774[e0]	alpha-D-Gal-(1->3)-alpha-D-Gal-(1->2)-beta-D-Fru
rxn29562	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10683_CPD-10683	2.Electrochemical potential-driven transporters	cpd18033[e0]	Mannosylfructose 6-phosphate
rxn29563	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10684_CPD-10684	2.Electrochemical potential-driven transporters	cpd18050[e0]	Mannosylfructose
rxn29564	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10723_CPD-10723	2.Electrochemical potential-driven transporters	cpd22786[e0]	alpha-D-fructofuranose
rxn29565	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10725_CPD-10725	2.Electrochemical potential-driven transporters	cpd03014[e0]	Fructose(pyranose)
rxn29566	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10726_CPD-10726	2.Electrochemical potential-driven transporters	cpd22787[e0]	beta-D-fructopyranose
rxn29567	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10727_CPD-10727	2.Electrochemical potential-driven transporters	cpd22788[e0]	alpha-L-fructopyranose
rxn29568	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10728_CPD-10728	2.Electrochemical potential-driven transporters	cpd22789[e0]	beta-L-fructopyranose
rxn29569	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10729_CPD-10729	2.Electrochemical potential-driven transporters	cpd22790[e0]	alpha-L-fructofuranose
rxn29570	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10730_CPD-10730	2.Electrochemical potential-driven transporters	cpd22791[e0]	beta-L-fructofuranose
rxn29571	TRANS-RXNAVI-26524.ce.brachyexp.CPD-10760_CPD-10760	2.Electrochemical potential-driven transporters	cpd03885[e0]	Neuraminic acid
rxn29572	TRANS-RXNAVI-26524.ce.brachyexp.CPD-11607_CPD-11607	2.Electrochemical potential-driven transporters	cpd21004[e0]	beta-D-Galactosyl-(1->4)-L-rhamnose
rxn29573	TRANS-RXNAVI-26524.ce.brachyexp.CPD-11611_CPD-11611	2.Electrochemical potential-driven transporters	cpd23021[e0]	beta-L-mannose
rxn29574	TRANS-RXNAVI-26524.ce.brachyexp.CPD-11613_CPD-11613	2.Electrochemical potential-driven transporters	cpd23023[e0]	alpha-L-mannose
rxn29575	TRANS-RXNAVI-26524.ce.brachyexp.CPD-1243_CPD-1243	2.Electrochemical potential-driven transporters	cpd00217[e0]	Brachiose
rxn29576	TRANS-RXNAVI-26524.ce.brachyexp.CPD-1244_CPD-1244	2.Electrochemical potential-driven transporters	cpd01919[e0]	maltose-6-phosphate
rxn29577	TRANS-RXNAVI-26524.ce.brachyexp.CPD-221_CPD-221	2.Electrochemical potential-driven transporters	cpd01902[e0]	D-Glucosyl-D-mannose
rxn29578	TRANS-RXNAVI-26524.ce.brachyexp.CPD-227_CPD-227	2.Electrochemical potential-driven transporters	cpd01486[e0]	alpha-D-Lyxose
rxn29579	TRANS-RXNAVI-26524.ce.brachyexp.CPD-2281_CPD-2281	2.Electrochemical potential-driven transporters	cpd24378[e0]	6G,6-kestotetraose
rxn29580	TRANS-RXNAVI-26524.ce.brachyexp.CPD-357_CPD-357	2.Electrochemical potential-driven transporters	cpd01057[e0]	D-Iditol
rxn29581	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3607_CPD-3607	2.Electrochemical potential-driven transporters	cpd24421[e0]	L-Glucose
rxn29582	TRANS-RXNAVI-26524.ce.brachyexp.CPD-369_CPD-369	2.Electrochemical potential-driven transporters	cpd01066[e0]	L-Iditol
rxn29583	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3781_CPD-3781	2.Electrochemical potential-driven transporters	cpd09394[e0]	Betadex
rxn29584	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3782_CPD-3782	2.Electrochemical potential-driven transporters	cpd24451[e0]	a-cyclodextrin
rxn29585	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3783_CPD-3783	2.Electrochemical potential-driven transporters	cpd24452[e0]	cyclooctaamylose
rxn29586	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3785_CPD-3785	2.Electrochemical potential-driven transporters	cpd24453[e0]	3-O-b-D-galactopyranosyl-D-arabinose
rxn29587	TRANS-RXNAVI-26524.ce.brachyexp.CPD-3801_CPD-3801	2.Electrochemical potential-driven transporters	cpd24454[e0]	6-O-alpha-D-galactopyranosyl-D-gluconic acid
rxn29588	TRANS-RXNAVI-26524.ce.brachyexp.CPD-5582_CPD-5582	2.Electrochemical potential-driven transporters	cpd09058[e0]	Sucralose
rxn29589	TRANS-RXNAVI-26524.ce.brachyexp.CPD-5861_CPD-5861	2.Electrochemical potential-driven transporters	cpd01794[e0]	2-Deoxy-D-galactose
rxn29590	TRANS-RXNAVI-26524.ce.brachyexp.CPD-6001_CPD-6001	2.Electrochemical potential-driven transporters	cpd24606[e0]	L-ribose
rxn29591	TRANS-RXNAVI-26524.ce.brachyexp.CPD-6021_CPD-6021	2.Electrochemical potential-driven transporters	cpd24607[e0]	1-O-beta-D-glucopyranosyl-D-mannitol
rxn29592	TRANS-RXNAVI-26524.ce.brachyexp.CPD-7043_CPD-7043	2.Electrochemical potential-driven transporters	cpd00265[e0]	Amylopectin
rxn29593	TRANS-RXNAVI-26524.ce.brachyexp.CPD-8049_CPD-8049	2.Electrochemical potential-driven transporters	cpd25013[e0]	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->2)-4-O-methyl-chiro-inositol
rxn29594	TRANS-RXNAVI-26524.ce.brachyexp.CPD-8065_CPD-8065	2.Electrochemical potential-driven transporters	cpd05170[e0]	Verbascose
