id	name	altname	hierarchy	taxrange	reaId	reaEc	keyRea	reaName	reaNr	ecNr	superpathway	status
seed.pwy349	CSBB-630.2.peg.1023		Experimental Subsystems;-		rxn00778	5.4.2.7		Phosphopentomutase	1	1	False	True
seed.pwy350	Carboxysome FM working copy		Experimental Subsystems;-		rxn00018,rxn00018	4.1.1.39,4.1.1.39		Ribulose bisphosphate carboxylase large chain;Ribulose bisphosphate carboxylase small chain	2	2	False	True
seed.pwy351	CobW		Experimental Subsystems;-		rxn02986,rxn00102,rxn00299,rxn00299,rxn05174,rxn03146	4.2.3.12,4.2.1.1,3.5.4.16,3.5.4.16,,3.5.1.108		6-pyruvoyl tetrahydrobiopterin synthase;Carbonic anhydrase;GTP cyclohydrolase I type 1;GTP cyclohydrolase I type 2;HoxN/HupN/NixA family nickel/cobalt transporter;UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	6	5	False	True
seed.pwy352	Cyp450		Experimental Subsystems;-		rxn03394			Ubiquinone biosynthesis monooxygenase UbiB	1	0	False	True
seed.pwy353	DNA replication, archaeal Isaac		Experimental Subsystems;-		rxn13783	6.5.1.1		ATP-dependent DNA ligase	1	1	False	True
seed.pwy354	Deaminase		Experimental Subsystems;-		rxn01368,rxn00717	3.5.4.5,3.5.4.1		Cytidine deaminase;Cytosine deaminase	2	2	False	True
seed.pwy355	ERES Pathogenicity Region		Experimental Subsystems;-		rxn00459	4.2.1.11		Enolase	1	1	False	True
seed.pwy356	Experimental-COG3533		Experimental Subsystems;-		rxn00196,rxn09988,rxn09988,rxn05173,rxn05173,rxn05500,rxn01633,rxn01830,rxn01289,rxn01292,rxn05173,rxn05173,rxn05173,rxn01828,rxn04082,rxn01114	1.2.1.26,3.2.1.55,3.2.1.55,,,,4.2.1.43,3.1.1.15,1.1.1.46,5.3.1.4,,,,4.2.1.25,5.1.3.4,2.7.1.16		2-ketoglutaric semialdehyde dehydrogenase;Alpha-N-arabinofuranosidase;Alpha-N-arabinofuranosidase 2;Alpha-arabinosides ABC transport system, permease protein 1;Alpha-arabinosides ABC transport system, permease protein 2;Arabinose-proton symporter;L-2-keto-3-deoxyarabonate dehydratase;L-arabinolactonase;L-arabinose 1-dehydrogenase;L-arabinose isomerase;L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2);L-arabinose transport system permease protein (TC 3.A.1.2.2);L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2);L-arabonate dehydratase;L-ribulose-5-phosphate 4-epimerase;Ribulokinase	16	10	False	True
seed.pwy357	Experimental-DCE degrader		Experimental Subsystems;-		rxn03630,rxn00086	1.14.11.17,1.8.1.7		Alpha-ketoglutarate-dependent taurine dioxygenase;Glutathione reductase	2	2	False	True
seed.pwy358	Experimental-FO		Experimental Subsystems;-		rxn01101,rxn00832	1.1.1.95,3.5.4.10		D-3-phosphoglycerate dehydrogenase;IMP cyclohydrolase [alternate form]	2	2	False	True
seed.pwy359	Experimental-PTPS		Experimental Subsystems;-		rxn02503,rxn02986,rxn02504,rxn02200,rxn00686,rxn00299,rxn00299,rxn01315,rxn01324	2.7.6.3,4.2.3.12,4.1.2.25,2.5.1.15,,3.5.4.16,3.5.4.16,1.14.16.1,1.1.1.153		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase;6-pyruvoyl tetrahydrobiopterin synthase;Dihydroneopterin aldolase;Dihydropteroate synthase;FolM Alternative dihydrofolate reductase 1;GTP cyclohydrolase I type 1;GTP cyclohydrolase I type 2;Phenylalanine-4-hydroxylase;Sepiapterin reductase	9	8	False	True
seed.pwy360	Experimental-Ubiquinone BiosynthesisVDC		Experimental Subsystems;-		rxn04139,rxn12224,rxn03395,rxn03393,rxn03393,rxn03893,rxn00966,rxn03893,rxn12224,rxn03394	1.14.13.-,1.14.13.-,2.1.1.64,4.1.1.-,4.1.1.-,2.5.1.39,4.1.3.40,2.5.1.-,1.14.13.-,		2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase;2-octaprenyl-6-methoxyphenol hydroxylase;3-demethylubiquinol 3-O-methyltransferase;3-polyprenyl-4-hydroxybenzoate carboxy-lyase;3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX;4-hydroxybenzoate polyprenyltransferase;Chorismate--pyruvate lyase;Para-hydroxybenzoate--polyprenyltransferase, mitochondrial precursor;Ubiquinone biosynthesis monooxgenase COQ6;Ubiquinone biosynthesis monooxygenase UbiB	10	9	False	True
seed.pwy361	Experimental-yggC		Experimental Subsystems;-		rxn00549,rxn02313,rxn05617	3.1.3.11,1.1.1.-,2.7.1.69		Fructose-1,6-bisphosphatase, GlpX type;L-sorbose 1-phosphate reductase;PTS system, mannitol-specific IIB component	3	3	False	True
seed.pwy362	Experimental -Creatinine degradation		Experimental Subsystems;-		rxn00717,rxn00269,rxn00433,rxn00433	3.5.4.1,1.4.3.19,1.5.3.1,1.5.3.1		Cytosine deaminase;Glycine oxidase ThiO;Sarcosine oxidase alpha subunit;Sarcosine oxidase beta subunit	4	4	False	True
seed.pwy363	Experimental - hydroxyproline metabolism		Experimental Subsystems;-		rxn01635,rxn02360,rxn02071,rxn00183,rxn00196,rxn02359	3.5.4.22,5.1.1.8,1.4.3.3,1.5.1.12,1.2.1.26,1.5.99.8		1-pyrroline-4-hydroxy-2-carboxylate deaminase;4-hydroxyproline epimerase;D-amino-acid oxidase;Delta-1-pyrroline-5-carboxylate dehydrogenase;Ketoglutarate semialdehyde dehydrogenase;Proline dehydrogenase	6	6	False	True
seed.pwy364	Experimental Iddo 1		Experimental Subsystems;-		rxn06673,rxn00786,rxn00303,rxn00303	6.4.1.2,4.1.2.13,2.7.6.5,2.7.6.5		Acetyl-coenzyme A carboxyl transferase beta chain;Fructose-bisphosphate aldolase class II;GTP pyrophosphokinase;GTP pyrophosphokinaseppGpp synthetase I	4	4	False	True
seed.pwy365	Experimental Sulfur transfer Archaea		Experimental Subsystems;-		rxn03052,rxn05239,rxn00126,rxn08180,rxn03126,rxn00566,rxn00566,rxn00740,rxn09310,rxn00649,rxn13782,rxn01303,rxn01300,rxn00952,rxn05957,rxn05239,rxn02341,rxn09310	2.1.1.14,1.8.4.10,2.5.1.6,2.8.1.6,1.8.98.1,4.4.1.8,4.4.1.1,2.5.1.48,2.8.1.7,2.5.1.47,6.1.1.16,2.3.1.31,2.7.1.39,2.5.1.49,4.2.99.9,1.8.4.8,6.3.2.5,		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase;Adenylyl-sulfate reductase [thioredoxin];Archaeal S-adenosylmethionine synthetase;Biotin synthase;CoB--CoM heterodisulfide reductase subunit A;Cystathionine beta-lyase;Cystathionine gamma-lyase;Cystathionine gamma-synthase;Cysteine desulfurase;Cysteine synthase;Cysteinyl-tRNA synthetase;Homoserine O-acetyltransferase;Homoserine kinase;O-acetylhomoserine sulfhydrylase;O-succinylhomoserine sulfhydrylase;Phosphoadenylyl-sulfate reductase [thioredoxin];Phosphopantothenoylcysteine synthetase;Thiamine biosynthesis protein thiI	18	17	False	True
seed.pwy366	Folate Biosynthesis (Phoenix copy) 		Experimental Subsystems;-		rxn02503,rxn00689,rxn00686,rxn03841,rxn00686,rxn00689,rxn02504,rxn03168,rxn03173,rxn02200,rxn00686,rxn00689,rxn00299,rxn00299,rxn00907,rxn01257,rxn01257,rxn03167,rxn01333	2.7.6.3,,,4.1.3.38,1.5.1.3,6.3.2.12,4.1.2.25,,,2.5.1.15,,6.3.2.17,3.5.4.16,3.5.4.16,1.5.1.5,2.6.1.85,2.6.1.85,,2.2.1.2		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase;Alternative Folylglutamate Synthase;Alternative dihydrofolate reductase 2;Aminodeoxychorismate lyase;Dihydrofolate reductase;Dihydrofolate synthase;Dihydroneopterin aldolase;Dihydroneopterin triphosphate pyrophosphohydolase;Dihydroneopterin triphosphate pyrophosphohydolase type 2;Dihydropteroate synthase;FolM Alternative dihydrofolate reductase 1;Folylpolyglutamate synthase;GTP cyclohydrolase I type 1;GTP cyclohydrolase I type 2;Methylenetetrahydrofolate dehydrogenase (NADP+);Para-aminobenzoate synthase, amidotransferase component;Para-aminobenzoate synthase, aminase component;Putative DHNTP pyrophosphatase;Transaldolase	19	13	False	True
seed.pwy367	Frankia C1 regulator		Experimental Subsystems;-		rxn03236	4.2.1.96		Pterin-4-alpha-carbinolamine dehydratase	1	1	False	True
seed.pwy368	Fructose-bisphosphate aldolase protein family		Experimental Subsystems;-		rxn00786,rxn00786,rxn00786	4.1.2.13,4.1.2.13,4.1.2.13		Fructose-bisphosphate aldolase class I;Fructose-bisphosphate aldolase class II;Fructose-bisphosphate aldolase, archaeal class I	3	3	False	True
seed.pwy369	Gamma-aminobutyrate (GABA) shunt		Experimental Subsystems;-		rxn01205,rxn01851,rxn03642,rxn03641,rxn01945,rxn12822,rxn01204,rxn05126,rxn00194,rxn00194,rxn00194,rxn00189,rxn01201,rxn10136,rxn00856,rxn01252,rxn00509,rxn00508,rxn02171,rxn05564	3.5.1.29,1.2.1.19,4.2.1.-,2.3.1.-,1.14.13.3,1.4.7.1,2.6.1.19,1.2.1.-,4.1.1.15,4.1.1.15,4.1.1.15,3.5.1.2,1.1.1.61,,2.6.1.82,1.1.3.12,1.2.1.16,1.2.1.24,5.3.3.3,		2-(acetamidomethylene)succinate hydrolase;4-aminobutyraldehyde dehydrogenase;4-hydroxybutanoyl-CoA dehydratase;4-hydroxybutyrate:acetyl-CoA CoA transferase;4-hydroxyphenylacetate 3-monooxygenase;Ferredoxin-dependent glutamate synthase;Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase;Gamma-glutamyl-aminobutyraldehyde dehydrogenase;Glutamate decarboxylase;Glutamate decarboxylase, eukaryotic type;Glutamate decarboxylase, mammalian 65 kDa isoform;Glutaminase;NAD-dependent 4-hydroxybutyrate dehydrogenase;Probable glutamate/gamma-aminobutyrate antiporter;Putrescine aminotransferase;Pyridoxine 4-oxidase;Succinate-semialdehyde dehydrogenase [NADP+];Succinate-semialdehyde dehydrogenase [NAD];Vinylacetyl-CoA Delta-isomerase;gamma-aminobutyrate (GABA) permease	20	18	False	True
seed.pwy370	Glyoxylate-Hydroxypyruvate Conversion		Experimental Subsystems;-		rxn01990,rxn01280,rxn01102,rxn01102,rxn00010,rxn01015,rxn00324,rxn00148,rxn00160	4.1.2.20,1.1.1.60,2.7.1.-,2.7.1.31,4.1.1.47,5.3.1.22,1.1.1.81,2.7.1.40,4.1.1.73		2-dehydro-3-deoxyglucarate aldolase;2-hydroxy-3-oxopropionate reductase;D-glycerate 2-kinase;Glycerate kinase;Glyoxylate carboligase;Hydroxypyruvate isomerase;Hydroxypyruvate reductase;Pyruvate kinase;Tartrate decarboxylase	9	9	False	True
seed.pwy371	Heme temp review		Experimental Subsystems;-		rxn00599,rxn02303,rxn04704,rxn00224,rxn01629,rxn06591,rxn00351,rxn02303,rxn00060,rxn00029,rxn02304,rxn09180,rxn04045,rxn02056,rxn02288,rxn05005,rxn02264	2.3.1.37,1.3.3.3,1.3.99.22,4.99.1.1,5.4.3.8,1.2.1.70,6.3.2.3,,2.5.1.61,4.2.1.24,1.3.3.4,1.3.-.-,4.99.1.3,4.99.1.4,4.1.1.37,2.1.1.107,4.2.1.75		5-aminolevulinate synthase;Coproporphyrinogen III oxidase, aerobic;Coproporphyrinogen III oxidase, oxygen-independent;Ferrochelatase, protoheme ferro-lyase;Glutamate-1-semialdehyde aminotransferase;Glutamyl-tRNA reductase;Glutathione synthetase;Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type;Porphobilinogen deaminase;Porphobilinogen synthase;Protoporphyrinogen IX oxidase, aerobic, HemY;Protoporphyrinogen IX oxidase, oxygen-independent, HemG;Sirohydrochlorin cobaltochelatase;Sirohydrochlorin ferrochelatase;Uroporphyrinogen III decarboxylase;Uroporphyrinogen-III methyltransferase;Uroporphyrinogen-III synthase	17	16	False	True
seed.pwy372	Homocitrate to 2-oxoadipate module		Experimental Subsystems;-		rxn01423,rxn02466,rxn02466,rxn00202,rxn01420	2.6.1.39,4.2.1.36,4.2.1.36,2.3.3.14,1.1.1.87		Alpha-aminoadipate aminotransferase;Homoaconitase large subunit;Homoaconitase small subunit;Homocitrate synthase;Homoisocitrate dehydrogenase	5	5	False	True
seed.pwy373	Hypothetical DUF454		Experimental Subsystems;-		rxn00838,rxn13783,rxn13782,rxn13783,rxn13784,rxn13784	6.3.4.4,,,3.6.1.-,,		Adenylosuccinate synthetase;Chromosome partition protein smc;LSU ribosomal protein L9p;Replicative DNA helicase [SA14-24];Two-component response regulator SA14-24;Two-component sensor kinase SA14-24	6	2	False	True
seed.pwy374	Iron-sulfur cluster assembly		Experimental Subsystems;-		rxn09310	2.8.1.7		Cysteine desulfurase	1	1	False	True
seed.pwy375	Iron-sulfur experimental		Experimental Subsystems;-		rxn02789,rxn04597,rxn00973,rxn00973,rxn08354,rxn08354,rxn00616,rxn08180,rxn04704,rxn09310,rxn08335,rxn00898,rxn10120,rxn00371,rxn00371,rxn00371,rxn10118,rxn10118,rxn00799,rxn00799,rxn00085,rxn00085,rxn09997,rxn00165,rxn10122,rxn10122,rxn10122,rxn10122,rxn10122,rxn10120,rxn01477,rxn10120,rxn00157,rxn02988,rxn10120,rxn10120,rxn00288,rxn00623,rxn09310,rxn10117	4.2.1.33,,4.2.1.3,4.2.1.3,1.8.99.-,1.8.99.-,1.1.5.3,2.8.1.6,1.3.99.22,2.8.1.7,1.3.3.1,4.2.1.9,,1.2.1.2,1.2.1.2,1.2.1.2,,,4.2.1.2,4.2.1.2,1.4.1.13,1.4.1.13,,4.3.1.17,1.6.5.3,1.6.5.3,1.6.5.3,1.6.5.3,1.6.5.3,1.7.99.4,4.2.1.12,,1.97.1.4,4.1.99.-,1.7.99.4,1.7.99.4,1.3.99.1,1.8.1.2,,1.12.99.6		3-isopropylmalate dehydratase large subunit;3-phenylpropionate dioxygenase ferredoxin subunit;Aconitate hydratase;Aconitate hydratase 2;Anaerobic dimethyl sulfoxide reductase chain A;Anaerobic dimethyl sulfoxide reductase chain B;Anaerobic glycerol-3-phosphate dehydrogenase subunit B;Biotin synthase;Coproporphyrinogen III oxidase, oxygen-independent;Cysteine desulfurase;Dihydroorotate dehydrogenase electron transfer subunit;Dihydroxy-acid dehydratase;Ferredoxin-type protein NapG (periplasmic nitrate reductase);Formate dehydrogenase N beta subunit;Formate dehydrogenase O beta subunit;Formate dehydrogenase chain D;Formate hydrogenlyase subunit 2;Formate hydrogenlyase subunit 7;Fumarate hydratase class I, aerobic;Fumarate hydratase class I, anaerobic;Glutamate synthase [NADPH] large chain;Glutamate synthase [NADPH] small chain;Hydroxymethylpyrimidine phosphate synthase ThiC;L-serine dehydratase;NADH-ubiquinone oxidoreductase chain B;NADH-ubiquinone oxidoreductase chain E;NADH-ubiquinone oxidoreductase chain F;NADH-ubiquinone oxidoreductase chain G;NADH-ubiquinone oxidoreductase chain I;Periplasmic nitrate reductase precursor;Phosphogluconate dehydratase;Polyferredoxin NapH (periplasmic nitrate reductase);Pyruvate formate-lyase activating enzyme;Quinolinate synthetase;Respiratory nitrate reductase alpha chain;Respiratory nitrate reductase beta chain;Succinate dehydrogenase iron-sulfur protein;Sulfite reductase [NADPH] hemoprotein beta-component;Thiazole biosynthesis protein ThiH;Uptake hydrogenase small subunit precursor	40	33	False	True
seed.pwy376	L-2-amino-adipate to lysine module		Experimental Subsystems;-		rxn04657,rxn04656,rxn04658,rxn04659,rxn04660	2.7.2.-,,1.2.1.-,2.6.1.-,3.5.1.-		Acetylaminoadipate kinase;Lysine biosynthesis protein LysX;N-acetyl-gamma-aminoadipyl-phosphate reductase;N-acetyl-lysine aminotransferase;N-acetyl-lysine deacetylase	5	4	False	True
seed.pwy377	Listeria autolysins		Experimental Subsystems;-		rxn00461	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1	1	False	True
seed.pwy378	Methionine Biosynthesis short		Experimental Subsystems;-		rxn00693,rxn03052,rxn00566,rxn00953,rxn00566,rxn00740,rxn01303,rxn01304,rxn01301,rxn01300,rxn00693,rxn00952	2.1.1.13,2.1.1.14,4.4.1.8,4.2.1.22,4.4.1.1,2.5.1.48,2.3.1.31,2.3.1.46,1.1.1.3,2.7.1.39,2.1.1.13,2.5.1.49		5-methyltetrahydrofolate--homocysteine methyltransferase;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase;Cystathionine beta-lyase;Cystathionine beta-synthase;Cystathionine gamma-lyase;Cystathionine gamma-synthase;Homoserine O-acetyltransferase;Homoserine O-succinyltransferase;Homoserine dehydrogenase;Homoserine kinase;Methionine synthase activation domain;O-acetylhomoserine sulfhydrylase	12	12	False	True
seed.pwy379	Molybdopterin experimental		Experimental Subsystems;-		rxn03236	4.2.1.96		Pterin-4-alpha-carbinolamine dehydratase	1	1	False	True
seed.pwy380	Multiple resistance and pH-related antiporter Mrp		Experimental Subsystems;-		rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05209,rxn05596,rxn05596	,,,,,,,,,,,,,,,,		Na(+) H(+) antiporter subunit A (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit A (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit B (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit B (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit C (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit C (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit D (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit D (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit E (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit E (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit F (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit F (TC 2.A.63.1.3);Na(+) H(+) antiporter subunit G (TC 2.A.63.1.2);Na(+) H(+) antiporter subunit G (TC 2.A.63.1.3);Na+/H+ antiporter NhaA type;Potassium uptake protein, integral membrane component, KtrA;Potassium uptake protein, integral membrane component, KtrB	17	0	False	True
seed.pwy381	Na dependent energetics		Experimental Subsystems;-		rxn12206,rxn12206,rxn12206,rxn12206	,,,		Malonate decarboxylase alpha subunit;Malonate decarboxylase beta subunit;Malonate decarboxylase delta subunit;Malonate decarboxylase gamma subunit	4	0	False	True
seed.pwy382	NhaA		Experimental Subsystems;-		rxn05209,rxn05313	,		Na+/H+ antiporter NhaA type;Sodium-dependent phosphate transporter	2	0	False	True
seed.pwy383	PQQ-dependent quinoprotein dehydrogenases		Experimental Subsystems;-		rxn10116,rxn00847,rxn01364,rxn10116	1.1.5.2,1.1.99.8,1.1.99.25,1.1.5.-		Glucose dehydrogenase, PQQ-dependent;Methanol dehydrogenase large subunit protein;Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone];Soluble aldose sugar dehydrogenase, PQQ-dependent	4	4	False	True
seed.pwy384	PTS uptake system scrtach		Experimental Subsystems;-		rxn05485,rxn05485,rxn05501,rxn05501,rxn05501,rxn05560,rxn05560,rxn05560,rxn05226,rxn05226,rxn05226,rxn02005,rxn02005	2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,2.7.1.69,,2.7.3.9		PTS system, N-acetylglucosamine-specific IIB component;PTS system, N-acetylglucosamine-specific IIC component;PTS system, beta-glucoside-specific IIA component;PTS system, beta-glucoside-specific IIB component;PTS system, beta-glucoside-specific IIC component;PTS system, fructose-specific IIA component;PTS system, fructose-specific IIB component;PTS system, fructose-specific IIC component;PTS system, glucose-specific IIA component;PTS system, glucose-specific IIB component;PTS system, glucose-specific IIC component;Phosphocarrier protein of PTS system;Phosphoenolpyruvate-protein phosphotransferase of PTS system	13	12	False	True
seed.pwy385	Pectin degradation		Experimental Subsystems;-		rxn01123	2.7.1.45		2-dehydro-3-deoxygluconate kinase	1	1	False	True
seed.pwy386	Peptidoglycan Biosynthesis experimental		Experimental Subsystems;-		rxn00193,rxn00187,rxn00187,rxn00187,rxn00187,rxn10199,rxn00293,rxn00293,rxn03903,rxn00187,rxn02285,rxn00461,rxn03408,rxn02286,rxn02008,rxn02011	5.1.1.3,6.3.1.2,6.3.1.2,6.3.1.2,6.3.1.2,2.4.1.129,2.7.7.23,2.7.7.23,2.7.8.13,6.3.1.2,1.1.1.158,2.5.1.7,2.4.1.227,6.3.2.8,6.3.2.9,6.3.2.13		Glutamate racemase;Glutamine synthetase type I;Glutamine synthetase type II, eukaryotic;Glutamine synthetase type III, GlnN;Glutamine synthetase, clostridia type;Multimodular transpeptidase-transglycosylase;N-acetylglucosamine-1-phosphate uridyltransferase;N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic;Phospho-N-acetylmuramoyl-pentapeptide-transferase;Putative glutamine synthetase, Rickettsiales type;UDP-N-acetylenolpyruvoylglucosamine reductase;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;UDP-N-acetylmuramate--alanine ligase;UDP-N-acetylmuramoylalanine--D-glutamate ligase;UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	16	16	False	True
seed.pwy387	PfkB kinase		Experimental Subsystems;-		rxn00772	2.7.1.15		Ribokinase	1	1	False	True
seed.pwy388	Phenylalanine and Tyrosine Branches from Chorismate (Phoenix copy)		Experimental Subsystems;-		rxn00490,rxn00525,rxn00493,rxn00493,rxn00493,rxn01256,rxn01256,rxn01000,rxn01268,rxn00493,rxn01256,rxn01268,rxn01000,rxn01268	4.2.1.91,1.3.1.43,2.6.1.57,2.6.1.57,2.6.1.57,5.4.99.5,5.4.99.5,4.2.1.51,1.3.1.12,2.6.1.57,5.4.99.5,1.3.1.12,4.2.1.51,1.3.1.12		Arogenate dehydratase;Arogenate dehydrogenase;Aromatic amino acid aminotransferase gamma;Biosynthetic Aromatic amino acid aminotransferase alpha;Biosynthetic Aromatic amino acid aminotransferase beta;Chorismate mutase II;Chorismate mutase III;Cyclohexadienyl dehydratase;Cyclohexadienyl dehydrogenase;Periplasmic aromatic amino acid aminotransferase beta precursor;Periplasmic chorismate mutase I precursor;Prephenate and/or arogenate dehydrogenase (unknown specificity);Prephenate dehydratase;Prephenate dehydrogenase	14	14	False	True
seed.pwy389	Phosphate-binding DING proteins		Experimental Subsystems;-		rxn13783,rxn05145	2.7.7.7,		DNA polymerase III alpha subunit;Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	2	1	False	True
seed.pwy390	Phosphoglycerate mutase protein family		Experimental Subsystems;-		rxn01106,rxn03150,rxn01106	5.4.2.1,3.1.3.73,5.4.2.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase;Alpha-ribazole-5'-phosphate phosphatase;Phosphoglycerate mutase	3	3	False	True
seed.pwy391	Potassium homeostasis Pavel		Experimental Subsystems;-		rxn05596,rxn05596,rxn05596,rxn10168,rxn10168,rxn10168,rxn05596,rxn05596	,,,3.6.3.12,3.6.3.12,3.6.3.12,,		Potassium uptake protein TrkH;Potassium uptake protein, integral membrane component, KtrA;Potassium uptake protein, integral membrane component, KtrB;Potassium-transporting ATPase A chain;Potassium-transporting ATPase B chain;Potassium-transporting ATPase C chain;Trk system potassium uptake protein TrkG;Trk system potassium uptake protein trkA	8	3	False	True
seed.pwy392	Propanoate to succinate module		Experimental Subsystems;-		rxn03060,rxn03060,rxn00679,rxn00973,rxn00289,rxn00669	4.2.1.79,4.2.1.79,2.3.3.5,4.2.1.99,4.1.3.30,6.2.1.17		2-methylcitrate dehydratase;2-methylcitrate dehydratase FeS dependent;2-methylcitrate synthase;2-methylisocitrate dehydratase;Methylisocitrate lyase;Propionate--CoA ligase	6	6	False	True
seed.pwy393	Q-derivative		Experimental Subsystems;-		rxn00299,rxn00299	3.5.4.16,3.5.4.16		GTP cyclohydrolase I type 1;GTP cyclohydrolase I type 2	2	2	False	True
seed.pwy394	S-Adenosylhomocysteine and S-Methylthioadenosine metabolism		Experimental Subsystems;-		rxn03395,rxn01022,rxn00910,rxn00141,rxn03057,rxn00126	2.1.1.64,2.4.2.28,1.5.1.20,3.3.1.1,5.3.1.23,2.5.1.6		3-demethylubiquinol 3-O-methyltransferase;5'-methylthioadenosine phosphorylase;5,10-methylenetetrahydrofolate reductase;Adenosylhomocysteinase;Methylthioribose-1-phosphate isomerase;S-adenosylmethionine synthetase	6	6	False	True
seed.pwy395	SA hypothetical		Experimental Subsystems;-		rxn13783,rxn00151,rxn13784	2.7.7.-,2.7.9.1,		DNA primase;Pyruvate,phosphate dikinase;RNA polymerase sigma factor RpoD	3	2	False	True
seed.pwy396	Siderophores of catechol family		Experimental Subsystems;-		rxn01094,rxn01093,rxn02177,rxn02177,rxn01258,rxn01258,rxn01258	1.3.1.28,2.7.7.58,3.3.2.1,3.3.2.1,5.4.4.2,5.4.4.2,5.4.4.2		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [enterobactin] siderophore;2,3-dihydroxybenzoate-AMP ligase [enterobactin] siderophore;Isochorismatase;Isochorismatase [enterobactin] siderophore;Isochorismate synthase;Isochorismate synthase of siderophore biosynthesis;Menaquinone-specific isochorismate synthase	7	7	False	True
