EC Number Recommended Name History
2.4.1.247;beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase;-
2.4.1.248;cycloisomaltooligosaccharide glucanotransferase;-
2.4.1.249;delphinidin 3',5'-O-glucosyltransferase;-
2.4.1.250;D-inositol-3-phosphate glycosyltransferase;-
2.4.1.251;GlcA-beta-(1->2)-D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase;-
2.4.1.252;GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase;-
2.4.1.253;baicalein 7-O-glucuronosyltransferase;-
2.4.1.254;cyanidin-3-O-glucoside 2''-O-glucuronosyltransferase;-
2.4.1.255;protein O-GlcNAc transferase;-
2.4.1.256;dolichyl-P-Glc:Glc2Man9GlcNAc2-PP-dolichol alpha-1,2-glucosyltransferase;-
2.4.1.257;GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase;-
2.4.1.258;dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase;-
2.4.1.259;dolichyl-P-Man:Man6GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase;-
2.4.1.260;dolichyl-P-Man:Man7GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase;-
2.4.1.261;dolichyl-P-Man:Man8GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase;-
2.4.1.262;soyasapogenol glucuronosyltransferase;-
2.4.1.263;abscisate beta-glucosyltransferase;-
2.4.1.264;D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphosphoundecaprenol 2-beta-glucuronosyltransferase;-
2.4.1.265;dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichol alpha-1,3-glucosyltransferase;-
2.4.1.266;glucosyl-3-phosphoglycerate synthase;-
2.4.1.267;dolichyl-P-Glc:Man9GlcNAc2-PP-dolichol alpha-1,3-glucosyltransferase;-
2.4.1.268;glucosylglycerate synthase;-
2.4.1.269;mannosylglycerate synthase;-
2.4.1.270;mannosylglucosyl-3-phosphoglycerate synthase;-
2.4.1.271;crocetin glucosyltransferase;-
2.4.1.272;soyasapogenol B glucuronide galactosyltransferase;-
2.4.1.273;soyasaponin III rhamnosyltransferase;-
2.4.1.274;glucosylceramide beta-1,4-galactosyltransferase;-
2.4.1.275;neolactotriaosylceramide beta-1,4-galactosyltransferase;-
2.4.1.276;zeaxanthin glucosyltransferase;-
2.4.1.277;10-deoxymethynolide desosaminyltransferase;-
2.4.1.278;3-alpha-mycarosylerythronolide B desosaminyl transferase;-
2.4.1.279;nigerose phosphorylase;-
2.4.1.280;N,N'-diacetylchitobiose phosphorylase;-
2.4.1.281;4-O-beta-D-mannosyl-D-glucose phosphorylase;-
2.4.1.282;3-O-alpha-D-glucosyl-L-rhamnose phosphorylase;-
2.4.1.283;2-deoxystreptamine N-acetyl-D-glucosaminyltransferase;-
2.4.1.284;2-deoxystreptamine glucosyltransferase;-
2.4.1.285;UDP-GlcNAc:ribostamycin N-acetylglucosaminyltransferase;-
2.4.1.286;chalcone 4'-O-glucosyltransferase;-
2.4.1.287;rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase;-
2.4.1.288;galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase;-
2.4.1.289;N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase;-
2.4.1.290;N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase;-
2.4.1.291;N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase;-
2.4.1.292;GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase;-
2.4.1.293;GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase;-
2.4.1.294;cyanidin 3-O-galactosyltransferase;-
2.4.1.295;anthocyanin 3-O-sambubioside 5-O-glucosyltransferase;-
2.4.1.296;anthocyanidin 3-O-coumaroylrutinoside 5-O-glucosyltransferase;-
2.4.1.297;anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase;-
2.4.1.298;anthocyanidin 3-O-glucoside 5-O-glucosyltransferase;-
2.4.1.299;cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose);-
2.4.1.300;cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose);-
2.4.1.301;2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase;-
2.4.1.302;L-demethylnoviosyl transferase;-
2.4.1.303;UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase;-
2.4.1.304;UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase;-
2.4.1.305;UDP-Glc:alpha-D-GlcNAc-glucosaminyl-diphosphoundecaprenol beta-1,3-glucosyltransferase;-
2.4.1.306;UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-N-acetylgalactosaminyltransferase;-
2.4.1.307;UDP-Gal:alpha-D-GalNAc-1,3-alpha-D-GalNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase;deleted, now included in EC 2.4.1.122, glycoprotein-N-acetylgalactosamine beta-1,3-galactosyltransferase
2.4.1.308;GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase;-
2.4.1.309;UDP-Gal:alpha-L-Fuc-1,2-beta-Gal-1,3-alpha-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase;-
2.4.1.310;vancomycin aglycone glucosyltransferase;-
2.4.1.311;chloroorienticin B synthase;-
2.4.1.312;protein O-mannose beta-1,4-N-acetylglucosaminyltransferase;-
2.4.1.313;protein O-mannose beta-1,3-N-acetylgalactosaminyltransferase;-
2.4.1.314;ginsenoside Rd glucosyltransferase;-
2.4.1.315;diglucosyl diacylglycerol synthase (1,6-linking);-
2.4.1.316;tylactone mycaminosyltransferase;-
2.4.1.317;O-mycaminosyltylonolide 6-deoxyallosyltransferase;-
2.4.1.318;demethyllactenocin mycarosyltransferase;-
2.4.1.319;beta-1,4-mannooligosaccharide phosphorylase;-
2.4.1.320;1,4-beta-mannosyl-N-acetylglucosamine phosphorylase;-
2.4.1.321;cellobionic acid phosphorylase;-
2.4.1.322;devancosaminyl-vancomycin vancosaminetransferase;-
2.4.1.323;7-deoxyloganetic acid glucosyltransferase;-
2.4.1.324;7-deoxyloganetin glucosyltransferase;-
2.4.1.325;TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase;-
2.4.1.326;aklavinone 7-L-rhodosaminyltransferase;-
2.4.1.327;aclacinomycin-T 2-deoxy-L-fucose transferase;-
2.4.1.328;erythronolide mycarosyltransferase;-
2.4.1.329;sucrose 6F-phosphate phosphorylase;-
2.4.1.330;beta-D-glucosyl crocetin beta-1,6-glucosyltransferase;-
2.4.1.331;8-demethyltetracenomycin C L-rhamnosyltransferase;-
2.4.1.332;1,2-alpha-glucosylglycerol phosphorylase;-
2.4.1.333;1,2-beta-oligoglucan phosphorylase;-
2.4.1.334;1,3-alpha-oligoglucan phosphorylase;-
2.4.1.335;dolichyl N-acetyl-alpha-D-glucosaminyl phosphate 3-beta-D-2,3-diacetamido-2,3-dideoxy-beta-D-glucuronosyltransferase;-
2.4.1.336;monoglucosyldiacylglycerol synthase;-
2.4.1.337;1,2-diacylglycerol 3-alpha-glucosyltransferase;-
2.4.1.338;validoxylamine A glucosyltransferase;-
2.4.1.339;beta-1,2-mannobiose phosphorylase;-
2.4.1.340;1,2-beta-oligomannan phosphorylase;-
2.4.1.341;alpha-1,2-colitosyltransferase;-
2.4.1.342;alpha-maltose-1-phosphate synthase;-
2.4.1.343;UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase;-
2.4.1.344;type 2 galactoside alpha-(1,2)-fucosyltransferase;-
2.4.2.1;purine-nucleoside phosphorylase;-
2.4.2.2;pyrimidine-nucleoside phosphorylase;-
2.4.2.B2;UDP-D-xylose:alpha-D-xyloside alpha1->3-xylosyltransferase;preliminary BRENDA-supplied EC number
2.4.2.3;uridine phosphorylase;-
2.4.2.B4;(KDO)2-lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase;preliminary BRENDA-supplied EC number
2.4.2.4;thymidine phosphorylase;-
2.4.2.5;nucleoside ribosyltransferase;-
2.4.2.6;nucleoside deoxyribosyltransferase;-
2.4.2.7;adenine phosphoribosyltransferase;-
2.4.2.8;hypoxanthine phosphoribosyltransferase;-
2.4.2.9;uracil phosphoribosyltransferase;-
2.4.2.10;orotate phosphoribosyltransferase;-
2.4.2.11;nicotinate phosphoribosyltransferase;transferred. Now EC 6.3.4.21
2.4.2.B12;NAD+-actin-arginine ADP-ribosyltransferase;preliminary BRENDA-supplied EC number
2.4.2.12;nicotinamide phosphoribosyltransferase;-
2.4.2.B13;NAD+-actin-arginine ADP-ribosyltransferase;preliminary BRENDA-supplied EC number
2.4.2.13;Recommended Name never specified;transferred to EC 2.5.1.6
2.4.2.14;amidophosphoribosyltransferase;-
2.4.2.B14;protein-lysine desuccinylase (NAD+);preliminary BRENDA-supplied EC number
2.4.2.15;guanosine phosphorylase;-
2.4.2.B15;protein-lysine deacylase (NAD+);preliminary BRENDA-supplied EC number
2.4.2.B16;protein-long-chain fatty-acyl-lysine deacylase (NAD+);preliminary BRENDA-supplied EC number
2.4.2.16;urate-ribonucleotide phosphorylase;-
2.4.2.17;ATP phosphoribosyltransferase;-
2.4.2.B17;[archaeal chromatin protein Alba]-lysine deacetylase;preliminary BRENDA-supplied EC number
2.4.2.18;anthranilate phosphoribosyltransferase;-
2.4.2.19;nicotinate-nucleotide diphosphorylase (carboxylating);-
2.4.2.20;dioxotetrahydropyrimidine phosphoribosyltransferase;-
2.4.2.21;nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase;-
2.4.2.22;xanthine phosphoribosyltransferase;-
2.4.2.23;deoxyuridine phosphorylase;transferred to EC 2.4.2.2, EC 2.4.2.3, EC 2.4.2.4. This activity has been shown to be catalysed by EC 2.4.2.2, pyrimidine-nucleoside phosphorylase, EC 2.4.2.3, uridine phosphorylase, and EC 2.4.2.4, thymidine phosphorylase
2.4.2.24;1,4-beta-D-xylan synthase;-
2.4.2.25;flavone apiosyltransferase;-
2.4.2.26;protein xylosyltransferase;-
2.4.2.27;dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase;-
2.4.2.28;S-methyl-5'-thioadenosine phosphorylase;-
2.4.2.29;tRNA-guanosine34 transglycosylase;-
2.4.2.30;NAD+ ADP-ribosyltransferase;-
2.4.2.31;NAD+-protein-arginine ADP-ribosyltransferase;-
2.4.2.32;dolichyl-phosphate D-xylosyltransferase;-
2.4.2.33;dolichyl-xylosyl-phosphate-protein xylosyltransferase;-
2.4.2.34;indolylacetylinositol arabinosyltransferase;-
2.4.2.35;flavonol-3-O-glycoside xylosyltransferase;-
2.4.2.36;NAD+-diphthamide ADP-ribosyltransferase;-
2.4.2.37;NAD+-dinitrogen-reductase ADP-D-ribosyltransferase;-
2.4.2.38;glycoprotein 2-beta-D-xylosyltransferase;-
2.4.2.39;xyloglucan 6-xylosyltransferase;-
2.4.2.40;zeatin O-beta-D-xylosyltransferase;-
2.4.2.41;xylogalacturonan beta-1,3-xylosyltransferase;-
2.4.2.42;UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase;-
2.4.2.43;lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase;-
2.4.2.44;S-methyl-5'-thioinosine phosphorylase;-
2.4.2.45;decaprenyl-phosphate phosphoribosyltransferase;-
2.4.2.46;galactan 5-O-arabinofuranosyltransferase;-
2.4.2.47;arabinofuranan 3-O-arabinosyltransferase;-
2.4.2.48;tRNA-guanine15 transglycosylase;-
2.4.2.49;neamine phosphoribosyltransferase;-
2.4.2.50;cyanidin 3-O-galactoside 2''-O-xylosyltransferase;-
2.4.2.51;anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase;-
2.4.2.52;triphosphoribosyl-dephospho-CoA synthase;-
2.4.2.53;undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase;-
2.4.2.54;beta-ribofuranosylphenol 5'-phosphate synthase;-
2.4.2.55;nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase;-
2.4.2.56;kaempferol 3-O-xylosyltransferase;-
2.4.2.57;AMP phosphorylase;-
2.4.2.58;hydroxyproline O-arabinosyltransferase;-
2.4.99.1;beta-galactoside alpha-(2,6)-sialyltransferase;-
2.4.99.2;monosialoganglioside sialyltransferase;-
2.4.99.3;alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase;-
2.4.99.4;beta-galactoside alpha-2,3-sialyltransferase;-
2.4.99.B5;acarviosyl transferase;preliminary BRENDA-supplied EC number
2.4.99.5;galactosyldiacylglycerol alpha-2,3-sialyltransferase;-
2.4.99.B6;lipopolysaccharide heptosyltransferase I;preliminary BRENDA-supplied EC number
2.4.99.6;N-acetyllactosaminide alpha-2,3-sialyltransferase;-
2.4.99.7;alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetylgalactosaminide 6-alpha-sialyltransferase;-
2.4.99.B7;lipopolysaccharide heptosyltransferase II;preliminary BRENDA-supplied EC number
2.4.99.8;alpha-N-acetylneuraminate alpha-2,8-sialyltransferase;-
2.4.99.9;lactosylceramide alpha-2,3-sialyltransferase;-
2.4.99.10;neolactotetraosylceramide alpha-2,3-sialyltransferase;transferred to EC 2.4.99.6
2.4.99.11;lactosylceramide alpha-2,6-N-sialyltransferase;-
2.4.99.12;lipid IVA 3-deoxy-D-manno-octulosonic acid transferase;-
2.4.99.13;(KDO)-lipid IVA 3-deoxy-D-manno-octulosonic acid transferase;-
2.4.99.14;(KDO)2-lipid IVA (2-8) 3-deoxy-D-manno-octulosonic acid transferase;-
2.4.99.15;(KDO)3-lipid IVA (2-4) 3-deoxy-D-manno-octulosonic acid transferase;-
2.4.99.16;starch synthase (maltosyl-transferring);-
2.4.99.17;S-adenosylmethionine:tRNA ribosyltransferase-isomerase;-
2.4.99.18;dolichyl-diphosphooligosaccharide-protein glycotransferase;-
2.4.99.19;undecaprenyl-diphosphooligosaccharide-protein glycotransferase;-
2.4.99.20;2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase;-
2.4.99.21;dolichyl-phosphooligosaccharide-protein glycotransferase;-
2.5.1.1;dimethylallyltranstransferase;-
2.5.1.2;thiamine pyridinylase;-
2.5.1.3;thiamine phosphate synthase;-
2.5.1.4;adenosylmethionine cyclotransferase;-
2.5.1.5;galactose-6-sulfurylase;-
2.5.1.6;methionine adenosyltransferase;-
2.5.1.7;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;-
2.5.1.8;tRNA isopentenyltransferase;transferred to EC 2.5.1.75
2.5.1.9;riboflavin synthase;-
2.5.1.10;(2E,6E)-farnesyl diphosphate synthase;-
2.5.1.11;trans-octaprenyltranstransferase;transferred to EC 2.5.1.84 and EC 2.5.1.85
2.5.1.12;glutathione S-alkyltransferase;deleted, included in EC 2.5.1.18
2.5.1.13;glutathione S-aryltransferase;deleted, included in EC 2.5.1.18
2.5.1.B14;(2E,6E)-farnesyl-diphosphate all-trans-nonaprenyl diphosphate synthase;preliminary BRENDA-supplied EC number
2.5.1.14;glutathione S-aralkyltransferase;deleted, included in EC 2.5.1.18
2.5.1.15;dihydropteroate synthase;-
2.5.1.16;spermidine synthase;-
2.5.1.17;cob(I)yrinic acid a,c-diamide adenosyltransferase;-
2.5.1.18;glutathione transferase;-
2.5.1.19;3-phosphoshikimate 1-carboxyvinyltransferase;-
2.5.1.20;rubber cis-polyprenylcistransferase;-
2.5.1.B21;S-adenosyl-L-methionine hydroxide adenosyltransferase;preliminary BRENDA-supplied EC number
2.5.1.21;squalene synthase;-
2.5.1.22;spermine synthase;-
2.5.1.23;sym-norspermidine synthase;-
2.5.1.24;discadenine synthase;-
2.5.1.B25;2,7-dihydroxynaphthalene 3-dimethylallyltransferase;preliminary BRENDA-supplied EC number
2.5.1.25;tRNA-uridine aminocarboxypropyltransferase;-
2.5.1.26;alkylglycerone-phosphate synthase;-
2.5.1.27;adenylate dimethylallyltransferase;-
2.5.1.28;dimethylallylcistransferase;-
2.5.1.29;geranylgeranyl diphosphate synthase;-
2.5.1.30;heptaprenyl diphosphate synthase;-
2.5.1.B31;5-dimethylallyltryptophan synthase;preliminary BRENDA-supplied EC number
2.5.1.31;ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific];-
2.5.1.32;15-cis-phytoene synthase;-
2.5.1.33;trans-pentaprenyltranstransferase;transferred to EC 2.5.1.82 and EC 2.5.1.83
2.5.1.34;4-dimethylallyltryptophan synthase;-
2.5.1.35;aspulvinone dimethylallyltransferase;-
2.5.1.B35;tetratrans,hexacis-undecaprenyl-diphosphate synthase [geranylfarnesyl-diphosphate specific];preliminary BRENDA-supplied EC number
2.5.1.B36;protoheme IX farnesyltransferase;preliminary BRENDA-supplied EC number
2.5.1.36;trihydroxypterocarpan dimethylallyltransferase;-
2.5.1.37;leukotriene-C4 synthase;transferred to EC 4.4.1.20
2.5.1.38;isonocardicin synthase;-
2.5.1.39;4-hydroxybenzoate polyprenyltransferase;-
2.5.1.40;aristolochene synthase;transferred to EC 4.2.3.9
2.5.1.41;phosphoglycerol geranylgeranyltransferase;-
2.5.1.B41;trifunctional (all-E)-isoprenyl diphospate synthase;-
2.5.1.42;geranylgeranylglycerol-phosphate geranylgeranyltransferase;-
2.5.1.B43;bacteriochlorophyll a synthase (phytyl-transferring);-
2.5.1.43;nicotianamine synthase;-
2.5.1.44;homospermidine synthase;-
2.5.1.45;homospermidine synthase (spermidine-specific);-
2.5.1.46;deoxyhypusine synthase;-
2.5.1.47;cysteine synthase;-
2.5.1.48;cystathionine gamma-synthase;-
2.5.1.49;O-acetylhomoserine aminocarboxypropyltransferase;-
2.5.1.50;zeatin 9-aminocarboxyethyltransferase;-
2.5.1.51;beta-pyrazolylalanine synthase;-
2.5.1.52;L-mimosine synthase;-
2.5.1.53;uracilylalanine synthase;-
2.5.1.54;3-deoxy-7-phosphoheptulonate synthase;-
2.5.1.55;3-deoxy-8-phosphooctulonate synthase;-
2.5.1.56;N-acetylneuraminate synthase;-
2.5.1.57;N-acylneuraminate-9-phosphate synthase;-
2.5.1.58;protein farnesyltransferase;-
2.5.1.59;protein geranylgeranyltransferase type I;-
2.5.1.60;protein geranylgeranyltransferase type II;-
2.5.1.61;hydroxymethylbilane synthase;-
2.5.1.62;chlorophyll synthase;-
2.5.1.63;adenosyl-fluoride synthase;-
2.5.1.64;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase;transferred to EC 2.2.1.9 and EC 4.2.99.20.
2.5.1.65;O-phosphoserine sulfhydrylase;-
2.5.1.66;N2-(2-carboxyethyl)arginine synthase;-
2.5.1.67;chrysanthemyl diphosphate synthase;-
2.5.1.68;(2Z,6E)-farnesyl diphosphate synthase;-
2.5.1.69;lavandulyl diphosphate synthase;-
2.5.1.70;naringenin 8-dimethylallyltransferase;-
2.5.1.71;leachianone-G 2''-dimethylallyltransferase;-
2.5.1.72;quinolinate synthase;-
2.5.1.73;O-phospho-L-seryl-tRNA:Cys-tRNA synthase;-
2.5.1.74;1,4-dihydroxy-2-naphthoate polyprenyltransferase;-
2.5.1.75;tRNA dimethylallyltransferase;-
2.5.1.76;cysteate synthase;-
2.5.1.77;7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase;-
2.5.1.78;6,7-dimethyl-8-ribityllumazine synthase;-
2.5.1.79;thermospermine synthase;-
2.5.1.80;7-dimethylallyltryptophan synthase;-
2.5.1.81;geranylfarnesyl diphosphate synthase;-
2.5.1.82;hexaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific];-
2.5.1.83;hexaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific];-
2.5.1.84;all-trans-nonaprenyl-diphosphate synthase [geranyl-diphosphate specific];-
2.5.1.85;all-trans-nonaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific];-
2.5.1.86;trans,polycis-decaprenyl diphosphate synthase;-
2.5.1.87;ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyl diphosphate specific];-
2.5.1.88;trans,polycis-polyprenyl diphosphate synthase [(2Z,6E)-farnesyl diphosphate specific];-
2.5.1.89;tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific];-
2.5.1.90;all-trans-octaprenyl-diphosphate synthase;-
2.5.1.91;all-trans-decaprenyl-diphosphate synthase;-
2.5.1.92;(2Z,6Z)-farnesyl diphosphate synthase;-
2.5.1.93;4-hydroxybenzoate geranyltransferase;-
2.5.1.94;adenosyl-chloride synthase;-
2.5.1.95;xanthan ketal pyruvate transferase;-
2.5.1.96;4,4'-diapophytoene synthase;-
2.5.1.97;pseudaminic acid synthase;-
2.5.1.98;Rhizobium leguminosarum exopolysaccharide glucosyl ketal-pyruvate-transferase;-
2.5.1.99;all-trans-phytoene synthase;-
2.5.1.100;fumigaclavine A dimethylallyltransferase;-
2.5.1.101;N,N'-diacetyllegionaminate synthase;-
2.5.1.102;geranyl-pyrophosphate-olivetolic acid geranyltransferase;-
2.5.1.103;presqualene diphosphate synthase;-
2.5.1.104;N1-aminopropylagmatine synthase;-
2.5.1.105;7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase;-
2.5.1.106;tryprostatin B synthase;-
2.5.1.107;verruculogen prenyltransferase;-
2.5.1.108;2-(3-amino-3-carboxypropyl)histidine synthase;-
2.5.1.109;brevianamide F prenyltransferase (deoxybrevianamide E-forming);-
2.5.1.110;12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase;-
2.5.1.111;4-hydroxyphenylpyruvate 3-dimethylallyltransferase;-
2.5.1.112;adenylate dimethylallyltransferase (ADP/ATP-dependent);-
2.5.1.113;[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase;-
2.5.1.114;tRNAPhe (4-demethylwyosine37-C7) aminocarboxypropyltransferase;-
2.5.1.115;homogentisate phytyltransferase;-
2.5.1.116;homogentisate geranylgeranyltransferase;-
2.5.1.117;homogentisate solanesyltransferase;-
2.5.1.118;beta-(isoxazolin-5-on-2-yl)-L-alanine synthase;-
2.5.1.119;beta-(isoxazolin-5-on-4-yl)-L-alanine synthase;-
2.5.1.120;aminodeoxyfutalosine synthase;-
2.5.1.121;5,10-dihydrophenazine-1-carboxylate 9-dimethylallyltransferase;-
2.5.1.122;4-O-dimethylallyl-L-tyrosine synthase;-
2.5.1.123;flaviolin linalyltransferase;-
2.5.1.124;6-linalyl-2-O,3-dimethylflaviolin synthase;-
2.5.1.125;7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione synthase;-
2.5.1.126;norspermine synthase;-
2.5.1.127;caldopentamine synthase;-
2.5.1.128;N4-bis(aminopropyl)spermidine synthase;-
2.5.1.129;flavin prenyltransferase;-
2.5.1.130;2-carboxy-1,4-naphthoquinone phytyltransferase;-
2.5.1.131;(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase;-
2.5.1.132;3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase;-
2.5.1.133;bacteriochlorophyll a synthase;-
2.5.1.134;cystathionine beta-synthase (O-acetyl-L-serine);-
2.5.1.135;validamine 7-phosphate valienyltransferase;-
2.5.1.136;2-acylphloroglucinol 4-prenyltransferase;-
2.5.1.137;2-acyl-4-prenylphloroglucinol 6-prenyltransferase;-
2.5.1.138;coumarin 8-geranyltransferase;-
2.5.1.139;umbelliferone 6-dimethylallyltransferase;-
2.6.1.1;aspartate transaminase;-
2.6.1.2;alanine transaminase;-
2.6.1.B3;aminopentol:pyruvate aminotransferase FumI;preliminary BRENDA-supplied EC number
2.6.1.3;cysteine transaminase;-
2.6.1.4;glycine transaminase;-
2.6.1.5;tyrosine transaminase;-
2.6.1.B6;dTDP-4-amino-4,6-dideoxy-alpha-D-glucopyranose transaminase;preliminary BRENDA-supplied EC number
2.6.1.6;leucine transaminase;-
2.6.1.7;kynurenine-oxoglutarate transaminase;-
2.6.1.8;2,5-diaminovalerate transaminase;-
2.6.1.9;histidinol-phosphate transaminase;-
2.6.1.10;D-aspartate transaminase;deleted, included in EC 2.6.1.21
2.6.1.11;acetylornithine transaminase;-
2.6.1.12;alanine-oxo-acid transaminase;-
2.6.1.13;ornithine aminotransferase;-
2.6.1.14;asparagine-oxo-acid transaminase;-
2.6.1.15;glutamine-pyruvate transaminase;-
2.6.1.B16;amine transaminase;-
2.6.1.16;glutamine-fructose-6-phosphate transaminase (isomerizing);-
2.6.1.B17;4-hydroxyphenylglycine transaminase;preliminary BRENDA-supplied EC number
2.6.1.17;succinyldiaminopimelate transaminase;-
2.6.1.18;beta-alanine-pyruvate transaminase;-
2.6.1.19;4-aminobutyrate-2-oxoglutarate transaminase;-
2.6.1.20;tyrosine-pyruvate transaminase;deleted
2.6.1.21;D-amino-acid transaminase;-
2.6.1.22;(S)-3-amino-2-methylpropionate transaminase;-
2.6.1.23;4-hydroxyglutamate transaminase;-
2.6.1.24;diiodotyrosine transaminase;-
2.6.1.25;thyroxine transaminase;deleted, included in EC 2.6.1.24
2.6.1.26;thyroid-hormone transaminase;-
2.6.1.27;tryptophan transaminase;-
2.6.1.28;tryptophan-phenylpyruvate transaminase;-
2.6.1.29;diamine transaminase;-
2.6.1.30;pyridoxamine-pyruvate transaminase;-
2.6.1.31;pyridoxamine-oxaloacetate transaminase;-
2.6.1.32;valine-3-methyl-2-oxovalerate transaminase;-
2.6.1.33;dTDP-4-amino-4,6-dideoxy-D-glucose transaminase;-
2.6.1.34;UDP-N-acetylbacillosamine transaminase;-
2.6.1.35;glycine-oxaloacetate transaminase;-
2.6.1.36;L-lysine 6-transaminase;-
2.6.1.37;2-aminoethylphosphonate-pyruvate transaminase;-
2.6.1.38;histidine transaminase;-
2.6.1.39;2-aminoadipate transaminase;-
2.6.1.40;(R)-3-amino-2-methylpropionate-pyruvate transaminase;-
2.6.1.41;D-methionine-pyruvate transaminase;-
2.6.1.42;branched-chain-amino-acid transaminase;-
2.6.1.43;aminolevulinate transaminase;-
2.6.1.44;alanine-glyoxylate transaminase;-
2.6.1.45;serine-glyoxylate transaminase;-
2.6.1.46;diaminobutyrate-pyruvate transaminase;-
2.6.1.47;alanine-oxomalonate transaminase;-
2.6.1.48;5-aminovalerate transaminase;-
2.6.1.49;dihydroxyphenylalanine transaminase;-
2.6.1.50;glutamine-scyllo-inositol transaminase;-
2.6.1.51;serine-pyruvate transaminase;-
2.6.1.52;phosphoserine transaminase;-
2.6.1.53;glutamate synthase;transferred to EC 1.4.1.13
2.6.1.54;pyridoxamine-phosphate transaminase;-
2.6.1.55;taurine-2-oxoglutarate transaminase;-
2.6.1.56;1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol transaminase;-
2.6.1.57;aromatic-amino-acid transaminase;-
2.6.1.58;phenylalanine(histidine) transaminase;-
2.6.1.59;dTDP-4-amino-4,6-dideoxygalactose transaminase;-
