rnx.id	new.rev	rm.rxn	new.stoichiometry	comment	Reference 	note	abbreviation	name	forced.approval
rxn08945		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08950		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08960		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08985		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08991		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08999		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09005		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09030		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09036		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09048		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09050		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09061		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09080		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09118		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09121		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09166		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09172		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09183		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09185		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09190		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09193		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09204		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09216		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09218		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09223		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09228		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09229		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09243		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09248		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09257		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09260		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09266		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09271		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09275		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09278		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09284		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09286		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09287		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09299		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09300		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09303		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09307		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09309		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09318		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09323		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09330		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09334		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09335		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09337		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09339		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09342		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09347		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09349		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09352		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09353		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09361		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09366		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09372		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09378		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09380		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09382		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09385		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09387		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09390		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09642		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09648		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09741		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09742		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09765		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09766		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09768		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09789		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09791		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09793		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09794		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09796		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09805		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09807		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09823		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12784		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12789		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12793		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12795		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12809		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12812		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12817		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn12818		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn13345		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn13406		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn13407		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn05616		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08947		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn05206		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn08028		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn09771		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn05292		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/	diffusion			
rxn05238		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn27375		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn13365		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn31201		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn23651		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn12420		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn34296		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn08662		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn32020		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn09839		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn05222		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn09327		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn34118		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
rxn12803		TRUE		large polar molecules or small charged molecules cannot cross the membrane at significant rates.	https://www.ncbi.nlm.nih.gov/books/NBK9847/				
									
rxn09898	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09899	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09900	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09901	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09902	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09904	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09905	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09906	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09909	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09910	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09911	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09912	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09913	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09914	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09916	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09917	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09918	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09919	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09921	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09922	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09923	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09924	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09927	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09928	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09929	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09930	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09932	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09933	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09934	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09935	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09936	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09937	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
rxn09938	>			ATP-Depending amino acid ligases are generally irreversible	E.g.: https://biocyc.org/gene?orgid=META&id=DALADALALIGA-MONOMER				
									
rxn00137	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00360	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00363	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00550	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00708	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00766	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00831	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00881	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00882	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00883	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00913	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn00980	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01104	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01139	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01145	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01218	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01317	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01367	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01398	<			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01445	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01507	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01521	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01539	<			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01549	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01596	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01670	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01704	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01808	<			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01883	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn01961	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02046	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02160	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02166	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02388	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02400	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02404	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02417	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02418	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02434	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02435	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02455	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02458	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02461	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02499	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02790	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn02909	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn03002	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn03035	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn03150	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn03919	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04037	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04038	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04376	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04377	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04683	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn04684	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn05039	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn05106	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn07413	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn07414	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn07415	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn07489	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn08035	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn08038	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn08571	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn09991	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn12188	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn13949	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn14260	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15030	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15095	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15250	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15256	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15257	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15361	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
rxn15494	>			[SW] Phosphates are usually irreversible, as they would build a high energy phosphate bond without energy source.					
