ID	Name	Completness	VagueReactions	KeyReactions	KeyReactionsFound
|PWY-5521|	L-ascorbate biosynthesis III	100	0	0	0
|NADPHOS-DEPHOS-PWY|	NAD phosphorylation and dephosphorylation	25	1	1	0
|PWY-6809|	neoxanthin biosynthesis	0	2	0	0
|PWY-6445|	fenchol biosynthesis II	0	3	0	0
|PWY-7175|	nostoxanthin biosynthesis	0	1	0	0
|PWY-6451|	3-carene biosynthesis	0	1	0	0
|PWY-5381|	pyridine nucleotide cycling (plants)	75	4	0	0
|PWY-7393|	&beta;-carotene biosynthesis (engineered)	0	1	0	0
|PWY-7443|	(4S)-carvone biosynthesis	33	2	0	0
|PWY-882|	L-ascorbate biosynthesis I (L-galactose pathway)	75	1	0	0
|PWY-7591|	okenone biosynthesis	0	2	2	0
|PWY-5423|	oleoresin monoterpene volatiles biosynthesis	0	8	0	0
|PWY-7269|	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	80	1	0	0
|PWY-7623|	astaxanthin dirhamnoside biosynthesis	0	1	0	0
|PWY-5835|	geranyl acetate biosynthesis	0	1	0	0
|PWY-7636|	astaxanthin biosynthesis (flowering plants)	0	5	0	0
|PWY-6437|	fenchol biosynthesis I	0	1	0	0
|PWY-5083|	NAD/NADH phosphorylation and dephosphorylation	50	3	0	0
|PWY-7637|	2,2'-dihydroxyketocarotenoids biosynthesis	0	6	0	0
|PWY-6449|	fenchone biosynthesis	0	1	0	0
|PWY-7165|	L-ascorbate biosynthesis VI (engineered pathway)	100	0	0	0
|PWY-7638|	echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	0	2	0	0
|PWY-3061|	menthol biosynthesis	33	7	0	0
|PWY-7268|	NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	80	1	0	0
|PWY-7939|	chlorobactene biosynthesis	0	1	0	0
|PWY-5829|	geraniol and geranial biosynthesis	0	2	0	0
|PWY-7940|	lauryl-hydroxychlorobactene glucoside biosynthesis	0	2	0	0
|PWY-6436|	perillyl aldehyde biosynthesis	66	1	0	0
|PWY-7947|	flexixanthin biosynthesis	33	2	0	0
|PWY-6447|	trichome monoterpenes biosynthesis	0	2	0	0
|PWY-7949|	diadinoxanthin and diatoxanthin interconversion	0	2	0	0
|PWY-7182|	linalool biosynthesis I	50	1	1	0
|PWY4FS-11|	L-ascorbate biosynthesis II (L-gulose pathway)	0	4	0	0
|PWY-7950|	diadinoxanthin and fucoxanthin biosynthesis	0	3	0	0
|PWY-7697|	geranyl &beta;-primeveroside biosynthesis	0	2	0	0
|PWY-5398|	crocetin esters biosynthesis	0	6	0	0
|PWY-5813|	bornyl diphosphate biosynthesis	0	1	0	0
|PWY-5397|	crocetin biosynthesis	0	3	0	0
|PWY-5928|	(4<i>R</i>)-carvone biosynthesis	66	1	0	0
|PWY-5305|	bixin biosynthesis	0	4	0	0
|PWY-6991|	(-)-camphor biosynthesis	0	3	0	0
|PWY-6681|	neurosporaxanthin biosynthesis	0	5	0	0
|PWY-6990|	(+)-camphor biosynthesis	0	3	0	0
|ARGASEDEG-PWY|	L-arginine degradation I (arginase pathway)	100	0	0	0
|P283-PWY|	hydrogen oxidation I (aerobic)	0	0	0	0
|PWY-6512|	hydrogen oxidation III (anaerobic, NADP)	100	0	0	0
|PWY-5382|	hydrogen oxidation II (aerobic, NAD)	100	0	0	0
|PWY-6751|	superpathway of hydrogen production	0	1	0	0
|ARG-PRO-PWY|	L-arginine degradation VI (arginase 2 pathway)	100	0	2	2
|PWY-6765|	hydrogen production IV	100	0	0	0
|PWY-6785|	hydrogen production VIII	0	0	0	0
|FESULFOX-PWY|	sulfur oxidation II (Fe<sup>+3</sup>-dependent)	0	1	0	0
|PWY-6744|	hydrogen production I	0	0	0	0
|P301-PWY|	galena oxidation	0	1	0	0
|PWY-4983|	nitric oxide biosynthesis II (mammals)	66	0	0	0
|PWY-6759|	hydrogen production III	0	0	0	0
|PWY-5308|	superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)	0	1	0	0
|PWY-6780|	hydrogen production VI	0	0	0	0
|PWY-7457|	sulfite oxidation V (SoeABC)	0	1	0	0
|PWY-6758|	hydrogen production II	100	0	0	0
|P282-PWY|	nitrite oxidation	0	1	0	0
|PWY-6772|	hydrogen production V	0	1	0	0
|PWY-5285|	sulfide oxidation III (persulfide dioxygenase)	0	1	0	0
|PWY-7731|	superpathway of photosynthetic hydrogen production	100	0	0	0
|P222-PWY|	sulfide oxidation I (sulfide-quinone reductase)	100	0	0	0
|NADSYN-PWY|	NAD biosynthesis II (from tryptophan)	0	1	0	0
|PWY-6585|	2-methylketone biosynthesis	0	6	0	0
|PWY-5276|	sulfite oxidation I	100	0	0	0
|SULFUROX-PWY|	sulfur oxidation I (aerobic)	0	1	0	0
|PWY-7761|	NAD salvage pathway II	100	0	0	0
|PWY-5154|	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	100	0	1	1
|ARGSYNBSUB-PWY|	L-arginine biosynthesis II (acetyl cycle)	100	0	2	2
|PYRIDNUCSYN-PWY|	NAD biosynthesis I (from aspartate)	100	0	0	0
|PWY-7400|	L-arginine biosynthesis IV (archaebacteria)	100	2	2	0
|ARGSYN-PWY|	L-arginine biosynthesis I (via L-ornithine)	100	0	1	0
|NAD-BIOSYNTHESIS-III|	NAD biosynthesis III	0	0	1	0
|PWY-5653|	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	100	0	0	0
|PYRIDNUCSAL-PWY|	NAD salvage pathway I	83	0	0	0
|ASPARAGINESYN-PWY|	L-asparagine biosynthesis II	0	0	0	0
|NAD-BIOSYNTHESIS-II|	NAD salvage pathway III	50	0	2	2
|PWY490-4|	L-asparagine biosynthesis III (tRNA-dependent)	100	1	1	1
|ASPARAGINE-BIOSYNTHESIS|	L-asparagine biosynthesis I	100	0	0	0
|PWY-3502|	superpathway of NAD biosynthesis in eukaryotes	0	1	0	0
|PWY0-1325|	superpathway of L-asparagine biosynthesis	0	1	0	0
|ASPSYNII-PWY|	cyanide detoxification I	100	0	0	0
|PWY-6710|	poly-hydroxy fatty acids biosynthesis	100	7	0	0
|PWY3O-4106|	NAD salvage pathway IV	0	0	0	0
|PWY-6433|	hydroxylated fatty acid biosynthesis (plants)	13	19	0	0
|ASPARTATESYN-PWY|	L-aspartate biosynthesis	100	0	0	0
|GLUTDEG-PWY|	L-glutamate degradation II	100	0	0	0
|PWY-7270|	L-methionine salvage cycle II (plants)	100	0	1	1
|PWY-5441|	S-methyl-L-methionine cycle	50	0	0	0
|PWY-7528|	L-methionine salvage cycle I (bacteria and plants)	0	1	2	0
|ADENOSYLHOMOCYSCAT-PWY|	L-methionine salvage from L-homocysteine	100	0	0	0
|PWY-7527|	L-methionine salvage cycle III	0	1	1	0
|PWY-5913|	partial TCA cycle (obligate autotrophs)	90	0	1	0
|PWY66-398|	TCA cycle III (animals)	90	1	0	0
|PWY-7174|	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II	100	2	1	0
|PWY-5690|	TCA cycle II (plants and fungi)	87	1	3	3
|PWY-7254|	TCA cycle VII (acetate-producers)	100	0	1	1
|PWY-4361|	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	66	1	0	0
|TCA|	TCA cycle I (prokaryotic)	100	0	3	3
|P105-PWY|	TCA cycle IV (2-oxoglutarate decarboxylase)	100	0	2	2
|PWY-6969|	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	90	1	2	1
|REDCITCYC|	TCA cycle VIII (helicobacter)	87	0	3	2
|HOMOSER-THRESYN-PWY|	L-threonine biosynthesis	100	0	0	0
|CO2FORM-PWY|	methanogenesis from methanol	50	0	0	0
|ORN-AMINOPENTANOATE-CAT-PWY|	L-ornithine degradation I (L-proline biosynthesis)	100	0	0	0
|PWY-6527|	stachyose degradation	25	1	0	0
|RIBOKIN-PWY|	ribose phosphorylation	100	0	1	1
|PWY-7077|	<i>N</i>-acetyl-D-galactosamine degradation	66	2	1	0
|CALVIN-PWY|	Calvin-Benson-Bassham cycle	91	1	1	1
|DHGLUCONATE-PYR-CAT-PWY|	glucose degradation (oxidative)	100	0	0	0
|PWY-7395|	D-galactosamine and <i>N</i>-acetyl-D-galactosamine degradation	66	1	0	0
|LYXMET-PWY|	L-lyxose degradation	66	1	1	0
|PWY0-1300|	2-<I>O</I>-&alpha;-mannosyl-D-glycerate degradation	50	0	1	0
|PWY-1881|	formate oxidation to CO<sub>2</sub>	100	0	0	0
|PWY-7198|	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	66	0	1	1
|PWY-6714|	L-rhamnose degradation III	80	1	0	0
|PWY0-1314|	fructose degradation	100	0	0	0
|PWY-6713|	L-rhamnose degradation II	83	2	0	0
|PWY-5108|	L-isoleucine biosynthesis V	100	1	1	0
|PWY-5257|	superpathway of pentose and pentitol degradation	0	1	0	0
|RHAMCAT-PWY|	L-rhamnose degradation I	50	0	1	0
|PWY-3001|	superpathway of L-isoleucine biosynthesis I	0	1	0	0
|PWY4FS-13|	extended VTC2 cycle	100	1	0	0
|OANTIGEN-PWY|	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	0	0	0	0
|PWY-6395|	superpathway of seleno-compound metabolism	0	1	0	0
|PWY-6901|	superpathway of glucose and xylose degradation	87	0	0	0
|PWY-5104|	L-isoleucine biosynthesis IV	100	1	1	0
|PWY0-1241|	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	60	0	1	1
|PWY-7275|	L-homophenylalanine biosynthesis	0	4	0	0
|PWY-7180|	2'-deoxy-&alpha;-D-ribose 1-phosphate degradation	66	0	0	0
|ILEUSYN-PWY|	L-isoleucine biosynthesis I (from threonine)	100	1	0	0
|PWY0-1324|	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	66	0	0	0
|GLUCOSE1PMETAB-PWY|	glucose and glucose-1-phosphate degradation	66	0	0	0
|PWY-7701|	4-hydroxy-4-methyl-L-glutamate biosynthesis	100	1	0	0
|PWY-5103|	L-isoleucine biosynthesis III	80	0	1	0
|PWY-1186|	L-homomethionine biosynthesis	50	3	0	0
|PWY-7562|	3,6-anhydro-&alpha;-L-galactopyranose degradation	71	2	0	0
|PWY-1269|	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	75	0	1	1
|PWY-5101|	L-isoleucine biosynthesis II	100	1	0	0
|TRPSYN-PWY|	L-tryptophan biosynthesis	66	1	0	0
|PWY-7581|	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	50	0	1	0
|PWY-6196|	D-serine metabolism	100	0	0	0
|MANNCAT-PWY|	D-mannose degradation	100	0	0	0
|PWY-6140|	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis	25	3	1	0
|PWY-7649|	3-hydroxy-<i>L</i>-homotyrosine biosynthesis	0	5	0	0
|PWY0-1309|	chitobiose degradation	50	0	0	0
|PWY-6143|	CMP-pseudaminate biosynthesis	50	0	0	0
|PWY-3861|	mannitol degradation II	100	0	0	0
|HOMOSERSYN-PWY|	L-homoserine biosynthesis	100	0	0	0
|PWY-7197|	pyrimidine deoxyribonucleotide phosphorylation	75	0	0	0
|BGALACT-PWY|	lactose degradation III	0	1	0	0
|PWY4FS-12|	VTC2 cycle	100	0	0	0
|PWY-6144|	CMP-<i>N</i>-glycoloylneuraminate biosynthesis	0	0	0	0
|LACTOSEUTIL-PWY|	lactose degradation II	50	1	1	0
|PWY-6145|	superpathway of CMP-sialic acids biosynthesis	0	1	0	0
|PWY-6778|	laminaribiose degradation	100	0	0	0
|PWY-6308|	L-cysteine biosynthesis II (tRNA-dependent)	33	2	0	0
|PWY-6936|	seleno-amino acid biosynthesis	75	1	0	0
|PWY-7210|	pyrimidine deoxyribonucleotides biosynthesis from CTP	70	0	1	1
|PWY-7529|	CMP-<i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate biosynthesis	0	4	1	0
|PWY-7648|	4-methyl-proline biosynthesis	0	3	0	0
|PWY-7130|	L-glucose degradation	75	5	0	0
|PWY-7674|	CMP-8-amino-3,8-dideoxy-D-<I>manno</I>-octulosonate biosynthesis	83	0	2	2
|PWY-5957|	L-nicotianamine biosynthesis	0	0	0	0
|PWY-6134|	L-tyrosine biosynthesis IV	0	0	0	0
|FUCCAT-PWY|	fucose degradation	75	0	1	0
|PWY-5344|	L-homocysteine biosynthesis	100	0	0	0
|PWY-6120|	L-tyrosine biosynthesis III	66	1	1	1
|PWY-7719|	CMP-diacetamido-8-epilegionaminic acid biosynthesis	100	5	0	0
|TYRSYN|	L-tyrosine biosynthesis I	100	0	1	1
|PWY-3982|	uracil degradation I (reductive)	100	0	0	0
|PWY-7459|	kojibiose degradation	50	0	0	0
|PWY-7131|	CMP-legionaminate biosynthesis II	33	0	0	0
|PWY-3461|	L-tyrosine biosynthesis II	66	1	1	1
|MALTOSECAT-PWY|	maltose degradation	50	0	1	0
|PWY-6749|	CMP-legionaminate biosynthesis I	75	6	1	0
|PYRUVDEHYD-PWY|	pyruvate decarboxylation to acetyl CoA	100	0	1	1
|PWY0-1301|	melibiose degradation	0	0	0	0
|PWY-6139|	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)	66	0	3	2
|P302-PWY|	L-sorbose degradation	100	1	1	0
|PWY-3941|	&beta;-alanine biosynthesis II	80	2	1	1
|PWY-5760|	&beta;-alanine biosynthesis IV	50	1	0	0
|PWY-6138|	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	40	0	3	2
|PWY0-44|	D-allose degradation	100	2	0	0
|PWY-5155|	&beta;-alanine biosynthesis III	0	0	0	0
|PWY-3981|	&beta;-alanine biosynthesis I	0	1	0	0
|DARABCAT-PWY|	D-arabinose degradation II	50	0	1	1
|PWY-7184|	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	83	0	1	1
|PWY-5519|	D-arabinose degradation III	75	1	0	0
|DARABCATK12-PWY|	D-arabinose degradation I	50	0	1	0
|PWY-6545|	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	75	0	1	0
|PWY-6244|	bergamotene biosynthesis II	0	3	0	0
|PWY-6243|	bergamotene biosynthesis I	0	1	0	0
|ANAEROFRUCAT-PWY|	homolactic fermentation	0	1	0	0
|PWY0-845|	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	1	0	0
|PWY-6897|	thiamine salvage II	33	0	1	0
|P122-PWY|	heterolactic fermentation	94	0	0	0
|PWY-5088|	L-glutamate degradation VIII (to propanoate)	0	1	0	0
|PWY-7235|	superpathway of ubiquinol-6 biosynthesis (eukaryotic)	100	3	0	0
|PWY-6630|	superpathway of L-tyrosine biosynthesis	0	1	0	0
|PWY-7622|	UDP-&alpha;-D-galactofuranose biosynthesis	0	0	1	0
|PWY-5292|	vindoline and vinblastine biosynthesis	0	13	0	0
|PWY-5664|	<i>erythro</i>-tetrahydrobiopterin biosynthesis II	100	0	0	0
|PWY-6983|	<i>threo</i>-tetrahydrobiopterin biosynthesis	100	0	1	1
|PWY-5663|	erythro-tetrahydrobiopterin biosynthesis I	100	0	1	1
|PWY-7438|	superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis	0	1	0	0
|PWY-7317|	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	100	0	0	0
|SUCSYN-PWY|	sucrose biosynthesis I (from photosynthesis)	85	0	0	0
|PWY-5290|	secologanin and strictosidine biosynthesis	0	12	0	0
|PWY-5032|	<i>ent</i>-kaurene biosynthesis I	0	1	0	0
|PWY-7332|	superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	100	2	0	0
|PWY-5053|	superpathway of gibberellin GA<sub>12</sub> biosynthesis	0	1	0	0
|PWY-5027|	phylloquinol biosynthesis	66	0	0	0
|PWY-5301|	ajmaline and sarpagine biosynthesis	7	12	0	0
|PWY-5052|	superpathway of gibberellin biosynthesis	0	1	0	0
|THRESYN-PWY|	superpathway of L-threonine biosynthesis	0	1	0	0
|PWY3O-6|	dehydro-D-arabinono-1,4-lactone biosynthesis	66	1	0	0
|PWY-5034|	GA<sub>12</sub> biosynthesis	0	1	0	0
|PWY-6629|	superpathway of L-tryptophan biosynthesis	0	1	0	0
|PANTOSYN-PWY|	superpathway of coenzyme A biosynthesis I (bacteria)	0	1	0	0
|PWY-6653|	<i>ent</i> -kaurene biosynthesis II	0	1	0	0
|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	83	0	0	0
|PWY-6076|	vitamin D<sub>3</sub> biosynthesis	50	1	1	1
|PWY-5035|	gibberellin biosynthesis III (early C-13 hydroxylation)	100	5	0	0
|PWY-6902|	chitin degradation II (Vibrio)	50	1	0	0
|PWY-5189|	tetrapyrrole biosynthesis II (from glycine)	100	0	0	0
|PWY-6788|	cellulose degradation II (fungi)	33	0	0	0
|PWY-7221|	guanosine ribonucleotides <i>de novo</i> biosynthesis	100	0	0	0
|PWY-5070|	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	0	7	0	0
|PWY-5047|	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	0	9	0	0
|PWY-7219|	adenosine ribonucleotides <i>de novo</i> biosynthesis	100	0	0	0
|PWY-6784|	cellulose and hemicellulose degradation (cellulolosome)	0	1	0	0
|PWY-6123|	inosine-5'-phosphate biosynthesis I	100	0	3	3
|PWY-5036|	gibberellin biosynthesis II (early C-3 hydroxylation)	0	5	0	0
|PWY-6613|	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	100	0	0	0
|PWY-7328|	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	50	0	0	0
|TCA-GLYOX-BYPASS|	superpathway of glyoxylate bypass and TCA	0	1	0	0
|PWY-7232|	gibberellin biosynthesis V	0	3	0	0
|PWY-7234|	inosine-5'-phosphate biosynthesis III	83	1	1	0
|PWY-6816|	agarose degradation	0	0	0	0
|PWY-6855|	chitin degradation I (archaea)	20	3	2	0
|PWY-6124|	inosine-5'-phosphate biosynthesis II	100	0	1	1
|PWY-6805|	cellulose degradation I (cellulosome)	0	1	0	0
|PWY-7456|	&beta;-(1,4)-mannan degradation	28	1	4	0
|PWY-6612|	superpathway of tetrahydrofolate biosynthesis	0	1	0	0
|PWY-2161|	folate polyglutamylation	80	0	0	0
|FOLSYN-PWY|	superpathway of tetrahydrofolate biosynthesis and salvage	0	1	0	0
|PWY-862|	fructan degradation	0	2	0	0
|PWY-6543|	4-aminobenzoate biosynthesis	100	0	0	0
|UBISYN-PWY|	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	0	1	0	0
|PWY-6815|	porphyran degradation	0	0	0	0
|PWY-7822|	chitin degradation III (Serratia)	16	4	0	0
|PWY-6986|	alginate degradation	33	1	0	0
|PWY-6614|	tetrahydrofolate biosynthesis	100	0	0	0
|1CMET2-PWY|	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis	100	0	0	0
|PWY-4821|	UDP-&alpha;-D-xylose biosynthesis	100	0	1	1
|PWY-6327|	tetrathionate oxidation	0	1	0	0
|PWY-7828|	cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation	0	1	0	0
|PWY-2161B|	glutamate removal from folates	0	0	0	0
|PWY-6813|	glucuronoarabinoxylan degradation	0	0	0	0
|PWY-6797|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (<i>Methanocaldococcus</i>)	40	3	0	0
|PWY-5120|	geranylgeranyl diphosphate biosynthesis	100	0	0	0
|PWY-6827|	gellan degradation	50	0	0	0
|PWY-6894|	thiamine diphosphate biosynthesis I (E. coli)	50	0	0	0
|PWY-7853|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (<i>Pyrococcus</i>)	25	2	0	0
|GDPRHAMSYN-PWY|	GDP-D-rhamnose biosynthesis	100	0	1	1
|PWY-6906|	chitin derivatives degradation	83	1	0	0
|PWY-7647|	ulvan degradation	0	2	0	0
|PWY-6893|	thiamine diphosphate biosynthesis II (Bacillus)	50	0	0	0
|PWY-6908|	thiamine diphosphate biosynthesis IV (eukaryotes)	66	1	0	0
|PWY-6147|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	75	1	1	1
|PWY-6907|	thiamine diphosphate biosynthesis III (Staphylococcus)	66	1	0	0
|PWY-6817|	&lambda;-carrageenan degradation	0	0	0	0
|PWY-5661|	GDP-glucose biosynthesis	50	1	1	0
|PWY-6910|	hydroxymethylpyrimidine salvage	100	0	0	0
|PWY-7852|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	66	1	1	0
|PWY-5740|	GDP-L-colitose biosynthesis	100	0	0	0
|PWY-6896|	thiamine salvage I	0	0	0	0
|PWY-6822|	&iota;-carrageenan degradation	0	0	0	0
|PWY-6899|	base-degraded thiamine salvage	100	1	1	1
|PWY-7539|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	75	2	0	0
|PWY-66|	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	100	0	1	1
|PWY-6898|	thiamine salvage III	100	0	0	0
|PWY-6821|	&kappa;-carrageenan degradation	0	3	0	0
|PWY-7356|	thiamine salvage IV (yeast)	71	1	1	1
|PWY-7610|	GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis	0	4	2	0
|PWY-6892|	thiazole biosynthesis I (facultative anaerobic bacteria)	80	1	0	0
|PWY-6891|	thiazole biosynthesis II (aerobic bacteria)	100	0	0	0
|PWY-5659|	GDP-mannose biosynthesis	100	0	0	0
|PWY-6909|	thiazole biosynthesis III (eukaryotes)	0	1	0	0
|PWY-5084|	2-oxoglutarate decarboxylation to succinyl-CoA	100	0	1	1
|PWY-5739|	GDP-D-perosamine biosynthesis	100	0	1	1
|PWY-5046|	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	100	0	1	1
|PWY-6478|	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	25	0	1	1
|PWY-7573|	GDP-mycosamine biosynthesis	100	1	0	0
|PWY0-1334|	NADH to cytochrome <i>bd</i> oxidase electron transfer I	100	0	2	2
|PWY-5115|	GDP-L-galactose biosynthesis	100	0	1	0
|PWY-7775|	propane degradation II	0	2	0	0
|PWY0-1544|	proline to cytochrome <i>bo</i> oxidase electron transfer	100	0	0	0
|PWY-6958|	icosapentaenoate biosynthesis I (lower eukaryotes)	14	7	0	0
|PWY-5738|	GDP-6-deoxy-D-talose biosynthesis	100	0	1	1
|PWY0-1567|	NADH to cytochrome <i>bo</i> oxidase electron transfer II	100	0	0	0
|PWY-6|	GDP-L-fucose biosynthesis II (from L-fucose)	0	1	0	0
|PWY-7774|	propane degradation I	0	3	0	0
|LEUSYN-PWY|	L-leucine biosynthesis	66	1	0	0
|PWY-4521|	arsenite oxidation I (respiratory)	50	1	0	0
|PWY-7602|	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	16	5	0	0
|PWY-7323|	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0	1	0	0
|PWY-7429|	arsenite oxidation II (respiratory)	0	0	0	0
|PWY-7613|	GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis	0	2	0	0
|PWY0-1329|	succinate to cytochrome <i>bo</i> oxidase electron transfer	100	0	2	2
|PWY-6940|	icosapentaenoate biosynthesis III (fungi)	0	1	0	0
|PWY0-1353|	succinate to cytochrome <i>bd</i> oxidase electron transfer	100	0	2	2
|PWY0-1565|	D-lactate to cytochrome <i>bo</i> oxidase electron transfer	50	0	0	0
|PWY-7050|	icosapentaenoate biosynthesis IV (bacteria)	0	1	0	0
|PWY-4302|	aerobic respiration III (alternative oxidase pathway)	100	0	1	1
|THIOSULFOX-PWY|	thiosulfate oxidation I (to tetrathionate)	0	1	0	0
|PWY-7049|	icosapentaenoate biosynthesis II (6-desaturase, mammals)	33	4	0	0
|PWY-7279|	aerobic respiration II (cytochrome c) (yeast)	100	0	0	0
|PWY-7545|	pyruvate to cytochrome <i>bd</i> oxidase electron transfer	100	0	0	0
|PWY-7724|	icosapentaenoate biosynthesis III (8-desaturase, mammals)	33	5	1	0
|PWY0-1335|	NADH to cytochrome <i>bo</i> oxidase electron transfer I	100	0	2	2
|PWY0-1561|	glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer	100	0	0	0
|PWY-3781|	aerobic respiration I (cytochrome c)	100	0	0	0
|PWY0-1568|	NADH to cytochrome <i>bd</i> oxidase electron transfer II	100	0	0	0
|PWY-5303|	thiosulfate oxidation II (via tetrathionate)	0	2	0	0
|PWY-7544|	pyruvate to cytochrome <i>bo</i> oxidase electron transfer	100	0	0	0
|PWY-101|	photosynthesis light reactions	50	0	2	0
|PWY0-1590|	NADH to hydrogen peroxide electron transfer	0	2	0	0
|PWY-5358|	tetrathionate reduction I (to thiosulfate)	0	1	0	0
|PWY-6807|	xyloglucan degradation II (exoglucanase)	0	1	0	0
|PWY-6812|	xyloglucan degradation III (cellobiohydrolase)	0	1	0	0
|PWY0-1591|	glycerol-3-phosphate to hydrogen peroxide electron transport	100	1	0	0
|PWY-5891|	menaquinol-11 biosynthesis	50	0	0	0
|PWY-7294|	xylose degradation IV	80	3	0	0
|PWY-6760|	xylose degradation III	100	1	1	1
|PWY-5516|	xylose degradation II	100	0	0	0
|XYLCAT-PWY|	xylose degradation I	100	0	0	0
|PWY-5896|	superpathway of menaquinol-10 biosynthesis	0	1	0	0
|PWY-6789|	(1,3)-&beta;-D-xylan degradation	50	0	0	0
|PWY-5899|	superpathway of menaquinol-13 biosynthesis	0	1	0	0
|PWY-6794|	adenosine 5'-phosphoramidate biosynthesis	0	1	0	0
|RIBOSYN2-PWY|	flavin biosynthesis I (bacteria and plants)	88	0	0	0
|PWY-5839|	menaquinol-7 biosynthesis	50	0	0	0
|PWY-6121|	5-aminoimidazole ribonucleotide biosynthesis I	100	0	0	0
|PWY-6277|	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	100	1	0	0
|PWY66-366|	flavin biosynthesis IV (mammalian)	100	0	0	0
|PWY-5845|	superpathway of menaquinol-9 biosynthesis	0	1	0	0
|PWY-6122|	5-aminoimidazole ribonucleotide biosynthesis II	100	1	0	0
|PWY-6168|	flavin biosynthesis III (fungi)	87	1	0	0
|PWY-5890|	menaquinol-10 biosynthesis	50	0	0	0
|PWY-7238|	sucrose biosynthesis II	50	0	0	0
|PWY-7347|	sucrose biosynthesis III	66	0	0	0
|PWY-6167|	flavin biosynthesis II (archaea)	66	3	0	0
|PWY18HP-2|	decaprenoxanthin diglucoside biosynthesis	0	5	1	0
|PWY-5895|	menaquinol-13 biosynthesis	50	0	0	0
|PWY-7946|	sarcinaxanthin diglucoside biosynthesis	0	5	0	0
|PWY-5837|	1,4-dihydroxy-2-naphthoate biosynthesis	71	0	1	1
|PWY-7945|	C.p.450 monoglucoside biosynthesis	0	5	0	0
|PWY-5898|	superpathway of menaquinol-12 biosynthesis	0	1	0	0
|PWY-7944|	bacterioruberin biosynthesis	0	2	0	0
|PWY-5838|	superpathway of menaquinol-8 biosynthesis I	0	1	0	0
|LYSINE-AMINOAD-PWY|	L-lysine biosynthesis IV	85	1	1	1
|PWY-3081|	L-lysine biosynthesis V	83	5	3	1
|PWY-5844|	menaquinol-9 biosynthesis	100	0	0	0
|DAPLYSINESYN-PWY|	L-lysine biosynthesis I	100	0	1	1
|PWY-2942|	L-lysine biosynthesis III	83	1	1	0
|PWY-5850|	superpathway of menaquinol-6 biosynthesis I	0	1	0	0
|PWY-2941|	L-lysine biosynthesis II	100	0	1	1
|PWY-5097|	L-lysine biosynthesis VI	100	0	2	2
