# gapseq version: 1.5.0 d9387beb
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# genome_format=prot;taxonomy=Bacteria;ORF_coverage=23.07;gram=neg
ID	Name	Prediction	Completeness	Status	NrReaction	NrSpontaneous	NrVague	NrKeyReaction	NrReactionFound	NrKeyReactionFound	ReactionsFound	SpontaneousReactions	KeyReactions
|PWY-6801|	volatile esters biosynthesis (during fruit ripening)	FALSE	0		7	0	1	0	0	0			
|PWY-6802|	salidroside biosynthesis	FALSE	66.6666666666667		4	0	1	0	2	0	RXN-5821 RXN3O-4113		
|PWY-6803|	phosphatidylcholine acyl editing	FALSE	25		4	0	0	0	1	0	RXN-7904		
|PWY-6804|	diacylglycerol biosynthesis (PUFA enrichment in oilseed)	FALSE	0		2	0	1	0	0	0			
|PWY-6805|	cellulose degradation I (cellulosome)	FALSE	0		2	0	2	0	0	0			
|PWY-6806|	carotenoid cleavage	FALSE	0		11	0	11	0	0	0			
|PWY-6807|	xyloglucan degradation II (exoglucanase)	FALSE	37.5		8	0	0	0	3	0	RXN-12398 RXN-12399 RXN-12400		
|PWY-6808|	dTDP-&alpha;-D-forosamine biosynthesis	FALSE	25		9	1	0	1	2	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN	RXN-12943	RXN-12408
|PWY-6809|	neoxanthin biosynthesis	FALSE	0		2	0	1	0	0	0			
|PWY-6812|	xyloglucan degradation III (cellobiohydrolase)	FALSE	0		1	0	0	0	0	0			
|PWY-6813|	glucuronoarabinoxylan degradation	FALSE	0		1	0	1	0	0	0			
|PWY-6815|	porphyran degradation	FALSE	0		6	0	0	0	0	0			
|PWY-6816|	agarose degradation	FALSE	0		2	0	0	0	0	0			
|PWY-6817|	&lambda;-carrageenan degradation	FALSE	0		2	0	0	0	0	0			
|PWY-6818|	ornithine lipid biosynthesis	TRUE	100	full	2	0	0	2	2	2	RXN-12431 RXN-12432		RXN-12431 RXN-12432
|PWY-681|	dibenzothiophene desulfurization	FALSE	0		5	0	0	0	0	0			
|PWY-6820|	diphyllin biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-6821|	&kappa;-carrageenan degradation	FALSE	0		4	0	2	0	0	0			
|PWY-6822|	&iota;-carrageenan degradation	FALSE	0		1	0	0	0	0	0			
|PWY-6823|	molybdopterin biosynthesis	TRUE	100	full	6	0	0	0	6	0	RXN-11361 RXN-12473 RXN-17809 RXN-22698 RXN-8340 RXN-8342		
|PWY-6824|	justicidin B biosynthesis	FALSE	0		10	0	7	0	0	0			
|PWY-6825|	phosphatidylcholine biosynthesis V	FALSE	66.6666666666667		3	0	0	0	2	0	2.1.1.71-RXN RXN4FS-2		
|PWY-6826|	phosphatidylcholine biosynthesis VI	TRUE	100	full	1	0	0	0	1	0	2.7.8.24-RXN		
|PWY-6827|	gellan degradation	FALSE	0		2	0	0	0	0	0			
|PWY-6828|	linezolid resistance	FALSE	0		1	0	0	0	0	0			
|PWY-6829|	tRNA methylation (yeast)	FALSE	6.25		16	0	11	0	1	0	RXN-14517		
|PWY-6831|	pyrrolnitrin biosynthesis	FALSE	0		4	0	0	0	0	0			
|PWY-6832|	2-aminoethylphosphonate degradation II	TRUE	100	full	2	0	0	1	2	1	2.6.1.37-RXN RXN-12513		RXN-12513
|PWY-6834|	spermidine biosynthesis III	FALSE	25		4	0	0	1	1	1	RXN-12514		RXN-12514
|PWY-6835|	6-gingerol biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-6836|	santalene biosynthesis II	FALSE	0		4	0	4	0	0	0			
|PWY-6837|	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	FALSE	60		5	0	0	0	3	0	RXN-12518 RXN-12519 RXN-7836		
|PWY-6839|	2-aminoethylphosphonate biosynthesis	FALSE	33.3333333333333		3	0	0	1	1	0	2.6.1.37-RXN		PHOSPHOENOLPYRUVATE-MUTASE-RXN
|PWY-6840|	homoglutathione biosynthesis	FALSE	0		2	0	1	0	0	0			
|PWY-6841|	homophytochelatin biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-6842|	glutathione-mediated detoxification II	FALSE	33.3333333333333		9	0	3	0	3	0	GSHTRAN-RXN RXN-6641 RXN-6763		
|PWY-6845|	nitric oxide biosynthesis I (plants)	FALSE	0		2	0	0	0	0	0			
|PWY-6848|	rutin degradation	FALSE	33.3333333333333		3	0	2	1	1	1	QUERCETIN-23-DIOXYGENASE-RXN		QUERCETIN-23-DIOXYGENASE-RXN
|PWY-6852|	senecionine N-oxide biosynthesis	TRUE	100	full	1	0	0	0	1	0	1.14.13.101-RXN		
|PWY-6853|	ethene biosynthesis II (microbes)	FALSE	25		5	1	0	0	1	0	RXN-14116	SPONTPRO-RXN	
|PWY-6854|	ethene biosynthesis III (microbes)	TRUE	66.6666666666667	keyenzyme	7	4	0	1	2	1	R15-RXN SUPEROX-DISMUT-RXN	RXN-12539 RXN-12540 RXN-12541 RXN-14960	R15-RXN
|PWY-6855|	chitin degradation I (archaea)	FALSE	0		7	0	2	1	0	0			GLUCOSAMINE-6-P-DEAMIN-RXN RXN-12543
|PWY-6857|	retinol biosynthesis	FALSE	0		7	0	2	0	0	0			
|PWY-6859|	all-trans-farnesol biosynthesis	FALSE	0		4	0	0	1	0	0			RXN-8617
|PWY-6861|	the visual cycle I (vertebrates)	FALSE	0		12	3	5	0	0	0		RXN-12546 RXN-12552 RXN-12553	
|PWY-6863|	pyruvate fermentation to hexanol (engineered)	FALSE	54.5454545454545		11	0	0	0	6	0	ACETYL-COA-ACETYLTRANSFER-RXN RXN-11662 RXN-11667 RXN-12565 RXN-12567 RXN-12570		
|PWY-6871|	3-methylbutanol biosynthesis (engineered)	TRUE	83.3333333333333	threshold	7	1	0	0	5	0	2-ISOPROPYLMALATESYN-RXN 3-ISOPROPYLMALDEHYDROG-RXN 3-ISOPROPYLMALISOM-RXN RXN-7693 RXN-8991	RXN-7800	
|PWY-6872|	retinoate biosynthesis I	FALSE	50		4	0	2	0	2	0	RXN-12581 RXN-12585		
|PWY-6873|	long chain fatty acid ester synthesis (engineered)	FALSE	50		4	0	0	0	2	0	RXN-11039 RXN-7904		
|PWY-6875|	retinoate biosynthesis II	FALSE	0		3	0	3	0	0	0			
|PWY-6876|	isopropanol biosynthesis (engineered)	FALSE	20		5	0	0	0	1	0	ACETYL-COA-ACETYLTRANSFER-RXN		
|PWY-6883|	pyruvate fermentation to butanol II (engineered)	FALSE	50		6	0	0	0	3	0	ACETYL-COA-ACETYLTRANSFER-RXN RXN-11662 RXN-11667		
|PWY-6888|	zealexin biosynthesis	FALSE	0		10	0	10	0	0	0			
|PWY-6890|	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	FALSE	50		2	0	0	0	1	0	PYRIMSYN3-RXN		
|PWY-6891|	thiazole component of thiamine diphosphate biosynthesis II	FALSE	71.4285714285714		7	0	0	1	5	0	DXS-RXN RXN-12614 RXN-12621 RXN-9789 THIAZOLSYN2-RXN		RXN-12609
|PWY-6892|	thiazole component of thiamine diphosphate biosynthesis I	FALSE	66.6666666666667		6	0	0	0	4	0	DXS-RXN RXN-9787 RXN-9789 THIAZOLSYN2-RXN		
|PWY-6893|	thiamine diphosphate biosynthesis II (Bacillus)	FALSE	50		2	0	0	0	1	0	RXN-12610		
|PWY-6894|	thiamine diphosphate biosynthesis I (E. coli)	FALSE	50		2	0	0	0	1	0	RXN-12611		
|PWY-6896|	thiamine diphosphate salvage I	FALSE	0		2	0	0	0	0	0			
|PWY-6898|	thiamine diphosphate salvage III	FALSE	0		1	0	0	0	0	0			
|PWY-6899|	base-degraded thiamine salvage	FALSE	0		2	0	0	1	0	0			RXN-12613
|PWY-6900|	(Z)-butanethial-S-oxide biosynthesis	FALSE	0		2	0	1	0	0	0			
|PWY-6902|	chitin degradation II (Vibrio)	FALSE	0		6	0	1	1	0	0			3.2.1.14-RXN
|PWY-6906|	chitin derivatives degradation	FALSE	57.1428571428571		8	0	1	0	4	0	GLUCOSAMINE-KINASE-RXN NAG6PDEACET-RXN PHOSACETYLGLUCOSAMINEMUT-RXN RXN-12627		
|PWY-6907|	thiamine diphosphate biosynthesis III (Staphylococcus)	FALSE	33.3333333333333		3	0	0	0	1	0	RXN-12610		
|PWY-6908|	thiamine diphosphate biosynthesis IV (eukaryotes)	FALSE	33.3333333333333		3	0	0	0	1	0	THI-P-SYN-RXN		
|PWY-6909|	thiazole component of thiamine diphosphate biosynthesis III	FALSE	0		2	0	2	0	0	0			
|PWY-6910|	hydroxymethylpyrimidine salvage	TRUE	100	full	2	0	0	0	2	0	OHMETPYRKIN-RXN PYRIMSYN3-RXN		
|PWY-6913|	methylbutenol biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-6914|	sophoraflavanone G biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-6915|	pentalenolactone biosynthesis	FALSE	0		10	0	0	0	0	0			
|PWY-6917|	vernolate biosynthesis III	FALSE	0		3	0	1	0	0	0			
|PWY-6919|	neopentalenoketolactone and pentalenate biosynthesis	FALSE	0		11	1	0	0	0	0		RXN-12664	
|PWY-6920|	6-gingerol analog biosynthesis (engineered)	FALSE	50		6	0	2	0	3	0	4-COUMARATE--COA-LIGASE-RXN R223-RXN RXN-12669		
|PWY-6922|	L-N&delta;-acetylornithine biosynthesis	TRUE	100	full	7	1	1	0	5	0	ARGINASE-RXN GLUTKIN-RXN GLUTSEMIALDEHYDROG-RXN ORNITHINE-GLU-AMINOTRANSFERASE-RXN RXN-14903	SPONTPRO-RXN	RXN-12667
|PWY-6923|	ricinine degradation	FALSE	0		1	0	1	0	0	0			
|PWY-6926|	pyrethrin I biosynthesis	FALSE	0		7	0	7	0	0	0			
|PWY-6927|	chlorophyll a degradation II	FALSE	0		5	1	2	0	0	0		RXN-17253	
|PWY-6930|	phenolic malonylglucosides biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-6931|	seleno-amino acid detoxification and volatilization I	FALSE	50		2	0	0	0	1	0	RXN-11064		
|PWY-6932|	selenate reduction	FALSE	25		5	1	3	0	1	0	RXN-12720	RXN-12864	
|PWY-6933|	seleno-amino acid detoxification and volatilization III	FALSE	50		3	1	0	0	1	0	RXN-11063	RXN-11042	
|PWY-6935|	seleno-amino acid detoxification and volatilization II	FALSE	0		5	0	4	0	0	0			
|PWY-6936|	seleno-amino acid biosynthesis (plants)	FALSE	75		5	0	1	0	3	0	RXN-12726 RXN-12729 SERINE-O-ACETTRAN-RXN		
|PWY-6938-1|	NADH repair (prokaryotes)	TRUE	100	full	4	2	0	1	2	1	RXN-12752 RXN0-6727	RXN-12753 RXN-12754	RXN0-6727
|PWY-6938|	NADH repair (eukaryotes)	FALSE	50		4	2	1	0	1	0	RXN-12752	RXN-12753 RXN-12754	4.2.1.93-RXN
|PWY-6940|	icosapentaenoate biosynthesis VI (fungi)	FALSE	0		1	0	1	0	0	0			
|PWY-6941|	styrene degradation	FALSE	33.3333333333333		3	0	0	0	1	0	PHENDEHYD-RXN		
|PWY-6942|	dTDP-D-desosamine biosynthesis	FALSE	50		6	0	0	1	3	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN RXN-12768		RXN-12767
|PWY-6943|	testosterone and androsterone degradation to androstendione (aerobic)	FALSE	0		3	0	0	0	0	0			
|PWY-6944|	androstenedione degradation I (aerobic)	FALSE	27.2727272727273		25	1	2	0	6	0	RXN-12746 RXN-12750 RXN-12751 RXN-19800 RXN-19803 RXN-19804	RXN-12715	
|PWY-6945|	cholesterol degradation to androstenedione I (cholesterol oxidase)	FALSE	20		17	0	2	1	3	0	RXN-12705 RXN-12706 RXN-12710		RXN-12778
|PWY-6946|	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	FALSE	15		22	0	2	1	3	0	RXN-12705 RXN-12706 RXN-12710		RXN-12693
|PWY-6948|	sitosterol degradation to androstenedione	FALSE	11.1111111111111		18	0	10	0	2	0	RXN-12706 RXN-12710		
|PWY-6949|	DIBOA-glucoside biosynthesis	FALSE	0		6	0	4	0	0	0			
|PWY-6950|	DIMBOA-glucoside biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-6952|	glycerophosphodiester degradation	FALSE	50		2	0	0	0	1	0	RXN-15745		
|PWY-6953|	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	FALSE	40		5	0	0	1	2	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN		RXN-12806
|PWY-6955|	lincomycin A biosynthesis	FALSE	0		27	3	3	0	0	0		RXN-12854 RXN-14812 RXN-15792	
|PWY-6958|	icosapentaenoate biosynthesis I (lower eukaryotes)	FALSE	0		8	0	5	0	0	0			
|PWY-6959|	L-ascorbate degradation V	FALSE	25		5	1	0	0	1	0	RXN-21401	RXN-21400	
|PWY-695|	abscisic acid biosynthesis	FALSE	0		5	0	1	0	0	0			
|PWY-6960|	L-ascorbate degradation III	FALSE	0		6	3	3	0	0	0		RXN-12440 RXN-12869 RXN-12872	
|PWY-6961|	L-ascorbate degradation II (bacterial, aerobic)	FALSE	20		7	2	0	0	1	0	RXN0-704	RXN-12440 RXN-21400	
|PWY-6964|	ammonia assimilation cycle II	TRUE	100	full	2	0	0	0	2	0	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN GLUTAMINESYN-RXN		
|PWY-6965|	methylamine degradation II	FALSE	33.3333333333333		3	0	0	0	1	0	METHYLGUTAMATE-DEHYDROGENASE-RXN		
|PWY-6966|	methanol oxidation to formaldehyde I	FALSE	0		1	0	0	0	0	0			
|PWY-6967|	methylamine degradation I	FALSE	0		1	0	0	0	0	0			
|PWY-6968|	trimethylamine degradation	FALSE	0		3	0	0	0	0	0			
|PWY-6969|	TCA cycle V (2-oxoglutarate synthase)	FALSE	88.8888888888889		9	0	0	2	8	1	ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN CITSYN-RXN FUMHYDR-RXN ISOCITDEH-RXN MALATE-DEH-RXN RXN-14971 SUCCCOASYN-RXN		2-OXOGLUTARATE-SYNTHASE-RXN SUCCCOASYN-RXN
|PWY-6970|	pyruvate decarboxylation to acetyl CoA II	FALSE	0		1	0	0	0	0	0			
|PWY-6971|	oleandomycin biosynthesis	FALSE	0		5	0	0	0	0	0			
|PWY-6972|	oleandomycin activation/inactivation	FALSE	33.3333333333333		3	0	0	0	1	0	TRANS-RXN-220		
|PWY-6973|	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	FALSE	50		9	1	0	3	4	1	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN RXN-12921 RXN-12931	RXN-12943	RXN-12921 RXN-12930 RXN-12932
|PWY-6974|	dTDP-&beta;-L-olivose biosynthesis	FALSE	33.3333333333333		7	1	0	1	2	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN	RXN-12943	RXN-12929
|PWY-6976|	dTDP-&beta;-L-mycarose biosynthesis	FALSE	33.3333333333333		7	0	1	1	2	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN		RXN-12935
|PWY-6978|	plastoquinol-9 biosynthesis II	FALSE	20		5	0	2	0	1	0	RXN-9238		
|PWY-6982|	umbelliferone biosynthesis	FALSE	50		3	1	1	0	1	0	4-COUMARATE--COA-LIGASE-RXN	RXN-12965	
|PWY-6983|	threo-tetrahydrobiopterin biosynthesis	FALSE	66.6666666666667		4	0	1	0	2	0	4.2.3.12-RXN GTP-CYCLOHYDRO-I-RXN		
|PWY-6984|	lipoate salvage II	FALSE	0		4	0	0	0	0	0			
|PWY-6986|	alginate degradation	FALSE	0		7	1	1	0	0	0		RXN-12877	
|PWY-6987|	lipoate biosynthesis and incorporation III (Bacillus)	FALSE	66.6666666666667		3	0	0	1	2	0	RXN-13037 RXN0-949		RXN-13036
|PWY-6989|	(S)-camphor degradation	FALSE	0		8	2	3	0	0	0		R547-RXN RXN-13044	
|PWY-6990|	(+)-camphor biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-6991|	(-)-camphor biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-6992|	1,5-anhydrofructose degradation	FALSE	60		5	0	0	1	3	1	1.1.1.292-RXN MANNPISOM-RXN PGLUCISOM-RXN		1.1.1.292-RXN
|PWY-6993|	nicotine degradation II (pyrrolidine pathway)	FALSE	22.2222222222222		11	1	1	0	2	0	RXN-13089 SUCCSEMIALDDEHYDROG-RXN	RXN-13077	
|PWY-6994|	L-pyrrolysine biosynthesis	FALSE	0		3	0	2	0	0	0			
|PWY-6995|	5-hydroxymethylfurfural degradation	FALSE	57.1428571428571		10	2	1	0	4	0	RXN-13090 RXN-13091 RXN-13092 RXN-13093	RXN-15852 RXN-15853	
|PWY-6996|	daidzin and daidzein degradation	FALSE	0		5	0	1	0	0	0			
|PWY-6997|	furfural degradation	FALSE	0		8	3	2	0	0	0		RXN-13095 RXN-13097 RXN-15854	
|PWY-6998|	CDP-D-arabitol biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-6999|	theophylline degradation	FALSE	11.1111111111111		9	0	3	0	1	0	XANTHINE-OXIDASE-RXN		
|PWY-699|	brassinolide biosynthesis I	FALSE	0		25	0	22	0	0	0			
|PWY-6|	GDP-L-fucose biosynthesis II (from L-fucose)	FALSE	0		2	0	0	0	0	0			
|PWY-7002|	4-hydroxyacetophenone degradation	FALSE	40		5	0	0	1	2	0	1.2.1.61-RXN MALEYLACETATE-REDUCTASE-RXN		RXN-13129
|PWY-7006|	4-amino-3-hydroxybenzoate degradation	FALSE	20		6	1	0	1	1	0	RXN-8527	RXN-10883	RXN-13134
|PWY-7007|	methyl ketone biosynthesis (engineered)	FALSE	60		6	1	2	0	3	0	ENOYL-COA-HYDRAT-RXN OHACYL-COA-DEHYDROG-RXN RXN-11026	RXN-13248	
|PWY-7008|	2-hydroxybiphenyl degradation	FALSE	0		4	1	0	1	0	0		RXN-13319	2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN
|PWY-7009|	2,2'-dihydroxybiphenyl degradation	FALSE	0		10	0	2	0	0	0			
|PWY-7010|	2-propylphenol degradation	FALSE	0		3	0	0	0	0	0			
|PWY-7011|	2-isopropylphenol degradation	FALSE	0		3	0	0	0	0	0			
|PWY-7013|	(S)-propane-1,2-diol degradation	FALSE	60		5	0	0	1	3	0	PROPKIN-RXN PTAALT-RXN RXN-13198		PROPANEDIOL-DEHYDRATASE-RXN
|PWY-7014|	paromamine biosynthesis I	FALSE	0		6	0	0	0	0	0			
|PWY-7015|	ribostamycin biosynthesis	FALSE	0		4	0	0	0	0	0			
|PWY-7016|	neomycin biosynthesis	FALSE	0		5	0	1	0	0	0			
|PWY-7018|	paromomycin biosynthesis	FALSE	0		6	0	0	0	0	0			
|PWY-7019|	butirosin biosynthesis	FALSE	0		7	0	1	0	0	0			
|PWY-701|	L-methionine degradation II	TRUE	100	full	3	2	0	0	1	0	RXN-14301	RXN-15121 RXN-15123	
|PWY-7022|	paromamine biosynthesis II	FALSE	0		6	0	0	0	0	0			
|PWY-7025|	gentamicin biosynthesis	FALSE	0		12	0	8	0	0	0			
|PWY-7026|	terminal olefins biosynthesis I	FALSE	0		1	0	0	0	0	0			
|PWY-7027|	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	FALSE	0		4	0	0	0	0	0			
|PWY-7028|	UDP-N,N'-diacetylbacillosamine biosynthesis	FALSE	33.3333333333333		3	0	0	3	1	1	RXN-13252		RXN-12812 RXN-13252 RXN-13253
|PWY-7029|	terminal olefins biosynthesis II	FALSE	0		1	0	0	0	0	0			
|PWY-702|	L-methionine biosynthesis II	TRUE	75	keyenzyme	6	2	0	2	3	2	CYSPH-RXN HOMOSERKIN-RXN RXN-15131	RXN-15124 RXN-15127	CYSPH-RXN HOMOSERKIN-RXN
|PWY-7031|	protein N-glycosylation (bacterial)	FALSE	0		7	0	1	0	0	0			
|PWY-7032|	alkane biosynthesis I	FALSE	0		3	0	0	0	0	0			
|PWY-7033|	alkane biosynthesis II	FALSE	33.3333333333333		3	0	1	0	1	0	RXN-7904		
|PWY-7035|	(9Z)-tricosene biosynthesis	FALSE	0		14	0	8	0	0	0			RXN-13288
|PWY-7036|	very long chain fatty acid biosynthesis II	FALSE	0		16	0	8	0	0	0			
|PWY-7037|	protein O-glycosylation (Neisseria)	FALSE	0		8	0	2	0	0	0			
|PWY-7039|	phosphatidate metabolism, as a signaling molecule	FALSE	0		5	0	1	0	0	0			
|PWY-7040|	violacein biosynthesis	FALSE	0		10	4	0	0	0	0		RXN-13343 RXN-13345 RXN-13346 RXN-13347	
|PWY-7041|	the visual cycle II (molluscs)	FALSE	0		6	2	4	0	0	0		RXN-12552 RXN-13349	
|PWY-7042|	the visual cycle (insects)	FALSE	0		7	2	5	0	0	0		RXN-13354 RXN-13362	
|PWY-7043|	11-cis-3-hydroxyretinal biosynthesis	FALSE	0		7	2	5	0	0	0		RXN-13356 RXN-13357	
|PWY-7044|	5-nitroanthranilate degradation	FALSE	20		6	1	0	0	1	0	RXN-10445	RXN-14254	
|PWY-7045|	mithramycin biosynthesis	FALSE	6.66666666666667		17	1	1	0	1	0	RXN-13383	RXN-13384	
|PWY-7046|	4-coumarate degradation (anaerobic)	FALSE	50		6	0	0	1	3	0	4-COUMARATE--COA-LIGASE-RXN 4-HYDROXYBENZOATE--COA-LIGASE-RXN RXN-13394		RXN-13392
|PWY-7049|	icosapentaenoate biosynthesis II (6-desaturase, mammals)	FALSE	14.2857142857143		7	0	4	0	1	0	LINOLENOYL-RXN		
|PWY-7050|	icosapentaenoate biosynthesis IV (bacteria)	FALSE	0		1	0	0	0	0	0			
|PWY-7052|	cyanophycin metabolism	FALSE	16.6666666666667		6	0	0	2	1	0	RXN-21711		6.3.2.29-RXN 6.3.2.30-RXN
|PWY-7053|	docosahexaenoate biosynthesis I (lower eukaryotes)	FALSE	0		7	0	5	0	0	0			RXN-12797
|PWY-7054|	N-acetylglutaminylglutamine amide biosynthesis	TRUE	100	full	2	0	0	0	2	0	RXN-13455 RXN-13456		
|PWY-7055|	daphnetin modification	FALSE	0		4	0	4	0	0	0			
|PWY-7056|	daphnin interconversion	FALSE	0		2	0	2	0	0	0			
|PWY-7057|	cichoriin interconversion	FALSE	0		2	0	2	0	0	0			
|PWY-7058|	esculetin modification	FALSE	0		7	0	7	0	0	0			
|PWY-7059|	fumigaclavine biosynthesis	FALSE	0		6	1	4	0	0	0		RXN-13477	
|PWY-7065|	2&alpha;,7&beta;-dihydroxylation of taxusin	FALSE	0		4	0	4	0	0	0			
|PWY-7066|	glycyrrhetinate biosynthesis	FALSE	0		12	0	12	0	0	0			
|PWY-7067|	betulinate biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-7068|	ursolate biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-7069|	oleanolate biosynthesis	FALSE	0		4	0	4	0	0	0			
|PWY-7070|	steviol biosynthesis	FALSE	0		4	0	4	0	0	0			
|PWY-7071|	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	FALSE	0		10	0	10	0	0	0			
|PWY-7072|	hopanoid biosynthesis (bacteria)	FALSE	7.69230769230769		14	1	4	2	1	0	RXN-13533	RXN-13530	5.4.99.17-RXN RXN-4961
|PWY-7074|	phenylethanol glycoconjugate biosynthesis	FALSE	0		2	0	2	0	0	0			
|PWY-7075|	phenylethyl acetate biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-7076|	3,5-dimethoxytoluene biosynthesis	FALSE	0		2	0	1	0	0	0			
|PWY-7077|	N-acetyl-D-galactosamine degradation	FALSE	40		5	0	0	1	2	0	3.5.1.80-RXN RXN-13548		RXN-13547
|PWY-7079|	geodin biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-7080|	asterrate biosynthesis	FALSE	0		3	0	3	0	0	0			
|PWY-7081|	4-aminophenol degradation	FALSE	25		4	0	2	0	1	0	MALEYLACETATE-REDUCTASE-RXN		
|PWY-7085|	triethylamine degradation	FALSE	0		6	0	5	0	0	0			
|PWY-7087|	2-methylisoborneol biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-7088|	taxiphyllin biosynthesis	FALSE	0		7	0	7	0	0	0			
|PWY-7089|	taxiphyllin bioactivation	FALSE	0		1	0	1	0	0	0			
|PWY-7090|	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	FALSE	40		5	0	0	0	2	0	1.1.1.136-RXN RXN-13596		
|PWY-7091|	linustatin bioactivation	FALSE	50		4	0	2	0	2	0	RXN-13602 RXN-5341		
|PWY-7092|	neolinustatin bioactivation	FALSE	66.6666666666667		3	0	1	0	2	0	RXN-13603 RXN-9674		
|PWY-7093|	vicianin bioactivation	FALSE	50		2	0	1	0	1	0	MANDELONITRILE-LYASE-RXN		
|PWY-7094|	fatty acid salvage	FALSE	83.3333333333333		6	0	0	1	5	0	RXN-12490 RXN-13614 RXN-13615 RXN-13616 RXN-13617		RXN-13613
|PWY-7095|	3,4-dihydroxymandelonitrile &beta;-D-glucose biosynthesis	FALSE	0		1	0	1	0	0	0			
|PWY-7096|	triclosan resistance	TRUE	100	full	1	0	0	0	1	0	RXN-17126		
|PWY-7097|	vanillin and vanillate degradation I	FALSE	50		2	0	0	1	1	0	1.2.1.67-RXN		RXN-2
|PWY-7098|	vanillin and vanillate degradation II	FALSE	50		2	0	0	1	1	0	1.2.1.67-RXN		RXN-10891
|PWY-7100|	spinosyn biosynthesis	FALSE	0		22	1	1	1	0	0		RXN-13628	RXN-13629
|PWY-7101|	5-deoxystrigol biosynthesis	FALSE	0		5	0	4	0	0	0			
|PWY-7102|	bisabolene biosynthesis (engineered)	FALSE	0		6	0	3	0	0	0			
|PWY-7104|	dTDP-&beta;-L-megosamine biosynthesis	FALSE	42.8571428571429		8	1	0	1	3	0	DTDPGLUCDEHYDRAT-RXN DTDPGLUCOSEPP-RXN RXN-15233	RXN-12943	RXN-13660
|PWY-7105|	olivetol biosynthesis	FALSE	0		5	0	5	0	0	0			
|PWY-7106|	erythromycin D biosynthesis	FALSE	0		4	0	0	0	0	0			
|PWY-7108|	erythromycin A biosynthesis	FALSE	0		4	0	0	0	0	0			
|PWY-7109|	megalomicin A biosynthesis	FALSE	0		2	0	0	0	0	0			
|PWY-7111|	pyruvate fermentation to isobutanol (engineered)	TRUE	80	threshold	5	0	0	0	4	0	ACETOLACTREDUCTOISOM-RXN ACETOLACTSYN-RXN DIHYDROXYISOVALDEHYDRAT-RXN RXN-7657		
|PWY-7112|	4-hydroxy-2-nonenal detoxification	FALSE	50		4	0	0	0	2	0	RXN-13673 RXN-13675		
|PWY-7113|	furcatin degradation	FALSE	0		1	0	1	0	0	0			
|PWY-7114|	tea aroma glycosidic precursor bioactivation	FALSE	0		7	0	7	0	0	0			
|PWY-7115|	C4 photosynthetic carbon assimilation cycle, NAD-ME type	FALSE	77.7777777777778		11	0	2	0	7	0	1.1.1.39-RXN ALANINE-AMINOTRANSFERASE-RXN ASPAMINOTRANS-RXN MALATE-DEH-RXN PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN RXN-13697 RXN-13698		
|PWY-7117|	C4 photosynthetic carbon assimilation cycle, PEPCK type	TRUE	80	threshold	14	0	4	0	8	0	ALANINE-AMINOTRANSFERASE-RXN ASPAMINOTRANS-RXN MALATE-DEHYDROGENASE-NADP+-RXN MALIC-NADP-RXN PEPCARBOXYKIN-RXN PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN RXN-13697 RXN-13698		
